NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.406299399997806,None,6.406299399997806,None,8.625430100000813,None,11.676311899995198,None,1,1.1789468999995734,11.676311899995198,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,12.961118899998837,None,2,1.1794469000014942,12.961118899998837,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,14.211623299997882,None,3,0.8375637999997707,14.211623299997882,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,15.156374599995615,None,1,0.6740293000038946,15.156374599995615,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,15.898874999998952,None,2,0.2893463999935193,15.898874999998952,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,16.26680209999904,None,3,0.36440330000186805,16.26680209999904,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,16.704361700001755,None,1,0.1821191999988514,16.704361700001755,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,16.968438799995056,None,3,0.9224871000042185,16.968438799995056,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,17.982121499997447,None,2,0.24117819999810308,17.982121499997447,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,18.329727799995453,None,3,0.08354330000292975,18.329727799995453,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,18.488957000001392,None,1,0.21628930000588298,18.488957000001392,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,18.795183700000052,None,2,0.434914999998,18.795183700000052,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,19.315137400000822,None,None,,19.315137400000822,None,,001,2021_Nov_15_1635,TMTAB,2021.2.3,144.66587969891927,
