Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,s,4.170886299994891,8.047772199992323,None,,,,,,,,,,,,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,0,0,0,0,0,0,0,0,,,,,8.047772199992323,None,3,0,12.361427299998468,None,"['1', '3', '2']",1,"[0.8343708000029437, 1.099001100010355, 1.1200424000126077]",12.361427299998468,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,0,0,0,0,0,1,1,1,,,,,,,1,1,13.523581899993587,None,['1'],1,[0.07962810000753962],13.523581899993587,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,0,0,0,0,0,2,2,2,,,,,,,1,1,13.64710770000238,None,['3'],1,[0.10359000001335517],13.64710770000238,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,0,0,0,0,0,3,3,3,,,,,,,2,0,13.790637300000526,None,"['2', '1']",1,"[-0.008110300012049265, 0.11984169999777805]",13.790637300000526,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,0,0,0,0,0,4,4,4,,,,,,,1,1,13.980607299992698,None,['3'],1,[0.07279619999462739],13.980607299992698,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,0,0,0,0,0,5,5,5,,,,,,,2,0,14.095625500005553,None,"['2', '1']",1,"[0.0037792000075569376, 0.12648099999933038]",14.095625500005553,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,0,0,0,0,0,6,6,6,,,,,,,2,0,14.287797700002557,None,"['3', '2']",1,"[0.08213059999980032, 0.11460419998911675]",14.287797700002557,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,0,0,0,0,0,7,7,7,,,,,,,1,1,14.459947099996498,None,['1'],1,[0.08406900000409223],14.459947099996498,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
TMTstop-Control_1_1.xlsx,0:26,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,0,0,0,0,0,8,8,8,,,,,,,1,1,14.581902599995374,None,['3'],1,[0.1140049999958137],14.581902599995374,None,,001,2022_May_10_1516,TMT_fmri,2021.2.3,143.7882746327987,
