NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,,,,,,,,,0,16,16,16,,,,,,,,,47.71615280001424,None,['2'],1,[0.8703830000013113],47.71615280001424,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
18,['3'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,,,,,,,,,0,17,17,17,,,,,,,,,48.6605208000401,None,['3'],1,[0.6953604000154883],48.6605208000401,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
19,['1'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,,,,,,,,,0,18,18,18,,,,,,,,,49.445235399995,None,['1'],1,[0.771789800026454],49.445235399995,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
20,['3'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,,,,,,,,,0,19,19,19,,,,,,,,,50.292458200012334,None,['3'],1,[0.8241296999622136],50.292458200012334,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
21,['1'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,,,,,,,,,0,20,20,20,,,,,,,,,51.195447999984026,None,['1'],1,[1.74288640008308],51.195447999984026,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
22,['2'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,,,,,,,,,0,21,21,21,,,,,,,,,53.01503270003013,None,['2'],1,[0.6165986999403685],53.01503270003013,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
23,['1'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,,,,,,,,,0,22,22,22,,,,,,,,,53.72448590002023,None,['1'],1,[0.6302600000053644],53.72448590002023,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
24,['2'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,,,,,,,,,0,23,23,23,,,,,,,,,54.43126900005154,None,['2'],1,[0.9601892000064254],54.43126900005154,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
25,['1'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,,,,,,,,,0,24,24,24,,,,,,,,,55.47278409998398,None,['1'],1,[0.9028177000582218],55.47278409998398,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,,,,,,,,,0,25,25,25,,,,,,,,,56.44509709998965,None,None,1,,56.44509709998965,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
A,['3'],TMTstop-A_1_b.png,TMTstop-A_1_b.png,TMTstop-A_1_b.png,10,,,,,,,,,,,,,0,0,0,0,,,,,60.52874109998811,None,['3'],1,[1.738650600076653],60.52874109998811,None,57.45632750005461,None,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
B,['1'],TMTstop-A_1_b.png,TMTstop-A_1_bfirstgreen.png,TMTstop-A_1_bfirstred.png,10,,,,,,,,,,,,,0,1,1,1,,,,,62.34767839999404,None,['1'],1,[1.5894357999786735],62.34767839999404,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
C,['2'],TMTstop-A_1_blinestimulus0.png,TMTstop-A_1_bgreenlinestimulus0.png,TMTstop-A_1_bredlinestimulus0.png,10,,,,,,,,,,,,,0,2,2,2,,,,,64.02240240003448,None,['2'],1,[0.5876226999098435],64.02240240003448,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
D,['3'],TMTstop-A_1_blinestimulus1.png,TMTstop-A_1_bgreenlinestimulus1.png,TMTstop-A_1_bredlinestimulus1.png,10,,,,,,,,,,,,,0,3,3,3,,,,,64.68797299999278,None,"['1', '2', '3']",1,"[0.2921335999853909, 0.5784207000397146, 0.7946939000394195]",64.68797299999278,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
E,['2'],TMTstop-A_1_blinestimulus2.png,TMTstop-A_1_bgreenlinestimulus2.png,TMTstop-A_1_bredlinestimulus2.png,10,,,,,,,,,,,,,0,4,4,4,,,,,65.59732760000043,None,"['1', '2']",1,"[0.15045640000607818, 0.2683680000482127]",65.59732760000043,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
F,['1'],TMTstop-A_1_blinestimulus3.png,TMTstop-A_1_bgreenlinestimulus3.png,TMTstop-A_1_bredlinestimulus3.png,10,,,,,,,,,,,,,0,5,5,5,,,,,65.94473109999672,None,"['3', '1']",1,"[0.018519000033847988, 0.21313430008012801]",65.94473109999672,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
G,['3'],TMTstop-A_1_blinestimulus4.png,TMTstop-A_1_bgreenlinestimulus4.png,TMTstop-A_1_bredlinestimulus4.png,10,,,,,,,,,,,,,0,6,6,6,,,,,66.25055870006327,None,"['2', '3']",1,"[-0.009384599979966879, 0.12407659995369613]",66.25055870006327,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
H,['1'],TMTstop-A_1_blinestimulus5.png,TMTstop-A_1_bgreenlinestimulus5.png,TMTstop-A_1_bredlinestimulus5.png,10,,,,,,,,,,,,,0,7,7,7,,,,,66.44505720003508,None,['1'],1,[0.1376819999422878],66.44505720003508,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
I,['2'],TMTstop-A_1_blinestimulus6.png,TMTstop-A_1_bgreenlinestimulus6.png,TMTstop-A_1_bredlinestimulus6.png,10,,,,,,,,,,,,,0,8,8,8,,,,,66.65365270001348,None,['2'],1,[-0.0057409999426454306],66.65365270001348,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
J,['1'],TMTstop-A_1_blinestimulus7.png,TMTstop-A_1_bgreenlinestimulus7.png,TMTstop-A_1_bredlinestimulus7.png,10,,,,,,,,,,,,,0,9,9,9,,,,,66.72935480007436,None,"['3', '1']",1,"[0.045844399952329695, 0.45815500000026077]",66.72935480007436,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
K,['3'],TMTstop-A_1_blinestimulus8.png,TMTstop-A_1_bgreenlinestimulus8.png,TMTstop-A_1_bredlinestimulus8.png,10,,,,,,,,,,,,,0,10,10,10,,,,,67.27135509997606,None,"['2', '3']",1,"[0.012077799998223782, 0.11058129998855293]",67.27135509997606,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
L,['2'],TMTstop-A_1_blinestimulus9.png,TMTstop-A_1_bgreenlinestimulus9.png,TMTstop-A_1_bredlinestimulus9.png,10,,,,,,,,,,,,,0,11,11,11,,,,,67.47997530002613,None,"['1', '2']",1,"[0.2989088000031188, 0.36694510001689196]",67.47997530002613,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
M,['1'],TMTstop-A_1_blinestimulus10.png,TMTstop-A_1_bgreenlinestimulus10.png,TMTstop-A_1_bredlinestimulus10.png,1,,,,,,,,,,,,,0,12,12,12,,,,,67.93854830006603,None,"['3', '1']",1,"[0.04646119999233633, 0.3066380999516696]",67.93854830006603,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
N,['3'],TMTstop-A_1_blinestimulus11.png,TMTstop-A_1_bgreenlinestimulus11.png,TMTstop-A_1_bredlinestimulus11.png,None,,,,,,,,,,,,,0,13,13,13,,,,,68.3197684000479,None,"['2', '3']",1,"[0.009422000031918287, 0.1406788999447599]",68.3197684000479,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
O,['1'],TMTstop-A_1_blinestimulus12.png,TMTstop-A_1_bgreenlinestimulus12.png,TMTstop-A_1_bredlinestimulus12.png,None,,,,,,,,,,,,,0,14,14,14,,,,,68.57051150000188,None,['1'],1,[0.1571391000179574],68.57051150000188,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
P,['2'],TMTstop-A_1_blinestimulus13.png,TMTstop-A_1_bgreenlinestimulus13.png,TMTstop-A_1_bredlinestimulus13.png,None,,,,,,,,,,,,,0,15,15,15,,,,,68.80582790006883,None,['2'],1,[0.09716090001165867],68.80582790006883,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
Q,['3'],TMTstop-A_1_blinestimulus14.png,TMTstop-A_1_bgreenlinestimulus14.png,TMTstop-A_1_bredlinestimulus14.png,None,,,,,,,,,,,,,0,16,16,16,,,,,68.97259680007119,None,['3'],1,[0.030375499976798892],68.97259680007119,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
R,['2'],TMTstop-A_1_blinestimulus15.png,TMTstop-A_1_bgreenlinestimulus15.png,TMTstop-A_1_bredlinestimulus15.png,None,,,,,,,,,,,,,0,17,17,17,,,,,69.08425209997222,None,"['1', '2']",1,"[0.3743015000363812, 0.5029847000259906]",69.08425209997222,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
S,['3'],TMTstop-A_1_blinestimulus16.png,TMTstop-A_1_bgreenlinestimulus16.png,TMTstop-A_1_bredlinestimulus16.png,None,,,,,,,,,,,,,0,18,18,18,,,,,69.69568930007517,None,['3'],1,[-0.023320699925534427],69.69568930007517,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
T,['2'],TMTstop-A_1_blinestimulus17.png,TMTstop-A_1_bgreenlinestimulus17.png,TMTstop-A_1_bredlinestimulus17.png,None,,,,,,,,,,,,,0,19,19,19,,,,,69.76447120006196,None,"['1', '2']",1,"[0.3763690999476239, 0.4666023999452591]",69.76447120006196,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
U,['3'],TMTstop-A_1_blinestimulus18.png,TMTstop-A_1_bgreenlinestimulus18.png,TMTstop-A_1_bredlinestimulus18.png,None,,,,,,,,,,,,,0,20,20,20,,,,,70.3410563999787,None,['3'],1,[0.03270680003333837],70.3410563999787,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
V,['2'],TMTstop-A_1_blinestimulus19.png,TMTstop-A_1_bgreenlinestimulus19.png,TMTstop-A_1_bredlinestimulus19.png,None,,,,,,,,,,,,,0,21,21,21,,,,,70.45265950006433,None,"['1', '2']",1,"[0.4513730000471696, 0.973706700024195]",70.45265950006433,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
W,['3'],TMTstop-A_1_blinestimulus20.png,TMTstop-A_1_bgreenlinestimulus20.png,TMTstop-A_1_bredlinestimulus20.png,None,,,,,,,,,,,,,0,22,22,22,,,,,71.53501310001593,None,['3'],1,[0.7427714000223204],71.53501310001593,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
X,['1'],TMTstop-A_1_blinestimulus21.png,TMTstop-A_1_bgreenlinestimulus21.png,TMTstop-A_1_bredlinestimulus21.png,None,,,,,,,,,,,,,0,23,23,23,,,,,72.34737350000069,None,"['2', '1']",1,"[0.4815104000736028, 8.548820900032297]",72.34737350000069,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
Y,['2'],TMTstop-A_1_blinestimulus22.png,TMTstop-A_1_bgreenlinestimulus22.png,TMTstop-A_1_bredlinestimulus22.png,None,,,,,,,,,,,,,0,24,24,24,,,,,80.96545610006433,None,['2'],1,[1.2799744999501854],80.96545610006433,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
None,None,TMTstop-A_1_blinestimulus23.png,TMTstop-A_1_bgreenlinestimulus23.png,TMTstop-A_1_bredlinestimulus23.png,None,,,,,,,,,,,,,0,25,25,25,,,,,82.3267504000105,None,None,1,,82.3267504000105,None,,,,,,001,2021_Nov_04_1636,TMTAB,2021.2.3,143.30938630824878,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.32411729998421,None,,,,,,,
