Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,s,1.1733208999939961,8.742325600003824,None,,,,,,,,,,,,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,0,0,0,0,0,0,0,0,,,,,8.742325600003824,None,3,0,10.039487100002589,None,"['1', '3', '2']",1,"[0.5648837000044296, 0.7436051999975462, 0.8057737000053748]",10.039487100002589,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,0,0,0,0,0,1,1,1,,,,,,,1,1,10.900394500000402,None,['1'],1,[0.055999400006840006],10.900394500000402,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,0,0,0,0,0,2,2,2,,,,,,,1,1,11.003959200010286,None,['3'],1,[0.0725459000095725],11.003959200010286,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,0,0,0,0,0,3,3,3,,,,,,,2,0,11.121906300002593,None,"['2', '1']",1,"[0.0077526999957626686, 0.10592059999180492]",11.121906300002593,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,0,0,0,0,0,4,4,4,,,,,,,3,0,11.278789400006644,None,"['2', '1', '3']",1,"[0.07905780000146478, 0.21291499999642838, 0.32600870000896975]",11.278789400006644,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,0,0,0,0,0,5,5,5,,,,,,,2,0,11.680202999996254,None,"['2', '1']",1,"[0.0012006000033579767, 0.09458200000517536]",11.680202999996254,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,0,0,0,0,0,6,6,6,,,,,,,2,0,11.828942699998152,None,"['3', '2']",1,"[0.05685039999661967, 0.11000420000345912]",11.828942699998152,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,0,0,0,0,0,7,7,7,,,,,,,1,1,11.998240200002328,None,['1'],1,[0.04725190000317525],11.998240200002328,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,0,0,0,0,0,8,8,8,,,,,,,1,1,12.086041600006865,None,['3'],1,[1.2127932000003057],12.086041600006865,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT_Control,1,10,0,0,0,0,0,9,9,9,,,,,,,1,1,13.340521000005538,None,['2'],1,[0.014977999991970137],13.340521000005538,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,11,['1'],1,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT_Control,1,11,0,0,0,0,0,10,10,10,,,,,,,1,1,13.400363200009451,None,['1'],1,[0.029126399997039698],13.400363200009451,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,12,['2'],2,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,0,0,0,0,0,11,11,11,,,,,,,2,0,13.467601700001978,None,"['3', '2']",1,"[0.08380340000439901, 0.11775430000852793]",13.467601700001978,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,0,0,0,0,0,12,12,12,,,,,,,5,0,13.626906799996505,None,"['1', '3', '2', '1', '3']",1,"[0.09025570000812877, 0.1990706000069622, 0.23272230000293348, 0.3604751000093529, 0.477297900011763]",13.626906799996505,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,14,['2'],2,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,0,0,0,0,0,13,13,13,,,,,,,1,1,14.15468750000582,None,['2'],1,[-0.02470730000641197],14.15468750000582,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,1,15,0,0,0,0,0,14,14,14,,,,,,,2,0,14.193226700008381,None,"['1', '3']",1,"[0.06512419998762198, 0.18828930000017863]",14.193226700008381,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,16,['2'],2,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,1,16,0,0,0,0,0,15,15,15,,,,,,,1,1,14.440592800005106,None,['2'],1,[-0.027429299996583723],14.440592800005106,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,17,['3'],3,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,1,17,0,0,0,0,0,16,16,16,,,,,,,2,0,14.47958880000806,None,"['1', '3']",1,"[0.06699389999266714, 0.20730599999660626]",14.47958880000806,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,18,['2'],2,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,1,18,0,0,0,0,0,17,17,17,,,,,,,1,1,14.732051600003615,None,['2'],1,[-0.015485999989323318],14.732051600003615,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,19,['1'],1,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,1,19,0,0,0,0,0,18,18,18,,,,,,,1,1,14.776101800001925,None,['1'],1,[0.0763437999994494],14.776101800001925,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,20,['3'],3,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,1,20,0,0,0,0,0,19,19,19,,,,,,,1,1,14.897337100002915,None,['3'],1,[0.1523886999930255],14.897337100002915,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,0,0,0,0,0,20,20,20,,,,,,,2,0,15.091725000005681,None,"['2', '1']",1,"[0.11569539998890832, 0.22359639999922365]",15.091725000005681,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,0,0,0,0,0,21,21,21,,,,,,,2,0,15.357928700002958,None,"['3', '2']",1,"[0.09507290000328794, 0.18298480000521522]",15.357928700002958,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,1,23,0,0,0,0,0,22,22,22,,,,,,,2,0,15.599527900005342,None,"['1', '3']",1,"[0.02474110000184737, 0.15255909999541473]",15.599527900005342,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,1,24,0,0,0,0,0,23,23,23,,,,,,,1,1,15.809484400000656,None,['2'],1,[-0.03064230000018142],15.809484400000656,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,25,['1'],1,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,1,25,0,0,0,0,0,24,24,24,,,,,,,1,1,15.849016599997412,None,['1'],1,[0.06510419999540318],15.849016599997412,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
TMTstop-Control_1_1.xlsx,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,1,Feedback_last,0,0,0,0,0,25,25,25,,,,,,,5,0,15.958414599997923,None,"['3', '2', '1', '3', '2']",0,"[0.12821369999437593, 0.1809952999901725, 0.33537950000027195, 0.47338919999310747, 0.5093777000001865]",15.958414599997923,None,,001,2022_May_10_1515,TMT_fmri,2021.2.3,144.44646671131102,
