NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,1.0,23.152667999267578,23.152667999267578,0.0,,1.0,1.0,0.0,1,2,2,1,0.21201669999572914,0.23843320000742096,0.5927537999959895,0.6032044000021415,23.152667999267578,23.152667999267578,0.0,,20.0
22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,1.0,23.943113327026367,23.943113327026367,0.0,,1.0,1.0,0.0,3,1,2,-0.03583249999792315,0.11937960000068415,0.19125330001406837,23.943113327026367,23.943113327026367,0.0,,21.0
23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,1,23,1.0,24.352619171142578,24.352619171142578,0.0,,1.0,1.0,0.0,3,-0.07890140000381507,24.352619171142578,24.352619171142578,0.0,,22.0
24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,1,24,1.0,24.47734832763672,24.47734832763672,0.0,,1.0,1.0,0.0,1,2,-0.07187169999815524,0.03477569999813568,24.47734832763672,24.47734832763672,0.0,,23.0
25,['1'],1,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,1,25,1.0,24.605005264282227,24.605005264282227,0.0,,1.0,1.0,0.0,3,1,-0.0017602000007173046,0.12684519999311306,24.605005264282227,24.605005264282227,0.0,,24.0
None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,1,Feedback_last,1.0,24.860509872436523,24.860509872436523,0.0,,0.0,0.0,0.0,2,3,1,2,-0.04638689999410417,0.04496850000577979,0.16671270001097582,0.2381727000029059,24.860509872436523,24.860509872436523,0.0,,25.0

extraInfo
participant,
session,001
date,2022_May_10_1103
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,122.47592429899386
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,2,26,1.0,29.05741310119629,29.05741310119629,0.0,,1.0,1.0,0.0,2,0.8600870999944163,29.05741310119629,29.05741310119629,0.0,,0.0
2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,TMT_Control,2,27,1.0,30.132923126220703,30.132923126220703,0.0,,1.0,1.0,0.0,3,0.22149229999922682,30.132923126220703,30.132923126220703,0.0,,1.0
3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,TMT_Control,2,28,1.0,30.55077362060547,30.55077362060547,0.0,,1.0,1.0,0.0,2,0.23216559999855235,30.55077362060547,30.55077362060547,0.0,,2.0
4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,TMT_Control,2,29,1.0,30.940885543823242,30.940885543823242,0.0,,1.0,1.0,0.0,3,0.2461600999959046,30.940885543823242,30.940885543823242,0.0,,3.0
5,['2'],2,TMTstop-control_1_2linestimulus2.png,TMTstop-control_1_2greenlinestimulus2.png,TMTstop-control_1_2redlinestimulus2.png,TMT_Control,2,30,1.0,31.344402313232422,31.344402313232422,0.0,,1.0,1.0,0.0,2,0.243558900008793,31.344402313232422,31.344402313232422,0.0,,4.0
6,['3'],3,TMTstop-control_1_2linestimulus3.png,TMTstop-control_1_2greenlinestimulus3.png,TMTstop-control_1_2redlinestimulus3.png,TMT_Control,2,31,1.0,31.721410751342773,31.721410751342773,0.0,,1.0,1.0,0.0,3,0.24702779999643099,31.721410751342773,31.721410751342773,0.0,,5.0
7,['2'],2,TMTstop-control_1_2linestimulus4.png,TMTstop-control_1_2greenlinestimulus4.png,TMTstop-control_1_2redlinestimulus4.png,TMT_Control,2,32,1.0,32.126312255859375,32.126312255859375,0.0,,1.0,1.0,0.0,2,0.22756079999089707,32.126312255859375,32.126312255859375,0.0,,6.0
8,['1'],1,TMTstop-control_1_2linestimulus4.png,TMTstop-control_1_2greenlinestimulus5.png,TMTstop-control_1_2redlinestimulus5.png,TMT_Control,2,33,1.0,32.5353889465332,32.5353889465332,0.0,,1.0,1.0,0.0,1,0.29226430000562686,32.5353889465332,32.5353889465332,0.0,,7.0
9,['3'],3,TMTstop-control_1_2linestimulus6.png,TMTstop-control_1_2greenlinestimulus6.png,TMTstop-control_1_2redlinestimulus6.png,TMT_Control,2,34,1.0,32.90192794799805,32.90192794799805,0.0,,1.0,1.0,0.0,3,0.3084208999935072,32.90192794799805,32.90192794799805,0.0,,8.0
10,['2'],2,TMTstop-control_1_2linestimulus7.png,TMTstop-control_1_2greenlinestimulus7.png,TMTstop-control_1_2redlinestimulus7.png,TMT_Control,2,35,1.0,33.3815803527832,33.3815803527832,0.0,,1.0,1.0,0.0,2,0.24431739999272395,33.3815803527832,33.3815803527832,0.0,,9.0
11,['3'],3,TMTstop-control_1_2linestimulus8.png,TMTstop-control_1_2greenlinestimulus8.png,TMTstop-control_1_2redlinestimulus8.png,TMT_Control,2,36,1.0,33.77356719970703,33.77356719970703,0.0,,1.0,1.0,0.0,3,0.2100022000086028,33.77356719970703,33.77356719970703,0.0,,10.0
12,['2'],2,TMTstop-control_1_2linestimulus9.png,TMTstop-control_1_2greenlinestimulus9.png,TMTstop-control_1_2redlinestimulus9.png,TMT_Control,2,37,1.0,34.180301666259766,34.180301666259766,0.0,,1.0,1.0,0.0,2,0.14008679999096785,34.180301666259766,34.180301666259766,0.0,,11.0
13,['3'],3,TMTstop-control_1_2linestimulus10.png,TMTstop-control_1_2greenlinestimulus10.png,TMTstop-control_1_2redlinestimulus10.png,TMT_Control,2,38,1.0,34.44593811035156,34.44593811035156,0.0,,1.0,1.0,0.0,3,0.2609216999990167,34.44593811035156,34.44593811035156,0.0,,12.0
14,['2'],2,TMTstop-control_1_2linestimulus11.png,TMTstop-control_1_2greenlinestimulus11.png,TMTstop-control_1_2redlinestimulus11.png,TMT_Control,2,39,1.0,34.85051727294922,34.85051727294922,0.0,,1.0,1.0,0.0,2,0.15556299999298062,34.85051727294922,34.85051727294922,0.0,,13.0
15,['3'],3,TMTstop-control_1_2linestimulus12.png,TMTstop-control_1_2greenlinestimulus12.png,TMTstop-control_1_2redlinestimulus12.png,TMT_Control,2,40,1.0,35.131988525390625,35.131988525390625,0.0,,1.0,1.0,0.0,3,0.40177560001029633,35.131988525390625,35.131988525390625,0.0,,14.0
16,['1'],1,TMTstop-control_1_2linestimulus13.png,TMTstop-control_1_2greenlinestimulus13.png,TMTstop-control_1_2redlinestimulus13.png,TMT_Control,2,41,1.0,35.74029541015625,35.74029541015625,0.0,,1.0,1.0,0.0,1,0.17118230000778567,35.74029541015625,35.74029541015625,0.0,,15.0
17,['2'],2,TMTstop-control_1_2linestimulus14.png,TMTstop-control_1_2greenlinestimulus14.png,TMTstop-control_1_2redlinestimulus14.png,TMT_Control,2,42,1.0,36.01081848144531,36.01081848144531,0.0,,1.0,1.0,0.0,2,0.21166939999966417,36.01081848144531,36.01081848144531,0.0,,16.0
18,['1'],1,TMTstop-control_1_2linestimulus15.png,TMTstop-control_1_2greenlinestimulus15.png,TMTstop-control_1_2redlinestimulus15.png,TMT_Control,2,43,1.0,36.38319396972656,36.38319396972656,0.0,,1.0,1.0,0.0,1,0.203384599997662,36.38319396972656,36.38319396972656,0.0,,17.0
19,['2'],2,TMTstop-control_1_2linestimulus16.png,TMTstop-control_1_2greenlinestimulus16.png,TMTstop-control_1_2redlinestimulus16.png,TMT_Control,2,44,1.0,36.790287017822266,36.790287017822266,0.0,,1.0,1.0,0.0,2,0.104740299997502,36.790287017822266,36.790287017822266,0.0,,18.0
20,['3'],3,TMTstop-control_1_2linestimulus17.png,TMTstop-control_1_2greenlinestimulus17.png,TMTstop-control_1_2redlinestimulus17.png,TMT_Control,2,45,1.0,37.04396438598633,37.04396438598633,0.0,,1.0,1.0,0.0,3,0.14432740000484046,37.04396438598633,37.04396438598633,0.0,,19.0
21,['1'],1,TMTstop-control_1_2linestimulus18.png,TMTstop-control_1_2greenlinestimulus18.png,TMTstop-control_1_2redlinestimulus18.png,TMT_Control,2,46,1.0,37.31019592285156,37.31019592285156,0.0,,1.0,1.0,0.0,1,0.22412379999877885,37.31019592285156,37.31019592285156,0.0,,20.0
22,['3'],3,TMTstop-control_1_2linestimulus19.png,TMTstop-control_1_2greenlinestimulus19.png,TMTstop-control_1_2redlinestimulus19.png,TMT_Control,2,47,1.0,37.70146560668945,37.70146560668945,0.0,,1.0,1.0,0.0,3,0.28130740000051446,37.70146560668945,37.70146560668945,0.0,,21.0
23,['2'],2,TMTstop-control_1_2linestimulus20.png,TMTstop-control_1_2greenlinestimulus20.png,TMTstop-control_1_2redlinestimulus20.png,TMT_Control,2,48,1.0,38.09335708618164,38.09335708618164,0.0,,1.0,1.0,0.0,2,0.22404219998861663,38.09335708618164,38.09335708618164,0.0,,22.0
24,['3'],3,TMTstop-control_1_2linestimulus21.png,TMTstop-control_1_2greenlinestimulus21.png,TMTstop-control_1_2redlinestimulus21.png,TMT_Control,2,49,1.0,38.48820877075195,38.48820877075195,0.0,,1.0,1.0,0.0,3,0.3121851999894716,38.48820877075195,38.48820877075195,0.0,,23.0
25,['1'],1,TMTstop-control_1_2linestimulus22.png,TMTstop-control_1_2greenlinestimulus22.png,TMTstop-control_1_2redlinestimulus22.png,TMT_Control,2,50,1.0,39.0091667175293,39.0091667175293,0.0,,1.0,1.0,0.0,1,0.1063953999982914,39.0091667175293,39.0091667175293,0.0,,24.0
None,None,None,TMTstop-control_1_2linestimulus23.png,TMTstop-control_1_2greenlinestimulus23.png,TMTstop-control_1_2redlinestimulus23.png,TMT_Control,2,Feedback_last,1.0,39.25971984863281,39.25971984863281,0.0,,1.0,1.0,0.0,,'--',39.25971984863281,39.25971984863281,0.0,,25.0

extraInfo
participant,
session,001
date,2022_May_10_1103
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,122.47592429899386
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMT_Control,3,51,1.0,43.348453521728516,43.348453521728516,0.0,,1.0,1.0,0.0,2,0.7997133000026224,43.348453521728516,43.348453521728516,0.0,,0.0
2,['1'],1,TMTstop-control_1_3.png,TMTstop-control_1_3firstgreen.png,TMTstop-control_1_3firstred.png,TMT_Control,3,52,1.0,44.33242416381836,44.33242416381836,0.0,,1.0,1.0,0.0,1,0.14222400001017377,44.33242416381836,44.33242416381836,0.0,,1.0
3,['2'],2,TMTstop-control_1_3linestimulus0.png,TMTstop-control_1_3greenlinestimulus0.png,TMTstop-control_1_3redlinestimulus0.png,TMT_Control,3,53,1.0,44.59955596923828,44.59955596923828,0.0,,1.0,1.0,0.0,2,0.1972232999978587,44.59955596923828,44.59955596923828,0.0,,2.0
4,['1'],1,TMTstop-control_1_3linestimulus1.png,TMTstop-control_1_3greenlinestimulus1.png,TMTstop-control_1_3redlinestimulus1.png,TMT_Control,3,54,1.0,45.00469207763672,45.00469207763672,0.0,,1.0,1.0,0.0,1,0.1252161000011256,45.00469207763672,45.00469207763672,0.0,,3.0
5,['3'],3,TMTstop-control_1_3linestimulus2.png,TMTstop-control_1_3greenlinestimulus2.png,TMTstop-control_1_3redlinestimulus2.png,TMT_Control,3,55,1.0,45.271968841552734,45.271968841552734,0.0,,1.0,1.0,0.0,3,0.14041789999464527,45.271968841552734,45.271968841552734,0.0,,4.0
6,['1'],1,TMTstop-control_1_3linestimulus3.png,TMTstop-control_1_3greenlinestimulus3.png,TMTstop-control_1_3redlinestimulus3.png,TMT_Control,3,56,1.0,45.536048889160156,45.536048889160156,0.0,,1.0,1.0,0.0,1,0.26513850000628736,45.536048889160156,45.536048889160156,0.0,,5.0
7,['2'],2,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus4.png,TMTstop-control_1_3redlinestimulus4.png,TMT_Control,3,57,1.0,45.94475555419922,45.94475555419922,0.0,,1.0,1.0,0.0,2,0.17336299999442417,45.94475555419922,45.94475555419922,0.0,,6.0
8,['3'],3,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus5.png,TMTstop-control_1_3redlinestimulus5.png,TMT_Control,3,58,1.0,46.22400665283203,46.22400665283203,0.0,,1.0,1.0,0.0,3,0.16667730000335723,46.22400665283203,46.22400665283203,0.0,,7.0
9,['1'],1,TMTstop-control_1_3linestimulus6.png,TMTstop-control_1_3greenlinestimulus6.png,TMTstop-control_1_3redlinestimulus6.png,TMT_Control,3,59,1.0,46.506996154785156,46.506996154785156,0.0,,1.0,1.0,0.0,1,0.33220210000581574,46.506996154785156,46.506996154785156,0.0,,8.0
10,['2'],2,TMTstop-control_1_3linestimulus7.png,TMTstop-control_1_3greenlinestimulus7.png,TMTstop-control_1_3redlinestimulus7.png,TMT_Control,3,60,1.0,47.052207946777344,47.052207946777344,0.0,,1.0,1.0,0.0,2,0.12026910000713542,47.052207946777344,47.052207946777344,0.0,,9.0
11,['1'],1,TMTstop-control_1_3linestimulus8.png,TMTstop-control_1_3greenlinestimulus8.png,TMTstop-control_1_3redlinestimulus8.png,TMT_Control,3,61,1.0,47.33335876464844,47.33335876464844,0.0,,1.0,1.0,0.0,1,0.19936640000378247,47.33335876464844,47.33335876464844,0.0,,10.0
12,['2'],2,TMTstop-control_1_3linestimulus9.png,TMTstop-control_1_3greenlinestimulus9.png,TMTstop-control_1_3redlinestimulus9.png,TMT_Control,3,62,1.0,47.727962493896484,47.727962493896484,0.0,,1.0,1.0,0.0,2,0.15635330000077374,47.727962493896484,47.727962493896484,0.0,,11.0
13,['3'],3,TMTstop-control_1_3linestimulus10.png,TMTstop-control_1_3greenlinestimulus10.png,TMTstop-control_1_3redlinestimulus10.png,TMT_Control,3,63,1.0,47.99641799926758,47.99641799926758,0.0,,1.0,1.0,0.0,3,0.18281949999800418,47.99641799926758,47.99641799926758,0.0,,12.0
14,['2'],2,TMTstop-control_1_3linestimulus11.png,TMTstop-control_1_3greenlinestimulus11.png,TMTstop-control_1_3redlinestimulus11.png,TMT_Control,3,64,1.0,48.26532745361328,48.26532745361328,0.0,,1.0,1.0,0.0,2,0.24675599999318365,48.26532745361328,48.26532745361328,0.0,,13.0
15,['1'],1,TMTstop-control_1_3linestimulus12.png,TMTstop-control_1_3greenlinestimulus12.png,TMTstop-control_1_3redlinestimulus12.png,TMT_Control,3,65,1.0,48.65941619873047,48.65941619873047,0.0,,1.0,1.0,0.0,1,0.13975979998940602,48.65941619873047,48.65941619873047,0.0,,14.0
16,['3'],3,TMTstop-control_1_3linestimulus13.png,TMTstop-control_1_3greenlinestimulus13.png,TMTstop-control_1_3redlinestimulus13.png,TMT_Control,3,66,1.0,48.92664337158203,48.92664337158203,0.0,,1.0,1.0,0.0,3,0.20434290000412147,48.92664337158203,48.92664337158203,0.0,,15.0
17,['1'],1,TMTstop-control_1_3linestimulus14.png,TMTstop-control_1_3greenlinestimulus14.png,TMTstop-control_1_3redlinestimulus14.png,TMT_Control,3,67,1.0,49.345340728759766,49.345340728759766,0.0,,1.0,1.0,0.0,1,0.113130200013984,49.345340728759766,49.345340728759766,0.0,,16.0
18,['3'],3,TMTstop-control_1_3linestimulus15.png,TMTstop-control_1_3greenlinestimulus15.png,TMTstop-control_1_3redlinestimulus15.png,TMT_Control,3,68,1.0,49.60773468017578,49.60773468017578,0.0,,1.0,1.0,0.0,3,0.26386550000461284,49.60773468017578,49.60773468017578,0.0,,17.0
19,['2'],2,TMTstop-control_1_3linestimulus16.png,TMTstop-control_1_3greenlinestimulus16.png,TMTstop-control_1_3redlinestimulus16.png,TMT_Control,3,69,1.0,50.026302337646484,50.026302337646484,0.0,,1.0,1.0,0.0,2,0.18505000000004657,50.026302337646484,50.026302337646484,0.0,,18.0
20,['1'],1,TMTstop-control_1_3linestimulus17.png,TMTstop-control_1_3greenlinestimulus17.png,TMTstop-control_1_3redlinestimulus17.png,TMT_Control,3,70,1.0,50.416629791259766,50.416629791259766,0.0,,1.0,1.0,0.0,1,0.06452680000802502,50.416629791259766,50.416629791259766,0.0,,19.0
21,['3'],3,TMTstop-control_1_3linestimulus18.png,TMTstop-control_1_3greenlinestimulus18.png,TMTstop-control_1_3redlinestimulus18.png,TMT_Control,3,71,1.0,50.68210220336914,50.68210220336914,0.0,,1.0,1.0,0.0,3,0.14501939999172464,50.68210220336914,50.68210220336914,0.0,,20.0
22,['2'],2,TMTstop-control_1_3linestimulus19.png,TMTstop-control_1_3greenlinestimulus19.png,TMTstop-control_1_3redlinestimulus19.png,TMT_Control,3,72,1.0,50.94865417480469,50.94865417480469,0.0,,1.0,1.0,0.0,2,0.2528844000044046,50.94865417480469,50.94865417480469,0.0,,21.0
23,['3'],3,TMTstop-control_1_3linestimulus20.png,TMTstop-control_1_3greenlinestimulus20.png,TMTstop-control_1_3redlinestimulus20.png,TMT_Control,3,73,1.0,51.35707473754883,51.35707473754883,0.0,,1.0,1.0,0.0,3,0.20522340000024997,51.35707473754883,51.35707473754883,0.0,,22.0
24,['1'],1,TMTstop-control_1_3linestimulus21.png,TMTstop-control_1_3greenlinestimulus21.png,TMTstop-control_1_3redlinestimulus21.png,TMT_Control,3,74,1.0,51.747161865234375,51.747161865234375,0.0,,1.0,1.0,0.0,1,0.11396349999995437,51.747161865234375,51.747161865234375,0.0,,23.0
25,['2'],2,TMTstop-control_1_3linestimulus22.png,TMTstop-control_1_3greenlinestimulus22.png,TMTstop-control_1_3redlinestimulus22.png,TMT_Control,3,75,1.0,52.013343811035156,52.013343811035156,0.0,,1.0,1.0,0.0,2,0.2349386000132654,52.013343811035156,52.013343811035156,0.0,,24.0
None,None,None,TMTstop-control_1_3linestimulus23.png,TMTstop-control_1_3greenlinestimulus23.png,TMTstop-control_1_3redlinestimulus23.png,TMT_Control,3,Feedback_last,1.0,52.40526580810547,52.40526580810547,0.0,,1.0,1.0,0.0,,'--',52.40526580810547,52.40526580810547,0.0,,25.0

extraInfo
participant,
session,001
date,2022_May_10_1103
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,122.47592429899386
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
