key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
escape,12.063276799977757,16.392532299971208,None,,001,2022_Jan_24_1504,TMTAstop-A,2021.2.3,59.969079944305015,
