NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,0,0,0,0,,,,,7.385965900000883,None,7.385965900000883,None,9.184895099999267,None,['2'],1,[2.393640200003574],9.184895099999267,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,0,1,1,1,,,,,,,,,11.663910399998713,None,['1'],1,[0.5167307000010624],11.663910399998713,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,0,2,2,2,,,,,,,,,12.254043699998874,None,['2'],1,[0.5570566000023973],12.254043699998874,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,0,3,3,3,,,,,,,,,12.886016600001312,None,['3'],1,[0.5677040999944438],12.886016600001312,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,0,4,4,4,,,,,,,,,13.52495220000128,None,"['1', '2']",1,"[1.1304851000022609, 1.7804772000017692]",13.52495220000128,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,0,5,5,5,,,,,,,,,15.385860700000194,None,['3'],1,[0.7277909999975236],15.385860700000194,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,0,6,6,6,,,,,,,,,16.19155270000192,None,"['1', '2']",1,"[1.0842093999963254, 1.629883299996436]",16.19155270000192,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,0,7,7,7,,,,,,,,,17.920294399998966,None,"['3', '1']",1,"[0.41952630000014324, 0.8353830999985803]",17.920294399998966,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,0,8,8,8,,,,,,,,,18.851194299997587,None,['2'],1,[0.29448680000496097],18.851194299997587,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,0,9,9,9,,,,,,,,,19.226050500001293,None,"['3', '1']",1,"[0.23240739999891957, 0.720836499996949]",19.226050500001293,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,0,10,10,10,,,,,,,,,20.024638499999128,None,['2'],1,[0.14297300000180257],20.024638499999128,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,0,11,11,11,,,,,,,,,20.246739199996227,None,['3'],1,[0.07476780000433791],20.246739199996227,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,0,12,12,12,,,,,,,,,20.399674399996,None,"['1', '2']",1,"[0.15535889999591745, 0.25107679999928223]",20.399674399996,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,0,13,13,13,,,,,,,,,20.719220499995572,None,['3'],1,[0.0517212999984622],20.719220499995572,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,0,14,14,14,,,,,,,,,20.843936699995538,None,['1'],1,[0.15246209999895655],20.843936699995538,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,0,15,15,15,,,,,,,,,21.06648789999599,None,"['2', '3']",1,"[-0.011370299995178357, 0.11759429999801796]",21.06648789999599,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,0,16,16,16,,,,,,,,,21.260711700000684,None,"['1', '2']",1,"[0.10609799999656389, 0.19194989999959944]",21.260711700000684,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,0,17,17,17,,,,,,,,,21.559406899999885,None,['3'],1,[-0.0061711000016657636],21.559406899999885,None,,,,001,2021_Nov_15_1220,TMTAB,2021.2.3,144.1553648826009,
