Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_2.xlsx,26:52,4,['2'],2,TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,TMT_A,2,29,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,1,1,45.918865900006494,None,['2'],1,[-0.006278600005316548],45.918865900006494,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,5,['1'],1,TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,TMT_A,2,30,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,2,0,45.99505610000051,None,"['3', '1']",1,"[-0.015515699997195043, 0.11692390000098385]",45.99505610000051,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,6,['3'],3,TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,TMT_A,2,31,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,2,0,46.21927699999651,None,"['2', '3']",1,"[-0.07180589999188669, 0.03490090000559576]",46.21927699999651,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,7,['2'],2,TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,TMT_A,2,32,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,2,0,46.47873970000364,None,"['1', '2']",1,"[-0.10292970000591595, -0.009197299994411878]",46.47873970000364,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,8,['1'],1,TMTstop-A_1_2linestimulus5.png,TMTstop-A_1_2greenlinestimulus5.png,TMTstop-A_1_2redlinestimulus5.png,TMT_A,2,33,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,2,0,46.557587400006014,None,"['3', '1']",1,"[-0.032822099994518794, 0.11048770000343211]",46.557587400006014,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,9,['3'],3,TMTstop-A_1_2linestimulus6.png,TMTstop-A_1_2greenlinestimulus6.png,TMTstop-A_1_2redlinestimulus6.png,TMT_A,2,34,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,2,0,46.75236369999766,None,"['2', '3']",1,"[-0.036758599992026575, 0.059438399999635294]",46.75236369999766,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,10,['2'],2,TMTstop-A_1_2linestimulus7.png,TMTstop-A_1_2greenlinestimulus7.png,TMTstop-A_1_2redlinestimulus7.png,TMT_A,2,35,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,2,0,46.911878500002786,None,"['1', '2']",1,"[0.02510410000104457, 0.10692400000698399]",46.911878500002786,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,11,['1'],1,TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,TMT_A,2,36,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,2,0,47.09990000000107,None,"['3', '1']",1,"[0.007716899999650195, 0.1382871000096202]",47.09990000000107,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,12,['2'],2,TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,TMT_A,2,37,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,1,1,47.31438280000293,None,['2'],1,[0.004803999996511266],47.31438280000293,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,13,['1'],1,TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,TMT_A,2,38,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,2,0,47.404863500007195,None,"['3', '1']",1,"[-0.004275300001609139, 0.12374959999579005]",47.404863500007195,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,14,['3'],3,TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,TMT_A,2,39,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,2,0,47.60629219999828,None,"['2', '3']",1,"[-0.028576899989275262, 0.06886300000769552]",47.60629219999828,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,15,['1'],1,TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,TMT_A,2,40,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,1,1,47.76598840000224,None,['1'],1,[0.022386600001482293],47.76598840000224,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,16,['3'],3,TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,TMT_A,2,41,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,2,0,47.871282399995835,None,"['2', '3']",1,"[-0.01092159999825526, 0.07921080000232905]",47.871282399995835,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-A_1_2.xlsx,26:52,17,['1'],1,TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,TMT_A,2,42,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,0,0,48.02188309999474,None,None,0,,48.02188309999474,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,1,['3'],3,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMT_B,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,55.52214600000298,None,"['2', '3']",1,"[1.1649946000106866, 1.3281386000016937]",55.52214600000298,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,A,['1'],1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,TMT_B,1,2,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,56.93926090000605,None,['1'],1,[0.04588750000402797],56.93926090000605,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,2,['3'],3,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,TMT_B,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,2,0,57.06435329999658,None,"['2', '3']",1,"[0.015133199995034374, 0.10719539999263361]",57.06435329999658,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,B,['2'],2,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,TMT_B,1,4,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,2,0,57.25180610000098,None,"['1', '2']",1,"[0.08869070000946522, 0.148949000009452]",57.25180610000098,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,3,['1'],1,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,TMT_B,1,5,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,2,0,57.494614700000966,None,"['3', '1']",1,"[-0.006210699997609481, 0.13465710000309628]",57.494614700000966,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,C,['3'],3,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,TMT_B,1,6,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,2,0,57.8220677000063,None,"['2', '3']",1,"[-0.1552356000029249, -0.044396400000550784]",57.8220677000063,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,4,['2'],2,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,TMT_B,1,7,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,2,0,57.9458741999988,None,"['1', '2']",1,"[-0.038531300000613555, 0.015996899994206615]",57.9458741999988,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,D,['1'],1,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,TMT_B,1,8,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,2,0,58.06404490000568,None,"['3', '1']",1,"[-0.0064208999974653125, 0.15866049999021925]",58.06404490000568,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,5,['3'],3,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,TMT_B,1,9,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,3,0,58.307376900003874,None,"['2', '2', '3']",1,"[-0.017052199997124262, 1.212285300003714, 1.5821825000020908]",58.307376900003874,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,E,['1'],1,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,TMT_B,1,10,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,1,1,60.00171989999944,None,['1'],1,[1.3580507000006037],60.00171989999944,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,6,['3'],3,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,TMT_B,1,11,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,1,1,61.43224170000758,None,['3'],1,[1.5299492999911308],61.43224170000758,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,F,['1'],1,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,TMT_B,1,12,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,1,1,63.150376899997354,None,['1'],1,[1.4784829999989597],63.150376899997354,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,7,['3'],3,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,TMT_B,1,13,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,3,0,64.70321629999671,None,"['2', '2', '3']",1,"[2.109488899994176, 3.7758967999980086, 5.005350699997507]",64.70321629999671,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
TMTstop-B_1_1.xlsx,0:26,G,['2'],2,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,TMT_B,1,14,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,0,0,69.77934069999901,None,None,0,,69.77934069999901,None,,001,2022_Mar_30_1524,TMT_fmri,2021.2.3,143.55976535962884,
