NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,6.121613599942066,None,6.121613599942066,None,6.662972699967213,None,['2'],1,[1.0371947000967339],6.662972699967213,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1.png,10,0,1,1,1,,,,,7.781106099952012,None,['1'],1,[0.9513412999222055],7.781106099952012,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1firstred.png,10,0,2,2,2,,,,,8.809614900033921,None,['3'],1,[1.0467304999474436],8.809614900033921,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus0.png,10,0,3,3,3,,,,,9.927206499967724,None,"['3', '2']",1,"[1.4032449000515044, 2.450458800070919]",9.927206499967724,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus1.png,10,0,4,4,4,,,,,12.456492900033481,None,['1'],1,[6.643387400079519],12.456492900033481,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus2.png,10,0,5,5,5,,,,,19.171217900002375,None,['2'],1,[2.887339900014922],19.171217900002375,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus3.png,10,0,6,6,6,,,,,22.128502600011416,None,['1'],1,[1.8866770999738947],22.128502600011416,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus4.png,10,0,7,7,7,,,,,24.08696600003168,None,"['3', '1', '2']",1,"[1.3930696999887004, 2.8220598999178037, 3.62363429996185]",24.08696600003168,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus5.png,10,0,8,8,8,,,,,27.78786180005409,None,"['1', '2', '1', '3']",1,"[33.03412570001092, 34.34484719997272, 35.16568169998936, 35.91278729995247]",27.78786180005409,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus6.png,10,0,9,9,9,,,,,63.80069679999724,None,"['2', '2', '3', '1']",1,"[4.622427299967967, 5.094525099964812, 5.433195400051773, 5.812860400066711]",63.80069679999724,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
6,['3'],TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus7.png,10,0,10,10,10,,,,,69.68953920004424,None,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '1', '3']",1,"[0.47430339991115034, 0.8869840999832377, 1.2581238999264315, 1.5690622999100015, 1.910291999927722, 2.271604200010188, 2.606054999982007, 2.941119799972512, 3.2618114999495447, 3.5580719999270514, 3.852475199964829, 4.424011899973266, 4.700197299942374, 4.907011799979955, 5.044940699939616]",69.68953920004424,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
F,['2'],TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus8.png,10,0,11,11,11,,,,,74.82170450000558,None,"['1', '2']",1,"[0.07675340003333986, 0.48478020005859435]",74.82170450000558,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
7,['1'],TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus9.png,1,0,12,12,12,,,,,75.38440270000137,None,"['3', '1']",1,"[-0.04259189998265356, 0.22408459999132901]",75.38440270000137,None,,001,2021_Nov_03_1535,TMTAB,2021.2.3,144.38765196138672,
