NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,1.0,22.246156692504883,22.246156692504883,0.0,,1.0,1.0,0.0,2,0.6280926000326872,22.246156692504883,22.246156692504883,0.0,,0.0
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,1.0,22.963781356811523,22.963781356811523,0.0,,1.0,1.0,0.0,3,1,0.13269699993543327,0.1423198999837041,22.963781356811523,22.963781356811523,0.0,,1.0
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,1.0,23.230730056762695,23.230730056762695,0.0,,1.0,1.0,0.0,2,-0.01664320006966591,23.230730056762695,23.230730056762695,0.0,,2.0
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,1.0,23.3140869140625,23.3140869140625,0.0,,1.0,1.0,0.0,3,-0.012520599993877113,23.3140869140625,23.3140869140625,0.0,,3.0
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,1.0,23.399385452270508,23.399385452270508,0.0,,1.0,1.0,0.0,1,2,0.05348890007007867,0.10921570006757975,23.399385452270508,23.399385452270508,0.0,,4.0
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,1.0,23.59740447998047,23.59740447998047,0.0,,1.0,1.0,0.0,3,0.0029061000095680356,23.59740447998047,23.59740447998047,0.0,,5.0
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,1.0,23.697505950927734,23.697505950927734,0.0,,1.0,1.0,0.0,1,2,0.06903829996008426,0.11766069999430329,23.697505950927734,23.697505950927734,0.0,,6.0
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,1.0,23.914390563964844,23.914390563964844,0.0,,1.0,1.0,0.0,3,1,0.007365299970842898,0.16007730003912002,23.914390563964844,23.914390563964844,0.0,,7.0
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,1.0,24.16422462463379,24.16422462463379,0.0,,1.0,1.0,0.0,2,-0.038695700000971556,24.16422462463379,24.16422462463379,0.0,,8.0
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,1.0,24.247812271118164,24.247812271118164,0.0,,1.0,1.0,0.0,3,1,-0.01930090005043894,0.1371979999821633,24.247812271118164,24.247812271118164,0.0,,9.0
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,1.0,24.481082916259766,24.481082916259766,0.0,,1.0,1.0,0.0,2,-0.06183740007691085,24.481082916259766,24.481082916259766,0.0,,10.0
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,1.0,24.56448745727539,24.56448745727539,0.0,,1.0,1.0,0.0,3,-0.022921400028280914,24.56448745727539,24.56448745727539,0.0,,11.0
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,1.0,24.647905349731445,24.647905349731445,0.0,,1.0,1.0,0.0,1,2,0.0356019000755623,0.08771360001992434,24.647905349731445,24.647905349731445,0.0,,12.0
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,1.0,24.83144760131836,24.83144760131836,0.0,,1.0,1.0,0.0,3,0.01771699998062104,24.83144760131836,24.83144760131836,0.0,,13.0
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,1.0,24.93134307861328,24.93134307861328,0.0,,1.0,1.0,0.0,1,0.057058800011873245,24.93134307861328,24.93134307861328,0.0,,14.0
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,1.0,25.081401824951172,25.081401824951172,0.0,,1.0,1.0,0.0,2,3,-0.06581679999362677,0.09883120004087687,25.081401824951172,25.081401824951172,0.0,,15.0
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,1.0,25.264741897583008,25.264741897583008,0.0,,1.0,1.0,0.0,1,2,0.1441237999824807,0.14898679999168962,25.264741897583008,25.264741897583008,0.0,,16.0
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,1.0,25.498926162719727,25.498926162719727,0.0,,1.0,1.0,0.0,3,0.05904009996447712,25.498926162719727,25.498926162719727,0.0,,17.0
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,1.0,25.64849281311035,25.64849281311035,0.0,,1.0,1.0,0.0,1,0.0916840999852866,25.64849281311035,25.64849281311035,0.0,,18.0
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,1.0,25.8319091796875,25.8319091796875,0.0,,1.0,1.0,0.0,2,3,0.1720987999578938,0.4489290000637993,25.8319091796875,25.8319091796875,0.0,,19.0
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,1.0,26.39867401123047,26.39867401123047,0.0,,1.0,1.0,0.0,1,0.045723100076429546,26.39867401123047,26.39867401123047,0.0,,20.0
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,1.0,26.532072067260742,26.532072067260742,0.0,,1.0,1.0,0.0,2,3,0.01785049994941801,0.11201829998753965,26.532072067260742,26.532072067260742,0.0,,21.0
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,1.0,26.732234954833984,26.732234954833984,0.0,,1.0,1.0,0.0,1,0.04368799994699657,26.732234954833984,26.732234954833984,0.0,,22.0
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,1.0,26.86567497253418,26.86567497253418,0.0,,1.0,1.0,0.0,2,0.006199400057084858,26.86567497253418,26.86567497253418,0.0,,23.0
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,1.0,26.965852737426758,26.965852737426758,0.0,,1.0,1.0,0.0,3,0.017125000013038516,26.965852737426758,26.965852737426758,0.0,,24.0
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,1.0,27.06561279296875,27.06561279296875,0.0,,0.0,0.0,0.0,1,2,3,1,2,3,1,2,3,0.03748029994312674,0.12702719995286316,0.2395040999399498,0.3772240000544116,0.47147720004431903,0.5739143999526277,0.7105946999508888,0.7815976999700069,0.8799997000023723,27.06561279296875,27.06561279296875,0.0,,25.0

extraInfo
participant,
session,001
date,2022_Jan_24_1136
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,59.92706873222702
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['3'],3,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,10,1.0,31.1676082611084,31.1676082611084,0.0,,1.0,1.0,0.0,1,2,3,0.4735205000033602,0.6132062999531627,0.7086505999322981,31.1676082611084,31.1676082611084,0.0,,0.0
2,['2'],2,TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,10,1.0,31.984661102294922,31.984661102294922,0.0,,1.0,1.0,0.0,1,2,0.11060210003051907,0.18514740001410246,31.984661102294922,31.984661102294922,0.0,,1.0
3,['3'],3,TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,10,1.0,32.284881591796875,32.284881591796875,0.0,,1.0,1.0,0.0,1,2,3,0.13408970006275922,0.2090059999609366,0.305193500011228,32.284881591796875,32.284881591796875,0.0,,2.0
4,['1'],1,TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,10,1.0,32.701629638671875,32.701629638671875,0.0,,1.0,1.0,0.0,1,0.07944990007672459,32.701629638671875,32.701629638671875,0.0,,3.0
5,['2'],2,TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,10,1.0,32.86842727661133,32.86842727661133,0.0,,1.0,1.0,0.0,2,-0.038067699992097914,32.86842727661133,32.86842727661133,0.0,,4.0
6,['3'],3,TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,10,1.0,32.951759338378906,32.951759338378906,0.0,,1.0,1.0,0.0,3,0.007998800021596253,32.951759338378906,32.951759338378906,0.0,,5.0
7,['2'],2,TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,10,1.0,33.0517463684082,33.0517463684082,0.0,,1.0,1.0,0.0,1,2,0.03901359997689724,0.1077168999472633,33.0517463684082,33.0517463684082,0.0,,6.0
8,['1'],1,TMTstop-A_1_2linestimulus5.png,TMTstop-A_1_2greenlinestimulus5.png,TMTstop-A_1_2redlinestimulus5.png,10,1.0,33.28523635864258,33.28523635864258,0.0,,1.0,1.0,0.0,3,1,-0.029330300050787628,0.10516139992978424,33.28523635864258,33.28523635864258,0.0,,7.0
9,['2'],2,TMTstop-A_1_2linestimulus6.png,TMTstop-A_1_2greenlinestimulus6.png,TMTstop-A_1_2redlinestimulus6.png,10,1.0,33.51868438720703,33.51868438720703,0.0,,1.0,1.0,0.0,2,-0.049594399984925985,33.51868438720703,33.51868438720703,0.0,,8.0
10,['3'],3,TMTstop-A_1_2linestimulus7.png,TMTstop-A_1_2greenlinestimulus7.png,TMTstop-A_1_2redlinestimulus7.png,10,1.0,33.63576126098633,33.63576126098633,0.0,,1.0,1.0,0.0,3,-0.08135830005630851,33.63576126098633,33.63576126098633,0.0,,9.0
11,['1'],1,TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,10,1.0,33.70341491699219,33.70341491699219,0.0,,1.0,1.0,0.0,1,-0.011566100060008466,33.70341491699219,33.70341491699219,0.0,,10.0
12,['2'],2,TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,10,1.0,33.7855224609375,33.7855224609375,0.0,,1.0,1.0,0.0,2,-0.009542700019665062,33.7855224609375,33.7855224609375,0.0,,11.0
13,['3'],3,TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,1,1.0,33.8687858581543,33.8687858581543,0.0,,1.0,1.0,0.0,3,0.013521800050511956,33.8687858581543,33.8687858581543,0.0,,12.0
14,['1'],1,TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,1.0,33.968929290771484,33.968929290771484,0.0,,1.0,1.0,0.0,1,0.04508640000130981,33.968929290771484,33.968929290771484,0.0,,13.0
