NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,1,1,1.0,17.09937286376953,17.09937286376953,0.0,,1.0,1.0,0.0,2,1.1286718999035656,17.09937286376953,17.09937286376953,0.0,,0.0
2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,1,2,1.0,18.32190704345703,18.32190704345703,0.0,,1.0,1.0,0.0,3,1,0.2545035001821816,0.5045533000957221,18.32190704345703,18.32190704345703,0.0,,1.0
3,['2'],2,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,1,3,1.0,18.912036895751953,18.912036895751953,0.0,,1.0,1.0,0.0,2,-0.01058429991826415,18.912036895751953,18.912036895751953,0.0,,2.0
4,['3'],3,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,1,4,1.0,18.98830223083496,18.98830223083496,0.0,,1.0,1.0,0.0,3,0.009169999975711107,18.98830223083496,18.98830223083496,0.0,,3.0
5,['2'],2,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,1,5,1.0,19.07183074951172,19.07183074951172,0.0,,1.0,1.0,0.0,1,2,0.11873469990678132,0.16424690000712872,19.07183074951172,19.07183074951172,0.0,,4.0
6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,1,6,1.0,19.31488800048828,19.31488800048828,0.0,,1.0,1.0,0.0,3,1,0.02789580007083714,0.1954539001453668,19.31488800048828,19.31488800048828,0.0,,5.0
7,['3'],3,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,1,7,1.0,19.62031364440918,19.62031364440918,0.0,,1.0,1.0,0.0,2,3,-0.06336300005204976,0.07481939997524023,19.62031364440918,19.62031364440918,0.0,,6.0
8,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,1,8,1.0,19.77369499206543,19.77369499206543,0.0,,1.0,1.0,0.0,1,2,0.07243579998612404,0.11654630000703037,19.77369499206543,19.77369499206543,0.0,,7.0
9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,1,9,1.0,19.960628509521484,19.960628509521484,0.0,,1.0,1.0,0.0,3,0.07135109999217093,19.960628509521484,19.960628509521484,0.0,,8.0
10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,1,10,1.0,20.113571166992188,20.113571166992188,0.0,,1.0,1.0,0.0,1,2,0.06773679982870817,0.09882359998300672,20.113571166992188,20.113571166992188,0.0,,9.0
