NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMT_A,1,1,1.0,65.76078033447266,65.76078033447266,0.0,,1.0,1.0,0.0,1,0.5189274999866029,65.76078033447266,65.76078033447266,0.0,,0.0
2,['3'],3,TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,TMT_A,1,2,1.0,66.44969940185547,66.44969940185547,0.0,,1.0,1.0,0.0,2,3,-0.08017549999931362,0.035397700004978105,66.44969940185547,66.44969940185547,0.0,,1.0
3,['1'],1,TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,TMT_A,1,3,1.0,66.59140014648438,66.59140014648438,0.0,,1.0,1.0,0.0,1,0.054592000000411645,66.59140014648438,66.59140014648438,0.0,,2.0
4,['3'],3,TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,TMT_A,1,4,1.0,66.73371887207031,66.73371887207031,0.0,,1.0,1.0,0.0,2,3,-0.026907999999821186,0.10779140000522602,66.73371887207031,66.73371887207031,0.0,,3.0
5,['1'],1,TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,TMT_A,1,5,1.0,67.0165023803711,67.0165023803711,0.0,,1.0,1.0,0.0,1,-0.054666600000928156,67.0165023803711,67.0165023803711,0.0,,4.0
6,['3'],3,TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,TMT_A,1,6,1.0,67.14221954345703,67.14221954345703,0.0,,1.0,1.0,0.0,2,3,-0.10239189999992959,0.004281000001356006,67.14221954345703,67.14221954345703,0.0,,5.0
7,['1'],1,TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,TMT_A,1,7,1.0,67.26782989501953,67.26782989501953,0.0,,1.0,1.0,0.0,1,0.017231900012120605,67.26782989501953,67.26782989501953,0.0,,6.0
8,['2'],2,TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,TMT_A,1,8,1.0,67.40031433105469,67.40031433105469,0.0,,1.0,1.0,0.0,2,-0.0573448999930406,67.40031433105469,67.40031433105469,0.0,,7.0
9,['3'],3,TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,TMT_A,1,9,1.0,67.53469848632812,67.53469848632812,0.0,,1.0,1.0,0.0,3,-0.08117229999334086,67.53469848632812,67.53469848632812,0.0,,8.0
10,['1'],1,TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,TMT_A,1,10,1.0,67.66053771972656,67.66053771972656,0.0,,1.0,1.0,0.0,1,-0.06430029998591635,67.66053771972656,67.66053771972656,0.0,,9.0
11,['3'],3,TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,TMT_A,1,11,1.0,67.78726196289062,67.78726196289062,0.0,,1.0,1.0,0.0,2,3,-0.09713340000598691,-0.00657389999832958,67.78726196289062,67.78726196289062,0.0,,10.0
12,['2'],2,TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,TMT_A,1,12,1.0,67.91101837158203,67.91101837158203,0.0,,1.0,1.0,0.0,1,2,0.059558300010394305,0.10514290000719484,67.91101837158203,67.91101837158203,0.0,,11.0
13,['1'],1,TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,TMT_A,1,13,1.0,68.17913055419922,68.17913055419922,0.0,,1.0,1.0,0.0,3,1,-0.048957499995594844,0.09923000000708271,68.17913055419922,68.17913055419922,0.0,,12.0
14,['2'],2,TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,TMT_A,1,14,1.0,68.45643615722656,68.45643615722656,0.0,,1.0,1.0,0.0,2,3,1,2,-0.10798429998976644,-0.007101499999407679,0.12508189999789465,0.18917220000003,68.45643615722656,68.45643615722656,0.0,,13.0
15,['1'],1,TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,TMT_A,1,15,1.0,68.84699249267578,68.84699249267578,0.0,,1.0,1.0,0.0,3,1,-0.10241130000213161,0.029027700002188794,68.84699249267578,68.84699249267578,0.0,,14.0
16,['2'],2,TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,TMT_A,1,16,1.0,68.97480010986328,68.97480010986328,0.0,,1.0,1.0,0.0,2,-0.02620290000049863,68.97480010986328,68.97480010986328,0.0,,15.0
17,['1'],1,TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,TMT_A,1,17,1.0,69.11461639404297,69.11461639404297,0.0,,1.0,1.0,0.0,3,1,-0.07393230000161566,0.047890399990137666,69.11461639404297,69.11461639404297,0.0,,16.0
