Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,1,['2'],2,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,1,1,,,,,,,,,0,0,0,0,0,0,0,0,2,1,17.389060799963772,None,"['1', '2']",1,"[0.36031640018336475, 0.44242970016784966]",17.389060799963772,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,2,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,1,2,,,,,,,,,0,0,0,0,0,1,1,1,2,1,17.93947310000658,None,"['3', '1']",1,"[-0.02888550003990531, 0.12034540018066764]",17.93947310000658,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,3,['2'],2,TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,1,3,,,,,,,,,0,0,0,0,0,2,2,2,1,1,18.168177800020203,None,['2'],1,[-0.05761229991912842],18.168177800020203,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,4,['3'],3,TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,1,4,,,,,,,,,0,0,0,0,0,3,3,3,1,1,18.251151399919763,None,['3'],1,[-0.053308699978515506],18.251151399919763,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,5,['2'],2,TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,1,5,,,,,,,,,0,0,0,0,0,4,4,4,2,1,18.326682899845764,None,"['1', '2']",1,"[-0.00874839979223907, 0.03469810006208718]",18.326682899845764,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,6,['3'],3,TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,1,6,,,,,,,,,0,0,0,0,0,5,5,5,1,1,18.44723409996368,None,['3'],1,[0.006473500048741698],18.44723409996368,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,7,['2'],2,TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,1,7,,,,,,,,,0,0,0,0,0,6,6,6,2,1,18.529420499922708,None,"['1', '2']",1,"[0.04923629993572831, 0.11027009994722903]",18.529420499922708,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,8,['1'],1,TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,1,8,,,,,,,,,0,0,0,0,0,7,7,7,2,1,18.744467000011355,None,"['3', '1']",1,"[-0.009457099949941039, 0.10741619998589158]",18.744467000011355,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,9,['2'],2,TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,1,9,,,,,,,,,0,0,0,0,0,8,8,8,1,1,18.946816300041974,None,['2'],1,[-0.015585599932819605],18.946816300041974,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,10,['1'],1,TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,1,10,,,,,,,,,0,0,0,0,0,9,9,9,2,1,19.021521999966353,None,"['3', '1']",1,"[0.010197700001299381, 0.13329380005598068]",19.021521999966353,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
TMTstop-A_1_1.xlsx,0:26,11,['2'],2,TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,1,11,,,,,,,,,0,0,0,0,0,10,10,10,1,1,19.2434197999537,None,['2'],1,[-0.01829579984769225],19.2434197999537,None,,001,2022_Feb_02_1454,TMTAstop-A,2021.2.3,144.09491863231804,
