NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,key_resp_5.keys,key_resp_5.rt,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14,['1'],TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,1,1,45.441603400046006,None,['1'],1,[0.08376670000143349],45.441603400046006,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
15,['3'],TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,2,1,45.6080074000638,None,"['2', '3']",1,"[-0.0522622000426054, 0.0847666000481695]",45.6080074000638,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,1,1,45.805745099904016,None,['1'],1,[0.048318499932065606],45.805745099904016,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,1,1,45.928355399984866,None,['2'],1,[0.017808099975809455],45.928355399984866,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,2,1,46.02486389991827,None,"['3', '1']",1,"[0.015722300158813596, 0.16263230005279183]",46.02486389991827,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,2,1,46.296032099984586,None,"['2', '3']",1,"[-0.059760100208222866, 0.06122129992581904]",46.296032099984586,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,1,1,46.45534870005213,None,['1'],1,[0.04433439997956157],46.45534870005213,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,1,1,46.58807129994966,None,['2'],1,[-0.029138399986550212],46.58807129994966,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,2,1,46.66393869998865,None,"['3', '1']",1,"[0.0162708000279963, 0.1460303000640124]",46.66393869998865,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,1,1,46.88591090007685,None,['2'],1,[-0.011813200078904629],46.88591090007685,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,2,1,46.9626142999623,None,"['3', '1']",1,"[0.026269200025126338, 0.1548785998020321]",46.9626142999623,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,1,1,47.23409099993296,None,['2'],1,[-0.0411255001090467],47.23409099993296,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,TMTstop-A_1_2.xlsx,26:52,None,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,2,1,47.30995159992017,None,"['3', '1']",0,"[-0.00966030010022223, 0.5265329000540078]",47.30995159992017,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
1,['2'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,2,1,51.392774200066924,None,"['1', '2']",1,"[0.40494140004739165, 0.4693628998938948]",51.392774200066924,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,2,1,51.96269969991408,None,"['3', '1']",1,"[0.018257700139656663, 0.19947500014677644]",51.96269969991408,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,2,1,52.269035999896005,None,"['2', '3']",1,"[-0.02278989995829761, 0.062211700016632676]",52.269035999896005,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
4,['2'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,2,1,52.42093989998102,None,"['1', '2']",1,"[0.06662840000353754, 0.1142255999147892]",52.42093989998102,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
5,['3'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,1,1,52.60828440007754,None,['3'],1,[0.0227333998773247],52.60828440007754,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,2,1,52.70520190009847,None,"['1', '2']",1,"[0.07031049998477101, 0.1297470999415964]",52.70520190009847,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
7,['1'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,2,1,52.94201199989766,None,"['3', '1']",1,"[-0.005042399978265166, 0.12701070006005466]",52.94201199989766,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,1,1,53.17815149994567,None,['2'],1,[-0.049100999953225255],53.17815149994567,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
9,['3'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,1,1,53.246946200029925,None,['3'],1,[-0.008386699948459864],53.246946200029925,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,2,1,53.316395400092006,None,"['1', '2']",1,"[0.0629687998443842, 0.11340969987213612]",53.316395400092006,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,1,1,53.5466763000004,None,['3'],1,[-0.0017262999899685383],53.5466763000004,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
12,['2'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,2,1,53.62271540006623,None,"['1', '2']",1,"[0.07048810017295182, 0.1141745001077652]",53.62271540006623,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
13,['1'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,1,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,2,1,53.81629609991796,None,"['3', '1']",1,"[0.05800949991680682, 0.20467679994180799]",53.81629609991796,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
14,['2'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,1,1,54.114871700061485,None,['2'],1,[-0.026127800112590194],54.114871700061485,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
15,['1'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,2,1,54.184371900046244,None,"['3', '1']",1,"[0.023370100185275078, 0.16371460002847016]",54.184371900046244,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
16,['2'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,1,1,54.455097399884835,None,['2'],1,[-0.040694099850952625],54.455097399884835,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
17,['3'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,1,1,54.53169719991274,None,['3'],1,[-0.003074500011280179],54.53169719991274,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
18,['2'],TMTstop-A_1_3linestimulus15.png,TMTstop-A_1_3greenlinestimulus15.png,TMTstop-A_1_3redlinestimulus15.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,2,1,54.60780430003069,None,"['1', '2']",1,"[0.0819872000720352, 0.1369890000205487]",54.60780430003069,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
19,['1'],TMTstop-A_1_3linestimulus16.png,TMTstop-A_1_3greenlinestimulus16.png,TMTstop-A_1_3redlinestimulus16.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,2,1,54.84397999988869,None,"['3', '1']",1,"[0.03264579991810024, 0.17852830002084374]",54.84397999988869,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
20,['2'],TMTstop-A_1_3linestimulus17.png,TMTstop-A_1_3greenlinestimulus17.png,TMTstop-A_1_3redlinestimulus17.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,1,1,55.125342699931934,None,['2'],1,[-0.03677889984101057],55.125342699931934,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
21,['3'],TMTstop-A_1_3linestimulus18.png,TMTstop-A_1_3greenlinestimulus18.png,TMTstop-A_1_3redlinestimulus18.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,1,1,55.200519300065935,None,['3'],1,[0.01486469991505146],55.200519300065935,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
22,['1'],TMTstop-A_1_3linestimulus19.png,TMTstop-A_1_3greenlinestimulus19.png,TMTstop-A_1_3redlinestimulus19.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,1,1,55.296175099909306,None,['1'],1,[0.07140730018727481],55.296175099909306,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
23,['3'],TMTstop-A_1_3linestimulus20.png,TMTstop-A_1_3greenlinestimulus20.png,TMTstop-A_1_3redlinestimulus20.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,2,1,55.449389999965206,None,"['2', '3']",1,"[-0.022582600126042962, 0.1088584999088198]",55.449389999965206,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
24,['1'],TMTstop-A_1_3linestimulus21.png,TMTstop-A_1_3greenlinestimulus21.png,TMTstop-A_1_3redlinestimulus21.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,1,1,55.65031719999388,None,['1'],1,[0.050031900173053145],55.65031719999388,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
25,['3'],TMTstop-A_1_3linestimulus22.png,TMTstop-A_1_3greenlinestimulus22.png,TMTstop-A_1_3redlinestimulus22.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,24,24,24,,,,,,,,,,,,,2,1,55.7886272999458,None,"['2', '3']",1,"[-0.024936800124123693, 0.10825959988869727]",55.7886272999458,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
None,None,TMTstop-A_1_3linestimulus23.png,TMTstop-A_1_3greenlinestimulus23.png,TMTstop-A_1_3redlinestimulus23.png,None,TMTstop-A_1_3.xlsx,52:78,None,,,,,,,,,0,2,2,2,0,25,25,25,,,,,,,,,,,,,0,1,55.99054510006681,None,None,1,,55.99054510006681,None,,001,2022_Feb_02_1213,TMTAstop-A,2021.2.3,141.39611724293184,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,
