NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,5.989074500001152,None,5.989074500001152,None,8.167698000004748,None,11.211183899999014,None,1,1.3107427000068128,11.211183899999014,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,12.634726600008435,None,2,0.10447420000855345,12.634726600008435,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,12.815686800007825,None,3,0.046516599992173724,12.815686800007825,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,12.94069540000055,None,1,0.06488220000755973,12.94069540000055,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,13.086727900008555,None,2,0.10135639998770785,13.086727900008555,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,13.260546000004979,None,3,0.24698050000006333,13.260546000004979,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,13.614170600005309,None,1,0.0338188000023365,13.614170600005309,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,13.72523799999908,None,3,0.08784219999506604,13.72523799999908,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,13.891930500001763,None,2,0.37277679999533575,13.891930500001763,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,14.371188100005384,None,3,0.4461336999956984,14.371188100005384,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,14.927145699999528,None,1,0.9814419000031194,14.927145699999528,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,16.00315010000486,None,2,0.5698458999977447,16.00315010000486,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,16.648969900008524,None,None,,16.648969900008524,None,,001,2021_Nov_15_1741,TMTAB,2021.2.3,144.54188174665597,
