NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.145312400003604,None,6.145312400003604,None,6.851763200000278,None,9.902260599999863,None,1,1.9975170000034268,9.902260599999863,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,11.999357200002123,None,2,0.41550850000203354,11.999357200002123,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,12.507077300004312,None,3,0.974962800006324,12.507077300004312,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,13.582927600000403,None,1,0.08295840000209864,13.582927600000403,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,13.736164599999029,None,2,0.08302740000362974,13.736164599999029,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,13.902592600003118,None,3,0.21942859999398934,13.902592600003118,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,14.21496930000285,None,1,0.13172859999758657,14.21496930000285,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,14.416368500002136,None,3,0.02488150000135647,14.416368500002136,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,14.521443700003147,None,2,0.5930152000000817,14.521443700003147,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,15.187196400001994,None,3,1.1100082999982988,15.187196400001994,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,16.402581499998632,None,1,0.93619650000619,16.402581499998632,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,17.409873000004154,None,2,2.132072000000335,17.409873000004154,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,19.61044270000275,None,None,,19.61044270000275,None,,001,2021_Nov_15_1534,TMTAB,2021.2.3,144.23104659612125,
