NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.216104600000108,None,6.216104600000108,None,7.318530700000338,None,10.420525800000178,None,1,0.6635114000000613,10.420525800000178,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,11.155102700000498,None,2,0.0502068000005238,11.155102700000498,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,11.288168600000063,None,3,0.3245515999988129,11.288168600000063,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,11.688028600001417,None,1,0.07295429999976477,11.688028600001417,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.838963900001545,None,2,0.00875139999880048,11.838963900001545,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.921462600001178,None,3,0.027936000000408967,11.921462600001178,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,12.03826990000016,None,1,0.06116689999907976,12.03826990000016,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,12.188390200000867,None,3,0.08724829999846406,12.188390200000867,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,12.354795600000216,None,2,0.18154999999933352,12.354795600000216,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,12.621827900000426,None,3,1.0692516999988584,12.621827900000426,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,13.789198300000862,None,1,0.11236769999959506,13.789198300000862,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,13.97251000000142,None,2,0.5315033000006224,13.97251000000142,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,14.589576000000307,None,None,,14.589576000000307,None,,001,2021_Nov_16_1842,TMTAB,2021.2.3,59.94143721585849,
