Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB1.thisRepN,Blocks_TMTB1.thisTrialN,Blocks_TMTB1.thisN,Blocks_TMTB1.thisIndex,trials_TMTB1.thisRepN,trials_TMTB1.thisTrialN,trials_TMTB1.thisN,trials_TMTB1.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,text_2.started,text_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C1,0:26,10,['2'],2,Images/TMTstop-control_1_1linestimulus7.png,Images/TMTstop-control_1_1greenlinestimulus7.png,Images/TMTstop-control_1_1redlinestimulus7.png,TMT_Control,C1,10,None,1,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,10.084343599621207,37.10371779976413,None,"['1', '2']",1,"[0.04452549992129207, 0.1292897998355329]",37.10371779976413,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,11,['1'],1,Images/TMTstop-control_1_1linestimulus8.png,Images/TMTstop-control_1_1greenlinestimulus8.png,Images/TMTstop-control_1_1redlinestimulus8.png,TMT_Control,C1,11,None,1,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,10.284367499873042,37.30402579996735,None,"['3', '1']",1,"[-0.006660900078713894, 0.1491753002628684]",37.30402579996735,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,12,['2'],2,Images/TMTstop-control_1_1linestimulus9.png,Images/TMTstop-control_1_1greenlinestimulus9.png,Images/TMTstop-control_1_1redlinestimulus9.png,TMT_Control,C1,12,None,1,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10.351515999995172,37.50427069980651,None,['2'],1,[0.005307099781930447],37.50427069980651,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,13,['3'],3,Images/TMTstop-control_1_1linestimulus10.png,Images/TMTstop-control_1_1greenlinestimulus10.png,Images/TMTstop-control_1_1redlinestimulus10.png,TMT_Control,C1,13,None,1,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10.458415399771184,37.577906399965286,None,['3'],1,[0.019441499840468168],37.577906399965286,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,14,['2'],2,Images/TMTstop-control_1_1linestimulus11.png,Images/TMTstop-control_1_1greenlinestimulus11.png,Images/TMTstop-control_1_1redlinestimulus11.png,TMT_Control,C1,14,None,1,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,10.658429599832743,37.677339300047606,None,"['1', '2']",1,"[0.04573389980942011, 0.10648229997605085]",37.677339300047606,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,15,['3'],3,Images/TMTstop-control_1_1linestimulus12.png,Images/TMTstop-control_1_1greenlinestimulus12.png,Images/TMTstop-control_1_1redlinestimulus12.png,TMT_Control,C1,15,None,1,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10.715356799773872,37.885055100079626,None,['3'],1,[-0.030069599859416485],37.885055100079626,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,16,['2'],2,Images/TMTstop-control_1_1linestimulus13.png,Images/TMTstop-control_1_1greenlinestimulus13.png,Images/TMTstop-control_1_1redlinestimulus13.png,TMT_Control,C1,16,None,1,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,10.899336099624634,37.934497400186956,None,"['1', '2']",1,"[0.07290410017594695, 0.10872940020635724]",37.934497400186956,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,17,['3'],3,Images/TMTstop-control_1_1linestimulus14.png,Images/TMTstop-control_1_1greenlinestimulus14.png,Images/TMTstop-control_1_1redlinestimulus14.png,TMT_Control,C1,17,None,1,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10.990393299609423,38.12408749992028,None,['3'],1,[0.0191040001809597],38.12408749992028,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,18,['2'],2,Images/TMTstop-control_1_1linestimulus15.png,Images/TMTstop-control_1_1greenlinestimulus15.png,Images/TMTstop-control_1_1redlinestimulus15.png,TMT_Control,C1,18,None,1,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,11.217983399983495,38.212917800061405,None,"['1', '2']",1,"[0.10619640024378896, 0.1379961003549397]",38.212917800061405,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,19,['1'],1,Images/TMTstop-control_1_1linestimulus16.png,Images/TMTstop-control_1_1greenlinestimulus16.png,Images/TMTstop-control_1_1redlinestimulus16.png,TMT_Control,C1,19,None,1,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,11.47599079972133,38.4540904997848,None,"['3', '1']",1,"[0.00496299983933568, 0.16263899998739362]",38.4540904997848,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,20,['3'],3,Images/TMTstop-control_1_1linestimulus17.png,Images/TMTstop-control_1_1greenlinestimulus17.png,Images/TMTstop-control_1_1redlinestimulus17.png,TMT_Control,C1,20,None,1,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,11.62915869988501,38.69495719997212,None,"['2', '3']",1,"[-0.02175790024921298, 0.06247159978374839]",38.69495719997212,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,21,['1'],1,Images/TMTstop-control_1_1linestimulus18.png,Images/TMTstop-control_1_1greenlinestimulus18.png,Images/TMTstop-control_1_1redlinestimulus18.png,TMT_Control,C1,21,None,1,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11.762225499842316,38.84861780004576,None,['1'],1,[0.07715369993820786],38.84861780004576,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,22,['2'],2,Images/TMTstop-control_1_1linestimulus19.png,Images/TMTstop-control_1_1greenlinestimulus19.png,Images/TMTstop-control_1_1redlinestimulus19.png,TMT_Control,C1,22,None,1,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11.812179999891669,38.98212580010295,None,['2'],1,[-0.018633900210261345],38.98212580010295,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
C1,0:26,23,['3'],3,Images/TMTstop-control_1_1linestimulus20.png,Images/TMTstop-control_1_1greenlinestimulus20.png,Images/TMTstop-control_1_1redlinestimulus20.png,TMT_Control,C1,23,None,1,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11.91318849986419,39.03204410010949,None,['3'],1,[0.03497650008648634],39.03204410010949,None,,,,001,2022_Dec_12_1615,TMT_fmri,2021.2.3,60.52213660714845,
