NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2,TMT-control.jpg,TMT-control.jpg,TMT-control.jpg,0,0,0,0,,,,,6.810855399999127,None,6.810855399999127,None,7.594718700000158,None,2,1,0.9640442999989318,7.594718700000158,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
A,3,TMT-control.jpg,TMT-control.jpg,TMT-control.jpg,0,1,1,1,,,,,,,,,8.628009699999893,None,3,1,0.6363715999996202,8.628009699999893,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
2,1,TMT-control_linestimulus0.png,TMT-control_greenlinestimulus0.png,TMT-control_redlinestimulus0.png,0,2,2,2,,,,,,,,,9.361683400000402,None,1,1,1.3095898999999918,9.361683400000402,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
B,2,TMT-control_linestimulus1.png,TMT-control_greenlinestimulus1.png,TMT-control_redlinestimulus1.png,0,3,3,3,,,,,,,,,10.76217170000018,None,2,1,0.8172150999998848,10.76217170000018,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
3,3,TMT-control_linestimulus2.png,TMT-control_greenlinestimulus2.png,TMT-control_redlinestimulus2.png,0,4,4,4,,,,,,,,,11.662827000000107,None,3,1,0.5408217999993212,11.662827000000107,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
C,2,TMT-control_linestimulus3.png,TMT-control_greenlinestimulus3.png,TMT-control_redlinestimulus3.png,0,5,5,5,,,,,,,,,12.296306500000355,None,3,0,0.3763203999988036,12.296306500000355,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
4,1,TMT-control_linestimulus4.png,TMT-control_greenlinestimulus4.png,TMT-control_redlinestimulus4.png,0,6,6,6,,,,,,,,,12.76319709999916,None,1,1,0.015354799999840907,12.76319709999916,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
D,3,TMT-control_linestimulus5.png,TMT-control_greenlinestimulus5.png,TMT-control_redlinestimulus5.png,0,7,7,7,,,,,,,,,12.86334270000043,None,2,0,0.11372339999979886,12.86334270000043,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
5,1,TMT-control_linestimulus6.png,TMT-control_greenlinestimulus6.png,TMT-control_redlinestimulus6.png,0,8,8,8,,,,,,,,,13.063323599999421,None,2,0,0.3315339999990101,13.063323599999421,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
E,2,TMT-control_linestimulus7.png,TMT-control_greenlinestimulus7.png,TMT-control_redlinestimulus7.png,0,9,9,9,,,,,,,,,13.48029680000036,None,3,0,0.10626100000081351,13.48029680000036,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
6,1,TMT-control_linestimulus8.png,TMT-control_greenlinestimulus8.png,TMT-control_redlinestimulus8.png,0,10,10,10,,,,,,,,,13.680313200000455,None,1,1,-0.023938899999848218,13.680313200000455,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
F,2,TMT-control_linestimulus9.png,TMT-control_greenlinestimulus9.png,TMT-control_redlinestimulus9.png,0,11,11,11,,,,,,,,,13.763670199999979,None,2,1,0.027113699999972596,13.763670199999979,None,,,,,,,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
,,,,,,,,,,,,,,,,,,,,,,,,13.813778800000364,None,3,0.1298360999990109,13.813778800000364,None,,001,2021_Oct_21_1825,TMTAB,2021.2.3,59.98911797406926,
,,,,,,,,,,,,,13.963798200000383,None,13.963798200000383,None,,,,,,,,,,,,,,,,,,,,
