NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,0,0,0,0,,,,,5.704655100009404,None,5.704655100009404,None,6.294113099924289,None,"['3', '1', '2']",1,"[0.36045979999471456, 0.6773546000476927, 0.804072100087069]",6.294113099924289,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,0,1,1,1,,,,,,,,,7.210750799975358,None,"['3', '1']",1,"[-0.04401820001658052, 0.07448870001826435]",7.210750799975358,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,0,2,2,2,,,,,,,,,7.3638642999576405,None,['2'],1,[0.035630300058983266],7.3638642999576405,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,0,3,3,3,,,,,,,,,7.4769594999961555,None,['3'],1,[-0.009151299949735403],7.4769594999961555,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,0,4,4,4,,,,,,,,,7.573144899914041,None,"['1', '2']",1,"[0.025542300078086555, 0.10969080007635057]",7.573144899914041,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,0,5,5,5,,,,,,,,,7.788449399988167,None,['3'],1,[-0.016644900082610548],7.788449399988167,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,0,6,6,6,,,,,,,,,7.878883400000632,None,"['1', '2']",1,"[0.021382099948823452, 0.09660109994001687]",7.878883400000632,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,0,7,7,7,,,,,,,,,8.072002599947155,None,"['3', '1']",1,"[0.005887300008907914, 0.12861999997403473]",8.072002599947155,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,0,8,8,8,,,,,,,,,8.281428499962203,None,['2'],1,[-0.00044760003220289946],8.281428499962203,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,0,9,9,9,,,,,,,,,8.356891399947926,None,"['3', '1']",1,"[0.014868900063447654, 0.127140500000678]",8.356891399947926,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,0,10,10,10,,,,,,,,,8.572350299917161,None,['2'],1,[-0.02938469999935478],8.572350299917161,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,0,11,11,11,,,,,,,,,8.648903799941763,None,['3'],1,[0.022676500026136637],8.648903799941763,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,0,12,12,12,,,,,,,,,8.752804199932143,None,"['1', '2']",1,"[0.061433200025931, 0.12469239998608828]",8.752804199932143,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,0,13,13,13,,,,,,,,,8.981672499910928,None,['3'],1,[0.007537899888120592],8.981672499910928,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,0,14,14,14,,,,,,,,,9.072068299981765,None,['1'],1,[0.044564599986188114],9.072068299981765,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,0,15,15,15,,,,,,,,,9.204318800009787,None,"['2', '3']",1,"[-0.0025003000628203154, 0.13638299994636327]",9.204318800009787,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,0,16,16,16,,,,,,,,,9.448783700005151,None,"['1', '2']",1,"[0.03367379994597286, 0.10738329996820539]",9.448783700005151,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,0,17,17,17,,,,,,,,,9.648537499946542,None,['3'],1,[0.027202700031921268],9.648537499946542,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,0,18,18,18,,,,,,,,,9.752662600018084,None,['1'],1,[0.04891969996970147],9.752662600018084,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,0,19,19,19,,,,,,,,,9.885877599939704,None,"['2', '3']",1,"[0.01709930005017668, 0.13126649998594075]",9.885877599939704,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,0,20,20,20,,,,,,,,,10.11440879991278,None,['1'],1,[0.12388109997846186],10.11440879991278,None,,,,001,2021_Nov_03_1719,TMTAB,2021.2.3,143.36670903466126,
