NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,0,0,0,0,,,,,6.512104999994335,None,6.512104999994335,None,7.532988399994792,None,['2'],1,[1.854192900005728],7.532988399994792,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,0,1,1,1,,,,,,,,,9.463520400000561,None,['1'],1,[1.3353110999960336],9.463520400000561,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,0,2,2,2,,,,,,,,,10.873562399996445,None,['2'],1,[1.8599019999965094],10.873562399996445,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,0,3,3,3,,,,,,,,,12.810988299999735,None,"['2', '1', '2', '3']",1,"[4.061043700006849, 6.473250200004259, 7.4165544000061345, 8.006908600000315]",12.810988299999735,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,0,4,4,4,,,,,,,,,20.901013700000476,None,"['3', '1', '2']",1,"[2.6834359999993467, 3.9961704000015743, 4.591234699997585]",20.901013700000476,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,0,5,5,5,,,,,,,,,25.560674099993776,None,['3'],1,[0.5869958000039333],25.560674099993776,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,0,6,6,6,,,,,,,,,26.22732769999857,None,"['1', '2']",1,"[0.49873680000018794, 0.755098800000269]",26.22732769999857,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,0,7,7,7,,,,,,,,,27.05374309999752,None,"['3', '1']",1,"[0.34462189999612747, 0.4818091999986791]",27.05374309999752,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,0,8,8,8,,,,,,,,,27.64421869999933,None,['2'],1,[0.09620520000316901],27.64421869999933,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,0,9,9,9,,,,,,,,,27.810701499998686,None,"['3', '2', '1']",1,"[0.08703529999911552, 0.22347499999887077, 0.3013481000016327]",27.810701499998686,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,0,10,10,10,,,,,,,,,28.22070139999414,None,"['3', '1', '2']",1,"[0.14420930000051158, 0.575858900003368, 0.8335370000058901]",28.22070139999414,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,0,11,11,11,,,,,,,,,29.14442129999952,None,['3'],1,[0.08405739999579964],29.14442129999952,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,0,12,12,12,,,,,,,,,29.30374219999794,None,"['1', '2']",1,"[0.5204833000025246, 0.8345187000013539]",29.30374219999794,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,0,13,13,13,,,,,,,,,30.22723699999915,None,['3'],1,[0.11121410000487231],30.22723699999915,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,0,14,14,14,,,,,,,,,30.407547999995586,None,['1'],1,[0.16796169999724953],30.407547999995586,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,0,15,15,15,,,,,,,,,30.65089420000004,None,"['2', '3']",1,"[0.09325779999926453, 0.1974759999939124]",30.65089420000004,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,0,16,16,16,,,,,,,,,30.94944929999474,None,"['1', '2']",1,"[0.15878640000300948, 0.7085569000046235]",30.94944929999474,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,0,17,17,17,,,,,,,,,31.762944699999935,None,['3'],1,[0.12811559999681776],31.762944699999935,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,0,18,18,18,,,,,,,,,31.970943499996793,None,['1'],1,[0.4535729000053834],31.970943499996793,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,0,19,19,19,,,,,,,,,32.50502979999874,None,['3'],1,[0.6938009000004968],32.50502979999874,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,0,20,20,20,,,,,,,,,33.268820499994035,None,"['3', '1']",1,"[0.746882799998275, 1.412061499999254]",33.268820499994035,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,0,21,21,21,,,,,,,,,34.76926679999451,None,['3'],1,[0.8940749999965192],34.76926679999451,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,0,22,22,22,,,,,,,,,35.73388449999766,None,['1'],1,[0.6439916999952402],35.73388449999766,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,0,23,23,23,,,,,,,,,36.44928749999963,None,['2'],1,[0.9664425000009942],36.44928749999963,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,0,24,24,24,,,,,,,,,37.491075799996906,None,"['1', '3']",1,"[0.855167599998822, 2.642373900001985]",37.491075799996906,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,0,25,25,25,,,,,,,,,40.22705999999744,None,['2'],0,[0.35814570000366075],40.22705999999744,None,,,,001,2021_Nov_15_1245,TMTAB,2021.2.3,144.09907098438066,
,,,,,,,,,,,,,,,,,,,,,,,,,41.252633599993715,None,,,,,,,
