NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,6.769460599985905,None,6.769460599985905,None,8.122989099938422,None,['2'],1,[0.814337500021793],8.122989099938422,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1.png,10,0,1,1,1,,,,,9.123163599986583,None,"['3', '1']",0,"[0.44612770003732294, 0.8487137999618426]",9.123163599986583,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1firstred.png,10,0,2,2,2,,,,,10.095489099971019,None,"['2', '3']",0,"[0.3452887999592349, 0.7484435000224039]",10.095489099971019,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus0.png,10,0,3,3,3,,,,,10.963690800010227,None,['2'],1,[0.2691437000175938],10.963690800010227,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus1.png,10,0,4,4,4,,,,,11.387143700034358,None,['1'],1,[0.0536211000289768],11.387143700034358,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus2.png,10,0,5,5,5,,,,,11.60275309998542,None,['2'],1,[0.6950991000048816],11.60275309998542,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus3.png,10,0,6,6,6,,,,,12.443045499967411,None,"['3', '2', '2', '1']",0,"[0.1720309000229463, 0.5141549999825656, 1.0277211000211537, 1.3056957999942824]",12.443045499967411,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus4.png,10,0,7,7,7,,,,,13.873048599925824,None,['2'],1,[0.1144817000022158],13.873048599925824,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus5.png,10,0,8,8,8,,,,,14.130304199992679,None,['3'],1,[0.016039600013755262],14.130304199992679,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus6.png,10,0,9,9,9,,,,,14.304433699930087,None,['1'],1,[0.011476100073195994],14.304433699930087,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
6,['3'],TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus7.png,10,0,10,10,10,,,,,14.477819800027646,None,"['2', '3']",0,"[-0.08513160003349185, 0.034409199957735837]",14.477819800027646,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
F,['2'],TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus8.png,10,0,11,11,11,,,,,14.630014499998651,None,"['1', '2']",0,"[0.02499289996922016, 0.0899401999777183]",14.630014499998651,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
7,['1'],TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus9.png,1,0,12,12,12,,,,,14.866509399958886,None,"['3', '1']",0,"[-0.03697489993646741, 0.07558890001382679]",14.866509399958886,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
G,['3'],TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus10.png,None,0,13,13,13,,,,,15.05374599993229,None,"['2', '3']",0,"[-0.029504099977202713, 0.061355400015600026]",15.05374599993229,None,,001,2021_Nov_03_1532,TMTAB,2021.2.3,144.8238509009467,
