NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,32.76975519990083,None,['2'],1,[-0.016119300038553774],32.76975519990083,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,32.853202499914914,None,"['3', '1']",1,"[0.04314869991503656, 0.198823899962008]",32.853202499914914,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,33.13647259993013,None,"['2', '3']",1,"[-0.06012710009235889, 0.10308699996676296]",33.13647259993013,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,33.36997179989703,None,['1'],1,[0.026769299991428852],33.36997179989703,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,33.48895489994902,None,['2'],1,[-0.05176750000100583],33.48895489994902,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,33.57005669991486,None,"['3', '1']",1,"[0.005935499910265207, 0.1805469999089837]",33.57005669991486,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,33.870263999910094,None,['2'],1,[-0.060618999996222556],33.870263999910094,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,33.953814899898134,None,"['3', '1']",1,"[-0.02408810006454587, 0.13502059993334115]",33.953814899898134,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,34.18710519990418,None,['2'],1,[-0.01842380000744015],34.18710519990418,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,TMTstop-A_1_2.xlsx,26:52,None,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,34.27050149999559,None,"['3', '1', '2', '3', '1', '2', '3']",0,"[0.00388930004555732, 0.17169889993965626, 0.23218039993662387, 0.3516990999924019, 0.48290159995667636, 0.5733933999435976, 0.7284254999831319]",34.27050149999559,None,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
,,,,,,TMTstop-A_1_2.xlsx,26:52,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,35.41933659999631,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1135,TMTAstop-A,2021.2.3,60.027108224871476,
