NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT-Control,1,1,1.0,12.88886547088623,12.88886547088623,0.0,,1.0,1.0,0.0,2,0.561692199902609,12.88886547088623,12.88886547088623,0.0,,0.0
14,['1'],1,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT-Control,1,14,1.0,15.68629264831543,15.68629264831543,0.0,,1.0,1.0,0.0,1,0.09213850018568337,15.68629264831543,15.68629264831543,0.0,,13.0
15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT-Control,1,15,1.0,15.866878509521484,15.866878509521484,0.0,,1.0,1.0,0.0,2,3,-0.06412829994224012,0.051794399973005056,15.866878509521484,15.866878509521484,0.0,,14.0
16,['1'],1,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT-Control,1,16,1.0,16.027360916137695,16.027360916137695,0.0,,1.0,1.0,0.0,1,0.03530539991334081,16.027360916137695,16.027360916137695,0.0,,15.0
17,['2'],2,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT-Control,1,17,1.0,16.137781143188477,16.137781143188477,0.0,,1.0,1.0,0.0,2,-0.012339300010353327,16.137781143188477,16.137781143188477,0.0,,16.0
18,['1'],1,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT-Control,1,18,1.0,16.21359634399414,16.21359634399414,0.0,,1.0,1.0,0.0,3,1,-0.011643899837508798,0.13914520014077425,16.21359634399414,16.21359634399414,0.0,,17.0
19,['3'],3,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT-Control,1,19,1.0,16.449934005737305,16.449934005737305,0.0,,1.0,1.0,0.0,2,3,-0.05952690006233752,0.02863299986347556,16.449934005737305,16.449934005737305,0.0,,18.0
20,['1'],1,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT-Control,1,20,1.0,16.561559677124023,16.561559677124023,0.0,,1.0,1.0,0.0,1,0.05842699995264411,16.561559677124023,16.561559677124023,0.0,,19.0
21,['3'],3,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT-Control,1,21,1.0,16.70453453063965,16.70453453063965,0.0,,1.0,1.0,0.0,2,3,-0.030255499994382262,0.051578700076788664,16.70453453063965,16.70453453063965,0.0,,20.0
22,['1'],1,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT-Control,1,22,1.0,16.866392135620117,16.866392135620117,0.0,,1.0,1.0,0.0,1,0.023109500063583255,16.866392135620117,16.866392135620117,0.0,,21.0
23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT-Control,1,23,1.0,16.964624404907227,16.964624404907227,0.0,,1.0,1.0,0.0,2,3,-0.014047600096091628,0.0650885000359267,16.964624404907227,16.964624404907227,0.0,,22.0
24,['1'],1,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT-Control,1,24,1.0,17.117332458496094,17.117332458496094,0.0,,1.0,1.0,0.0,1,0.05011449987068772,17.117332458496094,17.117332458496094,0.0,,23.0
25,['3'],3,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT-Control,1,25,1.0,17.24847984313965,17.24847984313965,0.0,,1.0,1.0,0.0,2,3,-0.024433900136500597,0.07192289992235601,17.24847984313965,17.24847984313965,0.0,,24.0
None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT-Control,1,Feedback_last,1.0,17.401268005371094,17.401268005371094,0.0,,0.0,0.0,0.0,2,1,0.01653459994122386,0.07080659992061555,17.401268005371094,17.401268005371094,0.0,,25.0

extraInfo
participant,
session,001
date,2022_Feb_02_1742
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,None
