Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.953884399990784,9.620291800005361,None,,,,,,,,,,,,,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C1,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,C1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,9.620291800005361,None,2,0,5.497923100003391,27.38404440000886,None,"['1', '2']",1,"[2.041169499992975, 2.1800125000008848]",27.38404440000886,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C1,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,C1,2,None,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,0,5.751859199997853,29.62752460000047,None,"['3', '1']",1,"[-0.009399700007634237, 0.17444449999311473]",29.62752460000047,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C1,0:26,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,C1,3,None,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,0,5.851917400010279,29.87782409999636,None,"['2', '3']",1,"[-0.01267669998924248, 0.040273799997521564]",29.87782409999636,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C1,0:26,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,C1,4,None,1,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,1,5.985974399998668,29.97792790000676,None,['1'],1,[0.07803129999956582],29.97792790000676,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C1,0:26,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,C1,5,None,1,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,2,0,6.106835800004774,30.11060169999837,None,"['2', '3']",1,"[0.005530499998712912, 0.05848459999833722]",30.11060169999837,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C1,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,C1,6,None,1,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,0,0,,30.239552900005947,None,None,0,,30.239552900005947,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
A1,208:234,1,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMT_A,A1,1,1,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,,77.78735719999821,None,None,0,,77.78735719999821,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
A2,234:260,1,['1'],1,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMT_A,A2,26,None,2,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,0,0,,81.05115124999429,None,None,0,,81.05115124999429,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
A3,260:286,1,['1'],1,TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMT_A,A3,51,None,2,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,0,0,,84.25928734999324,None,None,0,,84.25928734999324,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C3,52:78,1,['2'],2,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMT_Control,C3,51,2,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,2,0,68.58164570000372,90.46754409999994,None,"['3', '2']",1,"[2.1527440000063507, 2.177895600005286]",90.46754409999994,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
C3,52:78,2,['1'],1,TMTstop-control_1_3.png,TMTstop-control_1_3firstgreen.png,TMTstop-control_1_3firstred.png,TMT_Control,C3,52,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,3,0,68.91351779999968,92.70774369999708,None,"['3', '2', '1']",1,"[0.11760050000157207, 0.14958330000808928, 0.2772927000041818]",92.70774369999708,None,,001,2022_Nov_17_2320,TMT_fmri,2021.2.3,59.914789183173966,
