NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.589304399996763,None,6.589304399996763,None,8.212746999997762,None,11.262940500004333,None,1,1.0834663999994518,11.262940500004333,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,12.430011500007822,None,2,0.37248739998904057,12.430011500007822,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,12.895309400002589,None,3,0.3050660000008065,12.895309400002589,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,13.291302300000098,None,1,0.043282800004817545,13.291302300000098,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,13.416276899995864,None,2,0.29788720000942703,13.416276899995864,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,13.791268800006947,None,3,0.023701000012806617,13.791268800006947,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,13.888189999997849,None,1,0.05006639999919571,13.888189999997849,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,14.013190600002417,None,3,0.1171704000007594,14.013190600002417,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,14.20767010000418,None,2,0.10629989999870304,14.20767010000418,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,14.40912290000415,None,3,0.05855570000130683,14.40912290000415,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,14.54832030000398,None,1,0.03999659999681171,14.54832030000398,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,14.659167599995271,None,2,0.6376491999981226,14.659167599995271,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,15.3745634000079,None,None,,15.3745634000079,None,,001,2021_Nov_15_1800,TMTAB,2021.2.3,144.544388861499,
