NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Block_file,Condition_rows,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,TMTstop-A_1_2.xlsx,26:52,3,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,34.75283240003046,None,"['2', '3']",1,"[-0.022043799981474876, 0.07867469999473542]",34.75283240003046,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,34.93599280004855,None,['1'],1,[0.03802850004285574],34.93599280004855,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,35.06981979997363,None,['2'],1,[-0.013536700047552586],35.06981979997363,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,35.152692100033164,None,"['3', '1']",1,"[-0.011814899975433946, 0.14195620000828058]",35.152692100033164,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,35.38633310003206,None,['2'],1,[-0.022105899988673627],35.38633310003206,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,TMTstop-A_1_2.xlsx,26:52,1,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,35.469663199968636,None,"['3', '1']",1,"[0.004379599937237799, 0.1494179000146687]",35.469663199968636,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,TMTstop-A_1_2.xlsx,26:52,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,35.71965700003784,None,['2'],1,[-0.01130020001437515],35.71965700003784,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,TMTstop-A_1_2.xlsx,26:52,None,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,35.80304679996334,None,"['3', '1', '2', '3']",0,"[0.01748859998770058, 0.14955830003600568, 0.2452073999447748, 0.3475897000171244]",35.80304679996334,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
,,,,,,TMTstop-A_1_2.xlsx,26:52,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,36.95175750006456,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
1,['2'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,39.90549779997673,None,"['1', '2']",1,"[0.6483272999757901, 1.2274165999842808]",39.90549779997673,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,41.23896220000461,None,"['3', '2', '1']",1,"[0.45362980000209063, 1.0021560000022873, 1.5308343999786302]",41.23896220000461,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,42.88975219998974,None,"['2', '3']",1,"[0.4419120999518782, 0.9763601999729872]",42.88975219998974,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
4,['2'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,43.973524200031534,None,"['1', '2']",1,"[0.3966112000634894, 0.8924941000295803]",43.973524200031534,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
5,['3'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,44.95735979999881,None,['3'],1,[0.32642510009463876],44.95735979999881,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,45.3743030000478,None,['2'],1,[0.3874315000139177],45.3743030000478,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
7,['1'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,45.84131080005318,None,['1'],1,[0.33678449993021786],45.84131080005318,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,46.274575200048275,None,['2'],1,[0.30464790004771203],46.274575200048275,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
9,['3'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,46.67475450003985,None,['3'],1,[0.23716620006598532],46.67475450003985,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,47.00837399996817,None,['2'],1,[0.2770019000163302],47.00837399996817,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,10,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,47.37509620003402,None,"['1', '2', '3']",1,"[0.1849728999659419, 0.5480654999846593, 0.849711999995634]",47.37509620003402,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
12,['2'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,10,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,48.34221380006056,None,['2'],1,[0.18668579997029155],48.34221380006056,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
13,['1'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,1,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,48.62578390003182,None,['1'],1,[0.2013930999673903],48.62578390003182,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
14,['2'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,48.90929550002329,None,['2'],1,[0.1897096000611782],48.90929550002329,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
15,['1'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,49.19474229996558,None,"['3', '2', '1']",1,"[0.22795760002918541, 0.47008260001894087, 0.7844363999320194]",49.19474229996558,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
16,['2'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,50.109889499959536,None,['2'],1,[0.12974899995606393],50.109889499959536,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
17,['3'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,50.326608999981545,None,['3'],1,[0.24523919995408505],50.326608999981545,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
18,['2'],TMTstop-A_1_3linestimulus15.png,TMTstop-A_1_3greenlinestimulus15.png,TMTstop-A_1_3redlinestimulus15.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,50.65996489999816,None,['2'],1,[0.1706084000179544],50.65996489999816,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
19,['1'],TMTstop-A_1_3linestimulus16.png,TMTstop-A_1_3greenlinestimulus16.png,TMTstop-A_1_3redlinestimulus16.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,50.92686750006396,None,['1'],1,[0.19963239994831383],50.92686750006396,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
20,['2'],TMTstop-A_1_3linestimulus17.png,TMTstop-A_1_3greenlinestimulus17.png,TMTstop-A_1_3redlinestimulus17.png,None,TMTstop-A_1_3.xlsx,52:78,2,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,51.22692509996705,None,['2'],1,[0.1422526000533253],51.22692509996705,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
21,['3'],TMTstop-A_1_3linestimulus18.png,TMTstop-A_1_3greenlinestimulus18.png,TMTstop-A_1_3redlinestimulus18.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,51.46043780003674,None,['3'],1,[0.1857983999652788],51.46043780003674,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
22,['1'],TMTstop-A_1_3linestimulus19.png,TMTstop-A_1_3greenlinestimulus19.png,TMTstop-A_1_3redlinestimulus19.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,51.743756400072016,None,"['2', '1']",1,"[0.173932799953036, 0.49169910000637174]",51.743756400072016,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
23,['3'],TMTstop-A_1_3linestimulus20.png,TMTstop-A_1_3greenlinestimulus20.png,TMTstop-A_1_3redlinestimulus20.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,52.36071450007148,None,"['2', '3']",1,"[0.09332899993751198, 0.3627442999277264]",52.36071450007148,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
24,['1'],TMTstop-A_1_3linestimulus21.png,TMTstop-A_1_3greenlinestimulus21.png,TMTstop-A_1_3redlinestimulus21.png,None,TMTstop-A_1_3.xlsx,52:78,1,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,52.844312499975786,None,"['2', '1']",1,"[0.1548843999626115, 0.42933169996831566]",52.844312499975786,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
25,['3'],TMTstop-A_1_3linestimulus22.png,TMTstop-A_1_3greenlinestimulus22.png,TMTstop-A_1_3redlinestimulus22.png,None,TMTstop-A_1_3.xlsx,52:78,3,,,,,,,,,0,2,2,2,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,53.3947147000581,None,"['2', '3']",1,"[0.10278770001605153, 0.31363560003228486]",53.3947147000581,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
None,None,TMTstop-A_1_3linestimulus23.png,TMTstop-A_1_3greenlinestimulus23.png,TMTstop-A_1_3redlinestimulus23.png,None,TMTstop-A_1_3.xlsx,52:78,None,,,,,,,,,0,2,2,2,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,53.79468230006751,None,['2'],0,[0.3196329000638798],53.79468230006751,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
,,,,,,TMTstop-A_1_3.xlsx,52:78,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,54.910144399967976,None,,,,,,,,,,,,,,,,,,,,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
1,['3'],TMTstop-A_1_4.png,TMTstop-A_1_4.png,TMTstop-A_1_4.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,57.88009630003944,None,"['1', '2', '3']",1,"[0.46772780001629144, 0.5455237000714988, 0.6633832000661641]",57.88009630003944,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
2,['1'],TMTstop-A_1_4.png,TMTstop-A_1_4firstgreen.png,TMTstop-A_1_4firstred.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,58.63024410000071,None,['1'],1,[0.0880525999236852],58.63024410000071,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
3,['3'],TMTstop-A_1_4linestimulus0.png,TMTstop-A_1_4greenlinestimulus0.png,TMTstop-A_1_4redlinestimulus0.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,58.81386520003434,None,"['2', '3']",1,"[-0.0033678999170660973, 0.06109950004611164]",58.81386520003434,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
4,['1'],TMTstop-A_1_4linestimulus1.png,TMTstop-A_1_4greenlinestimulus1.png,TMTstop-A_1_4redlinestimulus1.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,58.997182599967346,None,['1'],1,[0.03496419999282807],58.997182599967346,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
5,['2'],TMTstop-A_1_4linestimulus2.png,TMTstop-A_1_4greenlinestimulus2.png,TMTstop-A_1_4redlinestimulus2.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,59.1306938000489,None,['2'],1,[-0.020402299938723445],59.1306938000489,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
6,['3'],TMTstop-A_1_4linestimulus3.png,TMTstop-A_1_4greenlinestimulus3.png,TMTstop-A_1_4redlinestimulus3.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,59.21385950001422,None,['3'],1,[-0.0259560999693349],59.21385950001422,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
7,['2'],TMTstop-A_1_4linestimulus4.png,TMTstop-A_1_4greenlinestimulus4.png,TMTstop-A_1_4redlinestimulus4.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,59.29723330005072,None,"['1', '2']",1,"[0.029277699999511242, 0.0923602000111714]",59.29723330005072,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
8,['3'],TMTstop-A_1_4linestimulus5.png,TMTstop-A_1_4greenlinestimulus5.png,TMTstop-A_1_4redlinestimulus5.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,59.5146848000586,None,['3'],1,[-0.03880510001908988],59.5146848000586,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
9,['1'],TMTstop-A_1_4linestimulus6.png,TMTstop-A_1_4greenlinestimulus6.png,TMTstop-A_1_4redlinestimulus6.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,59.597427600063384,None,['1'],1,[0.026210100040771067],59.597427600063384,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
10,['2'],TMTstop-A_1_4linestimulus7.png,TMTstop-A_1_4greenlinestimulus7.png,TMTstop-A_1_4redlinestimulus7.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,59.71427340002265,None,['2'],1,[-0.00750579999294132],59.71427340002265,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
11,['3'],TMTstop-A_1_4linestimulus8.png,TMTstop-A_1_4greenlinestimulus8.png,TMTstop-A_1_4redlinestimulus8.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,59.798838300048374,None,['3'],1,[-0.01447659998666495],59.798838300048374,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
12,['1'],TMTstop-A_1_4linestimulus9.png,TMTstop-A_1_4greenlinestimulus9.png,TMTstop-A_1_4redlinestimulus9.png,10,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,59.88104700006079,None,['1'],1,[0.053668800042942166],59.88104700006079,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
13,['2'],TMTstop-A_1_4linestimulus10.png,TMTstop-A_1_4greenlinestimulus10.png,TMTstop-A_1_4redlinestimulus10.png,1,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,60.03124839998782,None,['2'],1,[-0.0322308000177145],60.03124839998782,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
14,['1'],TMTstop-A_1_4linestimulus11.png,TMTstop-A_1_4greenlinestimulus11.png,TMTstop-A_1_4redlinestimulus11.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,60.114617399987765,None,"['3', '1']",1,"[0.000435599940828979, 0.1510685000102967]",60.114617399987765,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
15,['2'],TMTstop-A_1_4linestimulus12.png,TMTstop-A_1_4greenlinestimulus12.png,TMTstop-A_1_4redlinestimulus12.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,60.347736299969256,None,['2'],1,[-0.012486499967053533],60.347736299969256,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
16,['3'],TMTstop-A_1_4linestimulus13.png,TMTstop-A_1_4greenlinestimulus13.png,TMTstop-A_1_4redlinestimulus13.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,60.431132000056095,None,['3'],1,[-0.01824470004066825],60.431132000056095,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
17,['1'],TMTstop-A_1_4linestimulus14.png,TMTstop-A_1_4greenlinestimulus14.png,TMTstop-A_1_4redlinestimulus14.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,60.51464950002264,None,['1'],1,[0.05948170006740838],60.51464950002264,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
18,['2'],TMTstop-A_1_4linestimulus15.png,TMTstop-A_1_4greenlinestimulus15.png,TMTstop-A_1_4redlinestimulus15.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,60.66465180006344,None,['2'],1,[-0.013382200035266578],60.66465180006344,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
19,['1'],TMTstop-A_1_4linestimulus16.png,TMTstop-A_1_4greenlinestimulus16.png,TMTstop-A_1_4redlinestimulus16.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,60.74799950001761,None,"['3', '1']",1,"[0.004558700020425022, 0.1428588000126183]",60.74799950001761,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
20,['3'],TMTstop-A_1_4linestimulus17.png,TMTstop-A_1_4greenlinestimulus17.png,TMTstop-A_1_4redlinestimulus17.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,60.998252199962735,None,"['2', '3']",1,"[-0.04667630000039935, 0.07557310000993311]",60.998252199962735,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
21,['1'],TMTstop-A_1_4linestimulus18.png,TMTstop-A_1_4greenlinestimulus18.png,TMTstop-A_1_4redlinestimulus18.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,61.1816797000356,None,['1'],1,[0.03169920004438609],61.1816797000356,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
22,['3'],TMTstop-A_1_4linestimulus19.png,TMTstop-A_1_4greenlinestimulus19.png,TMTstop-A_1_4redlinestimulus19.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,61.298256000038236,None,"['2', '3']",1,"[-0.010952999931760132, 0.08372250001411885]",61.298256000038236,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
23,['2'],TMTstop-A_1_4linestimulus20.png,TMTstop-A_1_4greenlinestimulus20.png,TMTstop-A_1_4redlinestimulus20.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,61.48162570002023,None,"['1', '2']",1,"[0.03813560004346073, 0.1046836000168696]",61.48162570002023,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
24,['3'],TMTstop-A_1_4linestimulus21.png,TMTstop-A_1_4greenlinestimulus21.png,TMTstop-A_1_4redlinestimulus21.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,61.71504260005895,None,['3'],1,[-0.01580699998885393],61.71504260005895,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
25,['2'],TMTstop-A_1_4linestimulus22.png,TMTstop-A_1_4greenlinestimulus22.png,TMTstop-A_1_4redlinestimulus22.png,None,TMTstop-A_1_4.xlsx,78:104,,,,,,,,,,0,3,3,3,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,61.798464499996044,None,"['1', '2']",1,"[0.04255289991851896, 0.121201999951154]",61.798464499996044,None,,001,2022_Jan_24_1136,TMTAstop-A,2021.2.3,59.92706873222702,
