NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Condition_rows,Correct,Block,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Condition_trials.thisRepN,Condition_trials.thisTrialN,Condition_trials.thisN,Condition_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,,26:52,1,2,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,31.216183400014415,None,['1'],1,[0.10197570011951029],31.216183400014415,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,,26:52,2,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,31.40368329989724,None,['2'],1,[0.000946299871429801],31.40368329989724,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,,26:52,1,2,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,31.480236700037494,None,"['3', '1']",1,"[0.03454569983296096, 0.4010302999522537]",31.480236700037494,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,,26:52,3,2,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,31.959235299844295,None,"['2', '3']",1,"[0.0272365000564605, 0.11702209990471601]",31.959235299844295,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,,26:52,1,2,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,32.181625599972904,None,['1'],1,[0.37961349985562265],32.181625599972904,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,,26:52,2,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,32.639852799940854,None,['2'],1,[0.011138400062918663],32.639852799940854,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,,26:52,1,2,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,32.723412699997425,None,"['3', '1']",1,"[0.04094600002281368, 0.5721199000254273]",32.723412699997425,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,,26:52,2,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,33.375900799874216,None,['2'],1,[0.016301600029692054],33.375900799874216,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,,26:52,1,2,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,33.480143500026315,None,['1'],1,[0.44304789998568594],33.480143500026315,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,,26:52,2,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,33.99391179997474,None,['2'],1,[0.021388200111687183],33.99391179997474,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,,26:52,None,2,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,34.09121139999479,None,None,1,,34.09121139999479,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
1,['2'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,35.23008739994839,None,['2'],1,[0.5648380999919027],35.23008739994839,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,,52:78,1,3,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,35.868797400034964,None,"['3', '1']",1,"[0.11880769999697804, 0.20066219987347722]",35.868797400034964,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,36.132859899895266,None,"['2', '3']",1,"[0.06017909990623593, 0.1828915998339653]",36.132859899895266,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
4,['2'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,36.42441469989717,None,"['1', '2']",1,"[0.0657395999878645, 0.11762769985944033]",36.42441469989717,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
5,['3'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,36.62731879996136,None,['3'],1,[0.03230700013227761],36.62731879996136,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,36.75223149987869,None,"['1', '2']",1,"[0.06158290011808276, 0.10317330015823245]",36.75223149987869,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
7,['1'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,,52:78,1,3,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,36.952787899877876,None,"['3', '1']",1,"[0.0324172000400722, 0.17470240010879934]",36.952787899877876,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
8,['2'],TMTstop-A_1_3linestimulus5.png,TMTstop-A_1_3greenlinestimulus5.png,TMTstop-A_1_3redlinestimulus5.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,37.22305219992995,None,['2'],1,[-0.03429660014808178],37.22305219992995,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
9,['3'],TMTstop-A_1_3linestimulus6.png,TMTstop-A_1_3greenlinestimulus6.png,TMTstop-A_1_3redlinestimulus6.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,37.2924460999202,None,['3'],1,[0.021656200056895614],37.2924460999202,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
10,['2'],TMTstop-A_1_3linestimulus7.png,TMTstop-A_1_3greenlinestimulus7.png,TMTstop-A_1_3redlinestimulus7.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,37.389956099912524,None,"['1', '2']",1,"[0.08684380003251135, 0.14361119992099702]",37.389956099912524,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
11,['3'],TMTstop-A_1_3linestimulus8.png,TMTstop-A_1_3greenlinestimulus8.png,TMTstop-A_1_3redlinestimulus8.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,37.6324803000316,None,['3'],1,[0.019598199985921383],37.6324803000316,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
12,['2'],TMTstop-A_1_3linestimulus9.png,TMTstop-A_1_3greenlinestimulus9.png,TMTstop-A_1_3redlinestimulus9.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,37.7303219998721,None,"['1', '2']",1,"[0.0776615000795573, 0.12633110000751913]",37.7303219998721,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
13,['1'],TMTstop-A_1_3linestimulus10.png,TMTstop-A_1_3greenlinestimulus10.png,TMTstop-A_1_3redlinestimulus10.png,,52:78,1,3,,,,,,,,,0,2,2,2,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,37.966079300036654,None,"['3', '1']",1,"[0.018920900067314506, 0.16496570012532175]",37.966079300036654,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
14,['2'],TMTstop-A_1_3linestimulus11.png,TMTstop-A_1_3greenlinestimulus11.png,TMTstop-A_1_3redlinestimulus11.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,38.21612759982236,None,['2'],1,[-0.01913220016285777],38.21612759982236,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
15,['1'],TMTstop-A_1_3linestimulus12.png,TMTstop-A_1_3greenlinestimulus12.png,TMTstop-A_1_3redlinestimulus12.png,,52:78,1,3,,,,,,,,,0,2,2,2,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,38.292385699925944,None,"['3', '1']",1,"[0.04131279978901148, 0.20044499984942377]",38.292385699925944,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
16,['2'],TMTstop-A_1_3linestimulus13.png,TMTstop-A_1_3greenlinestimulus13.png,TMTstop-A_1_3redlinestimulus13.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,38.5771893998608,None,['2'],1,[-0.028422200120985508],38.5771893998608,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
17,['3'],TMTstop-A_1_3linestimulus14.png,TMTstop-A_1_3greenlinestimulus14.png,TMTstop-A_1_3redlinestimulus14.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,38.65384199982509,None,['3'],1,[0.03294659988023341],38.65384199982509,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
18,['2'],TMTstop-A_1_3linestimulus15.png,TMTstop-A_1_3greenlinestimulus15.png,TMTstop-A_1_3redlinestimulus15.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,38.77307110000402,None,"['1', '2']",1,"[0.07340850005857646, 0.11233019991777837]",38.77307110000402,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
19,['1'],TMTstop-A_1_3linestimulus16.png,TMTstop-A_1_3greenlinestimulus16.png,TMTstop-A_1_3redlinestimulus16.png,,52:78,1,3,,,,,,,,,0,2,2,2,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,38.973482799949124,None,"['3', '1']",1,"[0.040667599998414516, 0.1984061999246478]",38.973482799949124,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
20,['2'],TMTstop-A_1_3linestimulus17.png,TMTstop-A_1_3greenlinestimulus17.png,TMTstop-A_1_3redlinestimulus17.png,,52:78,2,3,,,,,,,,,0,2,2,2,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,39.25788249983452,None,['2'],1,[-0.026956999907270074],39.25788249983452,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
21,['3'],TMTstop-A_1_3linestimulus18.png,TMTstop-A_1_3greenlinestimulus18.png,TMTstop-A_1_3redlinestimulus18.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,39.327063999837264,None,"['1', '2', '3']",1,"[0.19932319992221892, 0.2504992000758648, 0.36883049993775785]",39.327063999837264,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
22,['1'],TMTstop-A_1_3linestimulus19.png,TMTstop-A_1_3greenlinestimulus19.png,TMTstop-A_1_3redlinestimulus19.png,,52:78,1,3,,,,,,,,,0,2,2,2,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,39.78587509994395,None,['1'],1,[0.11219869996421039],39.78587509994395,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
23,['3'],TMTstop-A_1_3linestimulus20.png,TMTstop-A_1_3greenlinestimulus20.png,TMTstop-A_1_3redlinestimulus20.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,39.98019120004028,None,"['2', '2', '3']",1,"[-0.042244199896231294, 0.5510897999629378, 0.9376986999996006]",39.98019120004028,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
24,['1'],TMTstop-A_1_3linestimulus21.png,TMTstop-A_1_3greenlinestimulus21.png,TMTstop-A_1_3redlinestimulus21.png,,52:78,1,3,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,41.05612459988333,None,"['3', '1']",1,"[0.5896924999542534, 0.8614171999506652]",41.05612459988333,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
25,['3'],TMTstop-A_1_3linestimulus22.png,TMTstop-A_1_3greenlinestimulus22.png,TMTstop-A_1_3redlinestimulus22.png,,52:78,3,3,,,,,,,,,0,2,2,2,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,42.021387699991465,None,"['2', '1', '3']",1,"[-0.06890349998138845, 0.5896817999891937, 0.6694628000259399]",42.021387699991465,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
None,None,TMTstop-A_1_3linestimulus23.png,TMTstop-A_1_3greenlinestimulus23.png,TMTstop-A_1_3redlinestimulus23.png,,52:78,None,3,,,,,,,,,0,2,2,2,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,42.814156000036746,None,None,1,,42.814156000036746,None,,001,2022_Jan_12_1715,TMTAstop-A,2021.2.3,142.5504561098374,
