Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,11,['3'],3,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT-Control,1,11,0,0,0,0,0,10,10,10,1,1,15.345693700015545,None,['3'],1,[-0.017943000188097358],15.345693700015545,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,12,['1'],1,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT-Control,1,12,0,0,0,0,0,11,11,11,1,1,15.415198700036854,None,['1'],1,[0.05313549982383847],15.415198700036854,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT-Control,1,13,0,0,0,0,0,12,12,12,2,0,15.548432300100103,None,"['2', '3']",1,"[0.013700600014999509, 0.06063419999554753]",15.548432300100103,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,14,['1'],1,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT-Control,1,14,0,0,0,0,0,13,13,13,1,1,15.686292300000787,None,['1'],1,[0.09213850018568337],15.686292300000787,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT-Control,1,15,0,0,0,0,0,14,14,14,2,0,15.866878899978474,None,"['2', '3']",1,"[-0.06412829994224012, 0.051794399973005056]",15.866878899978474,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,16,['1'],1,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT-Control,1,16,0,0,0,0,0,15,15,15,1,1,16.027360600186512,None,['1'],1,[0.03530539991334081],16.027360600186512,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,17,['2'],2,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT-Control,1,17,0,0,0,0,0,16,16,16,1,1,16.13778070011176,None,['2'],1,[-0.012339300010353327],16.13778070011176,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,18,['1'],1,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT-Control,1,18,0,0,0,0,0,17,17,17,2,0,16.213596899993718,None,"['3', '1']",1,"[-0.011643899837508798, 0.13914520014077425]",16.213596899993718,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,19,['3'],3,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT-Control,1,19,0,0,0,0,0,18,18,18,2,0,16.449933600146323,None,"['2', '3']",1,"[-0.05952690006233752, 0.02863299986347556]",16.449933600146323,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,20,['1'],1,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT-Control,1,20,0,0,0,0,0,19,19,19,1,1,16.561560300178826,None,['1'],1,[0.05842699995264411],16.561560300178826,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,21,['3'],3,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT-Control,1,21,0,0,0,0,0,20,20,20,2,0,16.704535300144926,None,"['2', '3']",1,"[-0.030255499994382262, 0.051578700076788664]",16.704535300144926,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,22,['1'],1,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT-Control,1,22,0,0,0,0,0,21,21,21,1,1,16.866392500000075,None,['1'],1,[0.023109500063583255],16.866392500000075,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT-Control,1,23,0,0,0,0,0,22,22,22,2,0,16.964624600019306,None,"['2', '3']",1,"[-0.014047600096091628, 0.0650885000359267]",16.964624600019306,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,24,['1'],1,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT-Control,1,24,0,0,0,0,0,23,23,23,1,1,17.11733190016821,None,['1'],1,[0.05011449987068772],17.11733190016821,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,25,['3'],3,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT-Control,1,25,0,0,0,0,0,24,24,24,2,0,17.248479100177065,None,"['2', '3']",1,"[-0.024433900136500597, 0.07192289992235601]",17.248479100177065,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT-Control,1,Feedback_last,0,0,0,0,0,25,25,25,2,0,17.40126850013621,None,"['2', '1']",0,"[0.01653459994122386, 0.07080659992061555]",17.40126850013621,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,1,['1'],1,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT-Control,2,26,0,1,1,1,0,0,0,0,1,1,21.560615400085226,None,['1'],1,[0.38297130004502833],21.560615400085226,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,TMT-Control,2,27,0,1,1,1,0,1,1,1,2,0,22.012248700018972,None,"['2', '3']",1,"[0.014924600021913648, 0.12062389985658228]",22.012248700018972,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,TMT-Control,2,28,0,1,1,1,0,2,2,2,2,0,22.241647300077602,None,"['1', '2']",1,"[0.004515700042247772, 0.07437740010209382]",22.241647300077602,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,TMT-Control,2,29,0,1,1,1,0,3,3,3,1,1,22.415156100178137,None,['3'],1,[0.09813910000957549],22.415156100178137,None,,001,2022_Feb_02_1742,TMT_fmri,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
