Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,text_2.started,text_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C2,26:52,18,['1'],1,Images/TMTstop-control_1_2linestimulus15.png,Images/TMTstop-control_1_2greenlinestimulus15.png,Images/TMTstop-control_1_2redlinestimulus15.png,TMT_Control,C2,43,None,1,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,2,0,20.82263009995222,46.92319080000743,None,"['3', '1']",1,"[0.04082649992778897, 0.20820230012759566]",46.92319080000743,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,19,['2'],2,Images/TMTstop-control_1_2linestimulus16.png,Images/TMTstop-control_1_2greenlinestimulus16.png,Images/TMTstop-control_1_2redlinestimulus16.png,TMT_Control,C2,44,None,1,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,1,1,20.87158520007506,47.1865205001086,None,['2'],1,[-0.015704399906098843],47.1865205001086,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,20,['3'],3,Images/TMTstop-control_1_2linestimulus17.png,Images/TMTstop-control_1_2greenlinestimulus17.png,Images/TMTstop-control_1_2redlinestimulus17.png,TMT_Control,C2,45,None,1,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,1,1,20.973615900147706,47.23809530027211,None,['3'],1,[0.049632399808615446],47.23809530027211,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,21,['1'],1,Images/TMTstop-control_1_2linestimulus18.png,Images/TMTstop-control_1_2greenlinestimulus18.png,Images/TMTstop-control_1_2redlinestimulus18.png,TMT_Control,C2,46,None,1,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,1,1,21.14061690028757,47.338171400129795,None,['1'],1,[0.116746099665761],47.338171400129795,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,22,['3'],3,Images/TMTstop-control_1_2linestimulus19.png,Images/TMTstop-control_1_2greenlinestimulus19.png,Images/TMTstop-control_1_2redlinestimulus19.png,TMT_Control,C2,47,None,1,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,2,0,21.29670870024711,47.504784600343555,None,"['2', '3']",1,"[-0.02636840008199215, 0.09726719977334142]",47.504784600343555,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,23,['2'],2,Images/TMTstop-control_1_2linestimulus20.png,Images/TMTstop-control_1_2greenlinestimulus20.png,Images/TMTstop-control_1_2redlinestimulus20.png,TMT_Control,C2,48,None,1,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,2,0,21.485584700014442,47.6671919003129,None,"['1', '2']",1,"[0.08164490014314651, 0.10863929986953735]",47.6671919003129,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,24,['3'],3,Images/TMTstop-control_1_2linestimulus21.png,Images/TMTstop-control_1_2greenlinestimulus21.png,Images/TMTstop-control_1_2redlinestimulus21.png,TMT_Control,C2,49,None,1,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,1,1,21.59464710019529,47.856528100091964,None,['3'],1,[0.04639390017837286],47.856528100091964,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,25,['1'],1,Images/TMTstop-control_1_2linestimulus22.png,Images/TMTstop-control_1_2greenlinestimulus22.png,Images/TMTstop-control_1_2redlinestimulus22.png,TMT_Control,C2,50,None,1,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,1,1,21.735686200205237,47.965951800346375,None,['1'],1,[0.0757878003641963],47.965951800346375,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
C2,26:52,None,None,None,Images/TMTstop-control_1_2linestimulus23.png,Images/TMTstop-control_1_2greenlinestimulus23.png,Images/TMTstop-control_1_2redlinestimulus23.png,TMT_Control,C2,Feedback_last,None,1,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,0,0,,48.10031779995188,None,None,1,,48.10031779995188,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,1,['1'],1,Images/TMTstop-A_1_1.png,Images/TMTstop-A_1_1.png,Images/TMTstop-A_1_1.png,TMT_A,A1,1,1,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,1,59.1832834999077,84.07915730029345,None,['1'],1,[1.4070493998005986],84.07915730029345,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,2,['3'],3,Images/TMTstop-A_1_1.png,Images/TMTstop-A_1_1firstgreen.png,Images/TMTstop-A_1_1firstred.png,TMT_A,A1,2,None,2,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,2,0,59.381177000235766,85.55496630026028,None,"['2', '3']",1,"[0.07428390020504594, 0.10192180005833507]",85.55496630026028,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,3,['1'],1,Images/TMTstop-A_1_1linestimulus0.png,Images/TMTstop-A_1_1greenlinestimulus0.png,Images/TMTstop-A_1_1redlinestimulus0.png,TMT_A,A1,3,None,2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,1,1,59.532156200148165,85.74645789992064,None,['1'],1,[0.08665599999949336],85.74645789992064,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,4,['3'],3,Images/TMTstop-A_1_1linestimulus1.png,Images/TMTstop-A_1_1greenlinestimulus1.png,Images/TMTstop-A_1_1redlinestimulus1.png,TMT_A,A1,4,None,2,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,2,0,59.698121999856085,85.9129258999601,None,"['2', '3']",1,"[-0.01771249994635582, 0.0730794002301991]",85.9129258999601,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,5,['1'],1,Images/TMTstop-A_1_1linestimulus2.png,Images/TMTstop-A_1_1greenlinestimulus2.png,Images/TMTstop-A_1_1redlinestimulus2.png,TMT_A,A1,5,None,2,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,1,1,59.832312600221485,86.06348360003904,None,['1'],1,[0.07511430000886321],86.06348360003904,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,6,['3'],3,Images/TMTstop-A_1_1linestimulus3.png,Images/TMTstop-A_1_1greenlinestimulus3.png,Images/TMTstop-A_1_1redlinestimulus3.png,TMT_A,A1,6,None,2,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,2,0,59.9931461000815,86.19637570017949,None,"['2', '3']",1,"[-0.02155750012025237, 0.0938197998329997]",86.19637570017949,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,7,['1'],1,Images/TMTstop-A_1_1linestimulus4.png,Images/TMTstop-A_1_1greenlinestimulus4.png,Images/TMTstop-A_1_1redlinestimulus4.png,TMT_A,A1,7,None,2,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,4,0,60.584128899965435,86.37442870019004,None,"['1', '2', '3', '1']",1,"[0.10192589974030852, 0.11529990006238222, 0.31403939984738827, 0.47996339993551373]",86.37442870019004,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,8,['2'],2,Images/TMTstop-A_1_1linestimulus5.png,Images/TMTstop-A_1_1greenlinestimulus5.png,Images/TMTstop-A_1_1redlinestimulus5.png,TMT_A,A1,8,None,2,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,1,1,60.65111109986901,86.96558360010386,None,['2'],1,[-0.05794030008837581],86.96558360010386,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,9,['3'],3,Images/TMTstop-A_1_1linestimulus6.png,Images/TMTstop-A_1_1greenlinestimulus6.png,Images/TMTstop-A_1_1redlinestimulus6.png,TMT_A,A1,9,None,2,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,1,1,60.70314980018884,87.01767480000854,None,['3'],1,[-0.0011599999852478504],87.01767480000854,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,10,['1'],1,Images/TMTstop-A_1_1linestimulus7.png,Images/TMTstop-A_1_1greenlinestimulus7.png,Images/TMTstop-A_1_1redlinestimulus7.png,TMT_A,A1,10,None,2,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,1,1,60.85828129993752,87.07210480002686,None,['1'],1,[0.09380099968984723],87.07210480002686,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,11,['3'],3,Images/TMTstop-A_1_1linestimulus8.png,Images/TMTstop-A_1_1greenlinestimulus8.png,Images/TMTstop-A_1_1redlinestimulus8.png,TMT_A,A1,11,None,2,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,2,0,61.01519740000367,87.22253220016137,None,"['2', '3']",1,"[-0.01952490024268627, 0.10229439986869693]",87.22253220016137,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,12,['2'],2,Images/TMTstop-A_1_1linestimulus9.png,Images/TMTstop-A_1_1greenlinestimulus9.png,Images/TMTstop-A_1_1redlinestimulus9.png,TMT_A,A1,12,None,2,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,2,0,61.23217310011387,87.39634920004755,None,"['1', '2']",1,"[0.09439609991386533, 0.14928900031372905]",87.39634920004755,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,13,['1'],1,Images/TMTstop-A_1_1linestimulus10.png,Images/TMTstop-A_1_1greenlinestimulus10.png,Images/TMTstop-A_1_1redlinestimulus10.png,TMT_A,A1,13,None,2,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,2,0,61.515163899865,87.60080939996988,None,"['3', '1']",1,"[0.056162099819630384, 0.2201527999714017]",87.60080939996988,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,14,['2'],2,Images/TMTstop-A_1_1linestimulus11.png,Images/TMTstop-A_1_1greenlinestimulus11.png,Images/TMTstop-A_1_1redlinestimulus11.png,TMT_A,A1,14,None,2,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,1,1,61.58210420003161,87.89661470009014,None,['2'],1,[-0.03674939973279834],87.89661470009014,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,15,['1'],1,Images/TMTstop-A_1_1linestimulus12.png,Images/TMTstop-A_1_1greenlinestimulus12.png,Images/TMTstop-A_1_1redlinestimulus12.png,TMT_A,A1,15,None,2,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,2,0,61.86814589984715,87.94651800021529,None,"['3', '1']",1,"[0.02639500005170703, 0.19210109999403358]",87.94651800021529,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,16,['2'],2,Images/TMTstop-A_1_1linestimulus13.png,Images/TMTstop-A_1_1greenlinestimulus13.png,Images/TMTstop-A_1_1redlinestimulus13.png,TMT_A,A1,16,None,2,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,1,1,61.9171372000128,88.23164430027828,None,['2'],1,[-0.03759190021082759],88.23164430027828,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,17,['1'],1,Images/TMTstop-A_1_1linestimulus14.png,Images/TMTstop-A_1_1greenlinestimulus14.png,Images/TMTstop-A_1_1redlinestimulus14.png,TMT_A,A1,17,None,2,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,2,0,62.18323120009154,88.28417730005458,None,"['3', '1']",1,"[0.008906399831175804, 0.19656400009989738]",88.28417730005458,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,18,['3'],3,Images/TMTstop-A_1_1linestimulus15.png,Images/TMTstop-A_1_1greenlinestimulus15.png,Images/TMTstop-A_1_1redlinestimulus15.png,TMT_A,A1,18,None,2,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,2,0,62.325153099838644,88.57284429995343,None,"['2', '3']",1,"[-0.05737629998475313, 0.03664160007610917]",88.57284429995343,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,19,['2'],2,Images/TMTstop-A_1_1linestimulus16.png,Images/TMTstop-A_1_1greenlinestimulus16.png,Images/TMTstop-A_1_1redlinestimulus16.png,TMT_A,A1,19,None,2,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,2,0,62.54514469997957,88.70612430013716,None,"['1', '2']",1,"[0.07590650022029877, 0.14235799992457032]",88.70612430013716,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,20,['3'],3,Images/TMTstop-A_1_1linestimulus17.png,Images/TMTstop-A_1_1greenlinestimulus17.png,Images/TMTstop-A_1_1redlinestimulus17.png,TMT_A,A1,20,None,2,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,1,1,62.644717200193554,88.9094626000151,None,['3'],1,[0.035718200262635946],88.9094626000151,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,21,['1'],1,Images/TMTstop-A_1_1linestimulus18.png,Images/TMTstop-A_1_1greenlinestimulus18.png,Images/TMTstop-A_1_1redlinestimulus18.png,TMT_A,A1,21,None,2,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,1,1,62.81173769989982,89.00957210035995,None,['1'],1,[0.10354259982705116],89.00957210035995,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,22,['3'],3,Images/TMTstop-A_1_1linestimulus19.png,Images/TMTstop-A_1_1greenlinestimulus19.png,Images/TMTstop-A_1_1redlinestimulus19.png,TMT_A,A1,22,None,2,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,2,0,62.98501509986818,89.19280360033736,None,"['2', '3']",1,"[-0.019724299665540457, 0.07827150030061603]",89.19280360033736,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,23,['1'],1,Images/TMTstop-A_1_1linestimulus20.png,Images/TMTstop-A_1_1greenlinestimulus20.png,Images/TMTstop-A_1_1redlinestimulus20.png,TMT_A,A1,23,None,2,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,1,1,63.118005299940705,89.36563190026209,None,['1'],1,[0.061512500047683716],89.36563190026209,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,24,['3'],3,Images/TMTstop-A_1_1linestimulus21.png,Images/TMTstop-A_1_1greenlinestimulus21.png,Images/TMTstop-A_1_1redlinestimulus21.png,TMT_A,A1,24,None,2,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,2,0,63.2900307001546,89.48246800014749,None,"['2', '3']",1,"[0.012473999988287687, 0.10865150019526482]",89.48246800014749,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,25,['1'],1,Images/TMTstop-A_1_1linestimulus22.png,Images/TMTstop-A_1_1greenlinestimulus22.png,Images/TMTstop-A_1_1redlinestimulus22.png,TMT_A,A1,25,None,2,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,1,1,63.42817169986665,89.67143779993057,None,['1'],1,[0.06908119982108474],89.67143779993057,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
A1,208:234,None,None,None,Images/TMTstop-A_1_1linestimulus23.png,Images/TMTstop-A_1_1greenlinestimulus23.png,Images/TMTstop-A_1_1redlinestimulus23.png,TMT_A,A1,Feedback_last,None,2,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,5,0,,89.79929320001975,None,"['2', '3', '1', '2', '3']",0,"[0.0015627997927367687, 0.10577149968594313, 0.25186700001358986, 0.3102326998487115, 0.39439859986305237]",89.79929320001975,None,,001,2022_Dec_12_1607,TMT_fmri,2021.2.3,59.92182596261079,
