Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT_Control,1,10,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,1,1,23.966188899998087,None,['2'],1,[0.5453754000045592],23.966188899998087,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,11,['1'],1,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT_Control,1,11,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,2,0,24.713846600003308,None,"['2', '1']",1,"[0.36221049999585375, 0.5223971999948844]",24.713846600003308,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,12,['2'],2,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,3,0,25.385175100003835,None,"['3', '1', '2']",1,"[0.016941800000495277, 0.1475608999899123, 0.21180079999612644]",25.385175100003835,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,1,1,25.79302190001181,None,['3'],1,[-0.09536369999113958],25.79302190001181,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,14,['2'],2,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,2,0,25.92016190000868,None,"['1', '2']",1,"[-0.1067408999952022, -0.051240600005257875]",25.92016190000868,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,1,15,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,1,1,26.045561100007035,None,['3'],1,[-0.08807399999932386],26.045561100007035,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,16,['2'],2,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,1,16,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,2,0,26.174070100008976,None,"['1', '2']",1,"[-0.09638689999701455, -0.041135199993732385]",26.174070100008976,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,17,['3'],3,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,1,17,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,1,1,26.29947379999794,None,['3'],1,[-0.079573299997719],26.29947379999794,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,18,['2'],2,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,1,18,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,2,0,26.436967500005267,None,"['1', '2']",1,"[-0.08814560000610072, -0.048711300012655556]",26.436967500005267,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,19,['1'],1,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,1,19,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,2,0,26.563629000011133,None,"['3', '1']",1,"[-0.09235999999509659, 0.03745170000183862]",26.563629000011133,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,20,['3'],3,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,1,20,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,2,0,26.68655270000454,None,"['2', '3']",1,"[-0.04045179999957327, 0.042163499994785525]",26.68655270000454,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,1,1,26.892848900009994,None,['1'],1,[-0.03899309999542311],26.892848900009994,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,4,0,27.032891200011363,None,"['2', '3', '1', '2']",1,"[-0.13427310000406578, -0.05711969999538269, 0.07289130000572186, 0.10278349999862257]",27.032891200011363,None,,001,2022_May_10_1059,TMT_fmri,2021.2.3,None,
