Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB1.thisRepN,Blocks_TMTB1.thisTrialN,Blocks_TMTB1.thisN,Blocks_TMTB1.thisIndex,trials_TMTB1.thisRepN,trials_TMTB1.thisTrialN,trials_TMTB1.thisN,trials_TMTB1.thisIndex,Blocks_Control3.thisRepN,Blocks_Control3.thisTrialN,Blocks_Control3.thisN,Blocks_Control3.thisIndex,trials_Control3.thisRepN,trials_Control3.thisTrialN,trials_Control3.thisN,trials_Control3.thisIndex,Blocks_TMTA2.thisRepN,Blocks_TMTA2.thisTrialN,Blocks_TMTA2.thisN,Blocks_TMTA2.thisIndex,trials_TMTA2.thisRepN,trials_TMTA2.thisTrialN,trials_TMTA2.thisN,trials_TMTA2.thisIndex,Blocks_Control4.thisRepN,Blocks_Control4.thisTrialN,Blocks_Control4.thisN,Blocks_Control4.thisIndex,trials_Control4.thisRepN,trials_Control4.thisTrialN,trials_Control4.thisN,trials_Control4.thisIndex,Blocks_TMTB2.thisRepN,Blocks_TMTB2.thisTrialN,Blocks_TMTB2.thisN,Blocks_TMTB2.thisIndex,trials_TMTB2.thisRepN,trials_TMTB2.thisTrialN,trials_TMTB2.thisN,trials_TMTB2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C1,0:26,20,['3'],3,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,C1,20,None,1,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20.174587400004384,52.85533580000629,None,['3'],1,[0.08183049999934155],52.85533580000629,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C1,0:26,21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,C1,21,None,1,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,20.324189599996316,52.98950860000332,None,"['2', '1']",1,"[-0.027924000009079464, 0.09602159999485593]",52.98950860000332,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C1,0:26,22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,C1,22,None,1,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,20.540157499999623,53.13973799999803,None,"['3', '2']",1,"[0.10375300000305288, 0.13268409999727737]",53.13973799999803,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C1,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,C1,23,None,1,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,20.779150400005165,53.35669090000738,None,"['1', '3']",1,"[0.02130780000879895, 0.15505210000264924]",53.35669090000738,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C1,0:26,24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,C1,24,None,1,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20.829180300002918,53.594146900009946,None,['2'],1,[-0.010448000000906177],53.594146900009946,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C1,0:26,25,['1'],1,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,C1,25,None,1,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20.895151200005785,53.64416409999831,None,['1'],1,[0.007346500002313405],53.64416409999831,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C1,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,C1,Feedback_last,None,1,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,53.71772729999793,None,"['3', '2']",0,"[0.09825999999884516, 0.12909760000184178]",53.71772729999793,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C2,26:52,1,['2'],2,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,C2,26,None,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,26.152713100003893,57.98808460000146,None,"['1', '3', '2']",1,"[0.6764129999937722, 0.8444683999987319, 0.9075575000024401]",57.98808460000146,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C2,26:52,2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,TMT_Control,C2,27,None,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,26.666373200001544,58.97385130000475,None,"['1', '3', '2', '1', '3']",1,"[0.0006796000088797882, 0.1790002000052482, 0.2075539000070421, 0.28966009999567177, 0.44705380000232253]",58.97385130000475,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C2,26:52,3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,TMT_Control,C2,28,None,1,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,26.753364800009876,59.4846702000068,None,['2'],1,[0.0057649000082165],59.4846702000068,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C2,26:52,4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,TMT_Control,C2,29,None,1,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,59.56809260000591,None,['1'],0,[-0.022628099992289208],59.56809260000591,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,1,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMT_A,A1,1,1,2,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,61.249548100007814,86.4952986999997,None,"['3', '2', '1']",1,"[7.35927939999965, 7.384393300002557, 7.50353339999856]",86.4952986999997,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,2,['3'],3,TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,TMT_A,A1,2,None,2,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,61.406570400009514,94.07204179999826,None,['3'],1,[0.09504030000243802],94.07204179999826,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,3,['1'],1,TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,TMT_A,A1,3,None,2,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,61.57365540000319,94.22211919999972,None,"['2', '1']",1,"[0.004346100002294406, 0.0841979000106221]",94.22211919999972,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,4,['3'],3,TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,TMT_A,A1,4,None,2,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,61.71366249999846,94.39525250000588,None,['3'],1,[0.06971890000568237],94.39525250000588,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,5,['1'],1,TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,TMT_A,A1,5,None,2,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,61.87467060000927,94.52851070000906,None,"['2', '1']",1,"[-0.01846799999475479, 0.07505650000530295]",94.52851070000906,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,6,['3'],3,TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,TMT_A,A1,6,None,2,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,62.00754410000809,94.6896870000055,None,['3'],1,[0.07482589999563061],94.6896870000055,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,7,['1'],1,TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,TMT_A,A1,7,None,2,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,62.16871589999937,94.82333660000586,None,"['2', '1']",1,"[-0.0057560999994166195, 0.07701029999589082]",94.82333660000586,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
