Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB1.thisRepN,Blocks_TMTB1.thisTrialN,Blocks_TMTB1.thisN,Blocks_TMTB1.thisIndex,trials_TMTB1.thisRepN,trials_TMTB1.thisTrialN,trials_TMTB1.thisN,trials_TMTB1.thisIndex,Blocks_Control3.thisRepN,Blocks_Control3.thisTrialN,Blocks_Control3.thisN,Blocks_Control3.thisIndex,trials_Control3.thisRepN,trials_Control3.thisTrialN,trials_Control3.thisN,trials_Control3.thisIndex,Blocks_TMTA2.thisRepN,Blocks_TMTA2.thisTrialN,Blocks_TMTA2.thisN,Blocks_TMTA2.thisIndex,trials_TMTA2.thisRepN,trials_TMTA2.thisTrialN,trials_TMTA2.thisN,trials_TMTA2.thisIndex,Blocks_Control4.thisRepN,Blocks_Control4.thisTrialN,Blocks_Control4.thisN,Blocks_Control4.thisIndex,trials_Control4.thisRepN,trials_Control4.thisTrialN,trials_Control4.thisN,trials_Control4.thisIndex,Blocks_TMTB2.thisRepN,Blocks_TMTB2.thisTrialN,Blocks_TMTB2.thisN,Blocks_TMTB2.thisIndex,trials_TMTB2.thisRepN,trials_TMTB2.thisTrialN,trials_TMTB2.thisN,trials_TMTB2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
A1,208:234,8,['2'],2,TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,TMT_A,A1,8,None,2,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,62.40565400000196,94.98336800000106,None,"['3', '2']",1,"[0.08316290000220761, 0.13617969999904744]",94.98336800000106,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,9,['3'],3,TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,TMT_A,A1,9,None,2,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,62.66152920000604,95.22698770000716,None,"['1', '3']",1,"[-0.01340570001048036, 0.15635579999070615]",95.22698770000716,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,10,['1'],1,TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,TMT_A,A1,10,None,2,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,62.76365649999934,95.47872369999823,None,"['2', '1']",1,"[-0.039370600003167056, 0.014835100009804592]",95.47872369999823,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,11,['3'],3,TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,TMT_A,A1,11,None,2,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64.18253160000313,95.57953230000567,None,['3'],1,[1.3536078999895835],95.57953230000567,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,12,['2'],2,TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,TMT_A,A1,12,None,2,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64.2415333000099,97.00663869999698,None,['2'],1,[-0.03566059999866411],97.00663869999698,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,13,['1'],1,TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,TMT_A,A1,13,None,2,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64.30754520000482,97.07302789999812,None,['1'],1,[-0.008729399996809661],97.07302789999812,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,14,['2'],2,TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,TMT_A,A1,14,None,2,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,64.54857480000646,97.12950850000198,None,"['3', '2']",1,"[0.10889060000772588, 0.14314610000292305]",97.12950850000198,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,15,['1'],1,TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,TMT_A,A1,15,None,2,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64.59754810000595,97.36334720000741,None,['1'],1,[-0.00400919999810867],97.36334720000741,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,16,['2'],2,TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,TMT_A,A1,16,None,2,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,64.80667550000362,97.41322570000193,None,"['3', '2']",1,"[0.09230679999745917, 0.1408413000026485]",97.41322570000193,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,17,['1'],1,TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,TMT_A,A1,17,None,2,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64.88969609999913,97.62120910000522,None,['1'],1,[0.010386399997514673],97.62120910000522,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,18,['3'],3,TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,TMT_A,A1,18,None,2,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65.02341210001032,97.70515730000625,None,['3'],1,[0.07261620000645053],97.70515730000625,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,19,['2'],2,TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,TMT_A,A1,19,None,2,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65.07304380000278,97.83823980001034,None,['2'],1,[-0.013817200000630692],97.83823980001034,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,20,['3'],3,TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,TMT_A,A1,20,None,2,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,65.3071445000096,97.8883724000043,None,"['1', '3']",1,"[0.012920100009068847, 0.15427539999654982]",97.8883724000043,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,21,['1'],1,TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,TMT_A,A1,21,None,2,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,65.40717099999893,98.12213790000533,None,"['2', '1']",1,"[-0.029635400002007373, 0.04745909999473952]",98.12213790000533,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,22,['3'],3,TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,TMT_A,A1,22,None,2,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65.57338490000984,98.22226239999873,None,['3'],1,[0.10404340000241064],98.22226239999873,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,23,['1'],1,TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,TMT_A,A1,23,None,2,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,65.72916240000632,98.38919170000008,None,"['2', '1']",1,"[-0.017393699992680922, 0.05798430000140797]",98.38919170000008,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,24,['3'],3,TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,TMT_A,A1,24,None,2,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65.85413659999904,98.55231340001046,None,['3'],1,[0.061230999999679625],98.55231340001046,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,25,['1'],1,TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,TMT_A,A1,25,None,2,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,65.97756900000968,98.68615960000898,None,"['2', '1']",1,"[-0.028468100004829466, 0.045799200001056306]",98.68615960000898,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A1,208:234,None,None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,TMT_A,A1,Feedback_last,None,2,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,98.80986910000502,None,"['3', '2', '1']",0,"[0.09101209999062121, 0.12816429999656975, 0.21858079999219626]",98.80986910000502,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A2,234:260,1,['1'],1,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMT_A,A2,26,None,2,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,71.22674749999715,103.06563710000773,None,['1'],1,[0.9186473999870941],103.06563710000773,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A2,234:260,2,['3'],3,TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,TMT_A,A2,27,None,2,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,71.49986180000997,104.04851020000933,None,['3'],1,[0.2150038000108907],104.04851020000933,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A2,234:260,3,['1'],1,TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,TMT_A,A2,28,None,2,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,71.66182829999889,104.32286320001003,None,"['2', '1']",1,"[-0.04942450000089593, 0.07344880000164267]",104.32286320001003,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A2,234:260,4,['2'],2,TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,TMT_A,A2,29,None,2,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,71.90608190000057,104.48416449999786,None,"['3', '2']",1,"[0.07966440000745934, 0.13755480000691023]",104.48416449999786,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A2,234:260,5,['1'],1,TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,TMT_A,A2,30,None,2,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,72.37108189999708,104.72888419999799,None,"['3', '2', '1']",1,"[0.2967248000059044, 0.35023199999704957, 0.37050859999726526]",104.72888419999799,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
A2,234:260,6,['3'],3,TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,TMT_A,A2,31,None,2,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,105.19105100000161,None,None,0,,105.19105100000161,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,1,['2'],2,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMT_Control,C3,51,2,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,154.147658700007,181.99658669999917,None,"['1', '3', '2']",1,"[4.658822400000645, 4.830823999989661, 4.901973399988492]",181.99658669999917,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,2,['1'],1,TMTstop-control_1_3.png,TMTstop-control_1_3firstgreen.png,TMTstop-control_1_3firstred.png,TMT_Control,C3,52,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,154.23770640000293,186.96658110000135,None,['1'],1,[0.02669430000241846],186.96658110000135,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,3,['2'],2,TMTstop-control_1_3linestimulus0.png,TMTstop-control_1_3greenlinestimulus0.png,TMTstop-control_1_3redlinestimulus0.png,TMT_Control,C3,53,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,154.42459340000642,187.0570766000019,None,"['3', '2']",1,"[0.0793928000057349, 0.1195644999970682]",187.0570766000019,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,4,['1'],1,TMTstop-control_1_3linestimulus1.png,TMTstop-control_1_3greenlinestimulus1.png,TMTstop-control_1_3redlinestimulus1.png,TMT_Control,C3,54,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,154.5415847999975,187.24059780000243,None,['1'],1,[0.06225439999252558],187.24059780000243,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,5,['3'],3,TMTstop-control_1_3linestimulus2.png,TMTstop-control_1_3greenlinestimulus2.png,TMTstop-control_1_3redlinestimulus2.png,TMT_Control,C3,55,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,187.35742580000078,None,None,0,,187.35742580000078,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,6,['1'],1,TMTstop-control_1_3linestimulus3.png,TMTstop-control_1_3greenlinestimulus3.png,TMTstop-control_1_3redlinestimulus3.png,TMT_Control,C3,56,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,226.8369349600078,None,None,0,,226.8369349600078,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,7,['2'],2,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus4.png,TMTstop-control_1_3redlinestimulus4.png,TMT_Control,C3,57,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,226.87060722000896,None,None,0,,226.87060722000896,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,8,['3'],3,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus5.png,TMTstop-control_1_3redlinestimulus5.png,TMT_Control,C3,58,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,226.90427948001016,None,None,0,,226.90427948001016,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,9,['1'],1,TMTstop-control_1_3linestimulus6.png,TMTstop-control_1_3greenlinestimulus6.png,TMTstop-control_1_3redlinestimulus6.png,TMT_Control,C3,59,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,226.93795174001136,None,None,0,,226.93795174001136,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,10,['2'],2,TMTstop-control_1_3linestimulus7.png,TMTstop-control_1_3greenlinestimulus7.png,TMTstop-control_1_3redlinestimulus7.png,TMT_Control,C3,60,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,226.97162400001253,None,None,0,,226.97162400001253,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,11,['1'],1,TMTstop-control_1_3linestimulus8.png,TMTstop-control_1_3greenlinestimulus8.png,TMTstop-control_1_3redlinestimulus8.png,TMT_Control,C3,61,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.00529626001372,None,None,0,,227.00529626001372,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,12,['2'],2,TMTstop-control_1_3linestimulus9.png,TMTstop-control_1_3greenlinestimulus9.png,TMTstop-control_1_3redlinestimulus9.png,TMT_Control,C3,62,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.0389685200149,None,None,0,,227.0389685200149,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,13,['3'],3,TMTstop-control_1_3linestimulus10.png,TMTstop-control_1_3greenlinestimulus10.png,TMTstop-control_1_3redlinestimulus10.png,TMT_Control,C3,63,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.0558046500155,None,None,0,,227.0558046500155,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,14,['2'],2,TMTstop-control_1_3linestimulus11.png,TMTstop-control_1_3greenlinestimulus11.png,TMTstop-control_1_3redlinestimulus11.png,TMT_Control,C3,64,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.08947691001669,None,None,0,,227.08947691001669,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,15,['1'],1,TMTstop-control_1_3linestimulus12.png,TMTstop-control_1_3greenlinestimulus12.png,TMTstop-control_1_3redlinestimulus12.png,TMT_Control,C3,65,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.12314917001785,None,None,0,,227.12314917001785,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,16,['3'],3,TMTstop-control_1_3linestimulus13.png,TMTstop-control_1_3greenlinestimulus13.png,TMTstop-control_1_3redlinestimulus13.png,TMT_Control,C3,66,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.15682143001905,None,None,0,,227.15682143001905,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,17,['1'],1,TMTstop-control_1_3linestimulus14.png,TMTstop-control_1_3greenlinestimulus14.png,TMTstop-control_1_3redlinestimulus14.png,TMT_Control,C3,67,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.19049369002025,None,None,0,,227.19049369002025,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,18,['3'],3,TMTstop-control_1_3linestimulus15.png,TMTstop-control_1_3greenlinestimulus15.png,TMTstop-control_1_3redlinestimulus15.png,TMT_Control,C3,68,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.22416595002142,None,None,0,,227.22416595002142,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,19,['2'],2,TMTstop-control_1_3linestimulus16.png,TMTstop-control_1_3greenlinestimulus16.png,TMTstop-control_1_3redlinestimulus16.png,TMT_Control,C3,69,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.241002080022,None,None,0,,227.241002080022,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,20,['1'],1,TMTstop-control_1_3linestimulus17.png,TMTstop-control_1_3greenlinestimulus17.png,TMTstop-control_1_3redlinestimulus17.png,TMT_Control,C3,70,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.2746743400232,None,None,0,,227.2746743400232,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,21,['3'],3,TMTstop-control_1_3linestimulus18.png,TMTstop-control_1_3greenlinestimulus18.png,TMTstop-control_1_3redlinestimulus18.png,TMT_Control,C3,71,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.30834660002438,None,None,0,,227.30834660002438,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,22,['2'],2,TMTstop-control_1_3linestimulus19.png,TMTstop-control_1_3greenlinestimulus19.png,TMTstop-control_1_3redlinestimulus19.png,TMT_Control,C3,72,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.34201886002558,None,None,0,,227.34201886002558,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,23,['3'],3,TMTstop-control_1_3linestimulus20.png,TMTstop-control_1_3greenlinestimulus20.png,TMTstop-control_1_3redlinestimulus20.png,TMT_Control,C3,73,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.37569112002674,None,None,0,,227.37569112002674,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
C3,52:78,24,['1'],1,TMTstop-control_1_3linestimulus21.png,TMTstop-control_1_3greenlinestimulus21.png,TMTstop-control_1_3redlinestimulus21.png,TMT_Control,C3,74,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,227.40936338002794,None,None,0,,227.40936338002794,None,,,,,,001,2022_Nov_18_0015,TMT_fmri,2021.2.3,59.9428025783916,
