Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.2063714999967488,11.530825900001219,None,,,,,,,,,,,,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11.530825900001219,None,2,0,12.93903209999553,None,"['1', '2']",1,"[0.6099985000037123, 0.7339021999941906]",12.93903209999553,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,2,0,13.805536899992148,None,"['3', '1']",1,"[0.03509370000392664, 0.1265214000013657]",13.805536899992148,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,2,0,14.12630530000024,None,"['2', '3']",1,"[-0.1237952000083169, -0.006750400003511459]",14.12630530000024,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,1,1,14.26806360000046,None,['1'],1,[-0.024996000007377006],14.26806360000046,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,2,0,14.407777000000351,None,"['2', '3']",1,"[-0.09956059999240097, 0.0030107000056887046]",14.407777000000351,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,1,1,14.547311499991338,None,['1'],1,[-0.024014099995838478],14.547311499991338,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,1,1,14.682751600004849,None,['2'],1,[-0.08254829999350477],14.682751600004849,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,2,0,14.81839649999165,None,"['3', '1']",1,"[-0.12422140000853688, 0.010895200000959449]",14.81839649999165,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,2,0,14.967838500000653,None,"['2', '3']",1,"[-0.050061199988704175, 0.057049400013056584]",14.967838500000653,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT_Control,1,10,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,2,0,15.226054999991902,None,"['1', '2']",1,"[-0.08343859999149572, 0.0121653999958653]",15.226054999991902,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,11,['1'],1,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT_Control,1,11,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,2,0,15.367709999991348,None,"['3', '1']",1,"[-0.029579100009868853, 0.0894006000016816]",15.367709999991348,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,12,['2'],2,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,1,1,15.643880300005549,None,['2'],1,[-0.012721400009468198],15.643880300005549,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,1,1,15.781482999998843,None,['3'],1,[-0.12093649999587797],15.781482999998843,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,14,['2'],2,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,2,0,15.916774099998293,None,"['1', '2']",1,"[0.12599870000849478, 0.19475490000331774]",15.916774099998293,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,1,15,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,1,1,16.338812400004826,None,['3'],1,[-0.10819169999740552],16.338812400004826,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,16,['2'],2,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,1,16,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,2,0,16.476835099994787,None,"['1', '2']",1,"[-0.11588409999967553, -0.04689990000042599]",16.476835099994787,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,17,['3'],3,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,1,17,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,1,1,16.614359200000763,None,['3'],1,[-0.06867520000378136],16.614359200000763,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,18,['2'],2,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,1,18,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,2,0,16.752061599996523,None,"['1', '2']",1,"[-0.08821979998901952, -0.008121499995468184]",16.752061599996523,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,19,['1'],1,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,1,19,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,1,1,16.889374099991983,None,['1'],1,[0.20976699999300763],16.889374099991983,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,20,['3'],3,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,1,20,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,2,0,17.309819499991136,None,"['2', '3']",1,"[0.021139799995580688, 0.1568390000029467]",17.309819499991136,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,1,1,17.593637800004217,None,['1'],1,[-0.03326989999914076],17.593637800004217,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,1,1,17.727921600002446,None,['2'],1,[-0.03396220000286121],17.727921600002446,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,1,23,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,1,1,17.870124399996712,None,['3'],1,[-0.08510759999626316],17.870124399996712,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,1,24,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,2,0,17.997331199992914,None,"['1', '2']",1,"[-0.07178759999806061, -0.006976499993470497]",17.997331199992914,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,25,['1'],1,TMTstop-control_1_1linestimulus22.png,TMTstop-control_1_1greenlinestimulus22.png,TMTstop-control_1_1redlinestimulus22.png,TMT_Control,1,25,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,2,0,18.12490579999576,None,"['3', '1']",1,"[-0.010272599989548326, 0.11206310000852682]",18.12490579999576,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,None,None,None,TMTstop-control_1_1linestimulus23.png,TMTstop-control_1_1greenlinestimulus23.png,TMTstop-control_1_1redlinestimulus23.png,TMT_Control,1,Feedback_last,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,2,0,18.385095899997395,None,"['2', '3']",0,"[-0.08420110000588465, 0.029891300000599585]",18.385095899997395,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,1,['2'],2,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,2,26,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,2,0,22.5194177999947,None,"['1', '2']",1,"[0.5784511000092607, 0.6780460000009043]",22.5194177999947,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,2,['3'],3,TMTstop-control_1_2.png,TMTstop-control_1_2firstgreen.png,TMTstop-control_1_2firstred.png,TMT_Control,2,27,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,1,1,23.32615860000078,None,['3'],1,[-0.02655419999791775],23.32615860000078,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,3,['2'],2,TMTstop-control_1_2linestimulus0.png,TMTstop-control_1_2greenlinestimulus0.png,TMTstop-control_1_2redlinestimulus0.png,TMT_Control,2,28,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,2,0,23.45781469999929,None,"['1', '2']",1,"[0.007345400008489378, 0.08015780001005623]",23.45781469999929,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,4,['3'],3,TMTstop-control_1_2linestimulus1.png,TMTstop-control_1_2greenlinestimulus1.png,TMTstop-control_1_2redlinestimulus1.png,TMT_Control,2,29,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,1,1,23.733720200005337,None,['3'],1,[-0.09103029999823775],23.733720200005337,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,5,['2'],2,TMTstop-control_1_2linestimulus2.png,TMTstop-control_1_2greenlinestimulus2.png,TMTstop-control_1_2redlinestimulus2.png,TMT_Control,2,30,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,2,0,23.872368800002732,None,"['1', '2']",1,"[-0.10158220000448637, -0.03199819999281317]",23.872368800002732,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,6,['3'],3,TMTstop-control_1_2linestimulus3.png,TMTstop-control_1_2greenlinestimulus3.png,TMTstop-control_1_2redlinestimulus3.png,TMT_Control,2,31,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,1,1,23.998812999998336,None,['3'],1,[-0.0021656999888364226],23.998812999998336,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,7,['2'],2,TMTstop-control_1_2linestimulus4.png,TMTstop-control_1_2greenlinestimulus4.png,TMTstop-control_1_2redlinestimulus4.png,TMT_Control,2,32,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,2,0,24.13939159999427,None,"['1', '2']",1,"[-0.0011754000006476417, 0.0910345000011148]",24.13939159999427,None,,001,2022_May_10_1100,TMT_fmri,2021.2.3,None,
