key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,7.183243299994501,10.648125399995479,None,,,,001,2022_Nov_18_0002,TMT_fmri,2021.2.3,59.951175764075,
,,,,10.648125399995479,None,,,,,,,
