Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Blocks_Control3.thisRepN,Blocks_Control3.thisTrialN,Blocks_Control3.thisN,Blocks_Control3.thisIndex,trials_Control3.thisRepN,trials_Control3.thisTrialN,trials_Control3.thisN,trials_Control3.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,text_2.started,text_2.stopped,Stim_2.started,Stim_2.stopped,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C4,78:104,17,['3'],3,TMTstop-control_1_4linestimulus14.png,TMTstop-control_1_4greenlinestimulus14.png,TMTstop-control_1_4redlinestimulus14.png,TMT_Control,C4,92,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.8497315499917,None,None,0,,142.8497315499917,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,18,['1'],1,TMTstop-control_1_4linestimulus15.png,TMTstop-control_1_4greenlinestimulus15.png,TMTstop-control_1_4redlinestimulus15.png,TMT_Control,C4,93,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.88309164999083,None,None,0,,142.88309164999083,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,19,['2'],2,TMTstop-control_1_4linestimulus16.png,TMTstop-control_1_4greenlinestimulus16.png,TMTstop-control_1_4redlinestimulus16.png,TMT_Control,C4,94,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.91645174998993,None,None,0,,142.91645174998993,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,20,['1'],1,TMTstop-control_1_4linestimulus17.png,TMTstop-control_1_4greenlinestimulus17.png,TMTstop-control_1_4redlinestimulus17.png,TMT_Control,C4,95,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.94981184998906,None,None,0,,142.94981184998906,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,21,['2'],2,TMTstop-control_1_4linestimulus18.png,TMTstop-control_1_4greenlinestimulus18.png,TMTstop-control_1_4redlinestimulus18.png,TMT_Control,C4,96,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.9831719499882,None,None,0,,142.9831719499882,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,22,['1'],1,TMTstop-control_1_4linestimulus19.png,TMTstop-control_1_4greenlinestimulus19.png,TMTstop-control_1_4redlinestimulus19.png,TMT_Control,C4,97,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,0,0,,143.03321209998686,None,None,0,,143.03321209998686,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,23,['2'],2,TMTstop-control_1_4linestimulus20.png,TMTstop-control_1_4greenlinestimulus20.png,TMTstop-control_1_4redlinestimulus20.png,TMT_Control,C4,98,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,0,0,,143.06657219998598,None,None,0,,143.06657219998598,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,24,['1'],1,TMTstop-control_1_4linestimulus21.png,TMTstop-control_1_4greenlinestimulus21.png,TMTstop-control_1_4redlinestimulus21.png,TMT_Control,C4,99,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,0,0,,143.09993229998508,None,None,0,,143.09993229998508,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,25,['2'],2,TMTstop-control_1_4linestimulus22.png,TMTstop-control_1_4greenlinestimulus22.png,TMTstop-control_1_4redlinestimulus22.png,TMT_Control,C4,100,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,0,0,,143.1332923999842,None,None,0,,143.1332923999842,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,None,None,None,TMTstop-control_1_4linestimulus23.png,TMTstop-control_1_4greenlinestimulus23.png,TMTstop-control_1_4redlinestimulus23.png,TMT_Control,C4,Feedback_last,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,0,0,,143.16665249998331,None,None,1,,143.16665249998331,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,1,['3'],3,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMT_B,B1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3,0,124.10437320001074,150.46146099999896,None,"['1', '2', '3']",1,"[1.9389357000036398, 2.0308611000073142, 2.0977630999987014]",150.46146099999896,None,143.24744800000917,None,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,A,['1'],1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,TMT_B,B1,2,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,1,1,124.24398710000969,152.63077030000568,None,['1'],1,[0.0802010000043083],152.63077030000568,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,2,['3'],3,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,TMT_B,B1,3,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,2,0,124.3779962000117,152.76423330001126,None,"['2', '3']",1,"[0.00791850000678096, 0.0819960000080755]",152.76423330001126,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,B,['2'],2,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,TMT_B,B1,4,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,2,0,124.58498949999921,152.9045244000008,None,"['1', '2']",1,"[0.09310220000043046, 0.1474060000036843]",152.9045244000008,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,3,['1'],1,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,TMT_B,B1,5,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,2,0,124.8178912000003,153.1047538999992,None,"['3', '1']",1,"[0.033643600007053465, 0.17553480000060517]",153.1047538999992,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,C,['3'],3,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,TMT_B,B1,6,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,2,0,124.99185770000622,153.33836050001264,None,"['2', '3']",1,"[0.005556899996008724, 0.07682180000119843]",153.33836050001264,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,4,['2'],2,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,TMT_B,B1,7,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,2,0,125.33359220001148,153.5121044000116,None,"['1', '2']",1,"[0.19519620000210125, 0.2643187000066973]",153.5121044000116,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,D,['1'],1,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,TMT_B,B1,8,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,2,0,125.62050119999913,153.85330430000613,None,"['3', '1']",1,"[0.007005699997534975, 0.19286969999666326]",153.85330430000613,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,5,['3'],3,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,TMT_B,B1,9,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,2,0,125.77064889999747,154.14056890000938,None,"['2', '3']",1,"[-0.036261500004911795, 0.05979189999925438]",154.14056890000938,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,E,['1'],1,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,TMT_B,B1,10,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,1,1,125.9046195000119,154.2910402000125,None,['1'],1,[0.07419499999377877],154.2910402000125,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,6,['3'],3,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,TMT_B,B1,11,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,2,0,126.03849340000306,154.42461390000244,None,"['2', '3']",1,"[0.004741099997772835, 0.08222750001004897]",154.42461390000244,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,F,['1'],1,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,TMT_B,B1,12,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,0,0,,154.5654157000099,None,None,0,,154.5654157000099,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,7,['3'],3,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,TMT_B,B1,13,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,0,0,,240.29642945000816,None,None,0,,240.29642945000816,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,G,['2'],2,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,TMT_B,B1,14,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,0,0,,240.3131095000077,None,None,0,,240.3131095000077,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,8,['3'],3,TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,TMT_B,B1,15,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,0,0,,240.34646960000683,None,None,0,,240.34646960000683,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,H,['1'],1,TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,TMT_B,B1,16,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,0,0,,240.37982970000596,None,None,0,,240.37982970000596,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,9,['3'],3,TMTstop-B_1_1linestimulus14.png,TMTstop-B_1_1greenlinestimulus14.png,TMTstop-B_1_1redlinestimulus14.png,TMT_B,B1,17,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,0,0,,240.41318980000506,None,None,0,,240.41318980000506,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,I,['2'],2,TMTstop-B_1_1linestimulus15.png,TMTstop-B_1_1greenlinestimulus15.png,TMTstop-B_1_1redlinestimulus15.png,TMT_B,B1,18,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,0,0,,240.4465499000042,None,None,0,,240.4465499000042,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,10,['3'],3,TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,TMT_B,B1,19,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,0,0,,240.4799100000033,None,None,0,,240.4799100000033,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,J,['2'],2,TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,TMT_B,B1,20,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,0,0,,240.51327010000242,None,None,0,,240.51327010000242,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,11,['1'],1,TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,TMT_B,B1,21,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,0,0,,240.54663020000154,None,None,0,,240.54663020000154,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,K,['2'],2,TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,TMT_B,B1,22,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,0,0,,240.57999030000065,None,None,0,,240.57999030000065,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,12,['1'],1,TMTstop-B_1_1linestimulus20.png,TMTstop-B_1_1greenlinestimulus20.png,TMTstop-B_1_1redlinestimulus20.png,TMT_B,B1,23,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,0,0,,240.61335039999977,None,None,0,,240.61335039999977,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,L,['2'],2,TMTstop-B_1_1linestimulus21.png,TMTstop-B_1_1greenlinestimulus21.png,TMTstop-B_1_1redlinestimulus21.png,TMT_B,B1,24,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,0,0,,240.64671049999887,None,None,0,,240.64671049999887,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,13,['1'],1,TMTstop-B_1_1linestimulus22.png,TMTstop-B_1_1greenlinestimulus22.png,TMTstop-B_1_1redlinestimulus22.png,TMT_B,B1,25,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,0,0,,240.680070599998,None,None,0,,240.680070599998,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B1,364:390,None,None,None,TMTstop-B_1_1linestimulus23.png,TMTstop-B_1_1greenlinestimulus23.png,TMTstop-B_1_1redlinestimulus23.png,TMT_B,B1,Feedback_last,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,0,0,,240.71343069999713,None,None,1,,240.71343069999713,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,1,['1'],1,TMTstop-B_1_2.png,TMTstop-B_1_2.png,TMTstop-B_1_2.png,TMT_B,B2,26,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,0,0,,241.01367159998918,None,None,0,,241.01367159998918,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,A,['2'],2,TMTstop-B_1_2.png,TMTstop-B_1_2firstgreen.png,TMTstop-B_1_2firstred.png,TMT_B,B2,27,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,0,0,,241.0470316999883,None,None,0,,241.0470316999883,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,2,['1'],1,TMTstop-B_1_2linestimulus0.png,TMTstop-B_1_2greenlinestimulus0.png,TMTstop-B_1_2redlinestimulus0.png,TMT_B,B2,28,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,0,0,,241.0803917999874,None,None,0,,241.0803917999874,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,B,['2'],2,TMTstop-B_1_2linestimulus1.png,TMTstop-B_1_2greenlinestimulus1.png,TMTstop-B_1_2redlinestimulus1.png,TMT_B,B2,29,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,0,0,,241.11375189998654,None,None,0,,241.11375189998654,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,3,['1'],1,TMTstop-B_1_2linestimulus2.png,TMTstop-B_1_2greenlinestimulus2.png,TMTstop-B_1_2redlinestimulus2.png,TMT_B,B2,30,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,0,0,,241.14711199998564,None,None,0,,241.14711199998564,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,C,['3'],3,TMTstop-B_1_2linestimulus3.png,TMTstop-B_1_2greenlinestimulus3.png,TMTstop-B_1_2redlinestimulus3.png,TMT_B,B2,31,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,0,0,,241.1637920499852,None,None,0,,241.1637920499852,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,4,['2'],2,TMTstop-B_1_2linestimulus4.png,TMTstop-B_1_2greenlinestimulus4.png,TMTstop-B_1_2redlinestimulus4.png,TMT_B,B2,32,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,0,0,,241.2138321999839,None,None,0,,241.2138321999839,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,D,['1'],1,TMTstop-B_1_2linestimulus5.png,TMTstop-B_1_2greenlinestimulus5.png,TMTstop-B_1_2redlinestimulus5.png,TMT_B,B2,33,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,0,0,,241.23051224998343,None,None,0,,241.23051224998343,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,5,['2'],2,TMTstop-B_1_2linestimulus6.png,TMTstop-B_1_2greenlinestimulus6.png,TMTstop-B_1_2redlinestimulus6.png,TMT_B,B2,34,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,0,0,,241.26387234998256,None,None,0,,241.26387234998256,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,E,['3'],3,TMTstop-B_1_2linestimulus7.png,TMTstop-B_1_2greenlinestimulus7.png,TMTstop-B_1_2redlinestimulus7.png,TMT_B,B2,35,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,0,0,,241.2972324499817,None,None,0,,241.2972324499817,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,6,['1'],1,TMTstop-B_1_2linestimulus8.png,TMTstop-B_1_2greenlinestimulus8.png,TMTstop-B_1_2redlinestimulus8.png,TMT_B,B2,36,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,0,0,,241.34727259998036,None,None,0,,241.34727259998036,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,F,['3'],3,TMTstop-B_1_2linestimulus9.png,TMTstop-B_1_2greenlinestimulus9.png,TMTstop-B_1_2redlinestimulus9.png,TMT_B,B2,37,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,0,0,,241.3806326999795,None,None,0,,241.3806326999795,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,7,['1'],1,TMTstop-B_1_2linestimulus10.png,TMTstop-B_1_2greenlinestimulus10.png,TMTstop-B_1_2redlinestimulus10.png,TMT_B,B2,38,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,0,0,,241.4139927999786,None,None,0,,241.4139927999786,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,G,['2'],2,TMTstop-B_1_2linestimulus11.png,TMTstop-B_1_2greenlinestimulus11.png,TMTstop-B_1_2redlinestimulus11.png,TMT_B,B2,39,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,0,0,,241.44735289997772,None,None,0,,241.44735289997772,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,8,['1'],1,TMTstop-B_1_2linestimulus12.png,TMTstop-B_1_2greenlinestimulus12.png,TMTstop-B_1_2redlinestimulus12.png,TMT_B,B2,40,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,0,0,,241.48071299997682,None,None,0,,241.48071299997682,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,H,['2'],2,TMTstop-B_1_2linestimulus13.png,TMTstop-B_1_2greenlinestimulus13.png,TMTstop-B_1_2redlinestimulus13.png,TMT_B,B2,41,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,0,0,,241.51407309997595,None,None,0,,241.51407309997595,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,9,['3'],3,TMTstop-B_1_2linestimulus14.png,TMTstop-B_1_2greenlinestimulus14.png,TMTstop-B_1_2redlinestimulus14.png,TMT_B,B2,42,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,0,0,,241.54743319997507,None,None,0,,241.54743319997507,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,I,['1'],1,TMTstop-B_1_2linestimulus15.png,TMTstop-B_1_2greenlinestimulus15.png,TMTstop-B_1_2redlinestimulus15.png,TMT_B,B2,43,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,0,0,,241.5641132499746,None,None,0,,241.5641132499746,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
B2,390:416,10,['2'],2,TMTstop-B_1_2linestimulus16.png,TMTstop-B_1_2greenlinestimulus16.png,TMTstop-B_1_2redlinestimulus16.png,TMT_B,B2,44,None,3,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,0,0,,241.59747334997374,None,None,0,,241.59747334997374,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
