Block_paper,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,Blocks_Control1.thisRepN,Blocks_Control1.thisTrialN,Blocks_Control1.thisN,Blocks_Control1.thisIndex,trials_Control1.thisRepN,trials_Control1.thisTrialN,trials_Control1.thisN,trials_Control1.thisIndex,Blocks_TMTA1.thisRepN,Blocks_TMTA1.thisTrialN,Blocks_TMTA1.thisN,Blocks_TMTA1.thisIndex,trials_TMTA1.thisRepN,trials_TMTA1.thisTrialN,trials_TMTA1.thisN,trials_TMTA1.thisIndex,Blocks_Control2.thisRepN,Blocks_Control2.thisTrialN,Blocks_Control2.thisN,Blocks_Control2.thisIndex,trials_Control2.thisRepN,trials_Control2.thisTrialN,trials_Control2.thisN,trials_Control2.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Blocks_Control3.thisRepN,Blocks_Control3.thisTrialN,Blocks_Control3.thisN,Blocks_Control3.thisIndex,trials_Control3.thisRepN,trials_Control3.thisTrialN,trials_Control3.thisN,trials_Control3.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,Info2.started,Info2.stopped,text_2.started,text_2.stopped,Stim_2.started,Stim_2.stopped,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
C3,52:78,3,['2'],2,TMTstop-control_1_3linestimulus0.png,TMTstop-control_1_3greenlinestimulus0.png,TMTstop-control_1_3redlinestimulus0.png,TMT_Control,C3,53,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,73.06748040000093,101.48725030000787,None,['2'],1,[0.0250369999994291],101.48725030000787,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,4,['1'],1,TMTstop-control_1_3linestimulus1.png,TMTstop-control_1_3greenlinestimulus1.png,TMTstop-control_1_3redlinestimulus1.png,TMT_Control,C3,54,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,2,0,73.26739890000317,101.5874244000006,None,"['3', '1']",1,"[-0.022984399998676963, 0.11156689999916125]",101.5874244000006,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,5,['3'],3,TMTstop-control_1_3linestimulus2.png,TMTstop-control_1_3greenlinestimulus2.png,TMTstop-control_1_3redlinestimulus2.png,TMT_Control,C3,55,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,2,0,73.36734969999816,101.78768140000466,None,"['2', '3']",1,"[-0.025473200003034435, 0.03363179998996202]",101.78768140000466,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,6,['1'],1,TMTstop-control_1_3linestimulus3.png,TMTstop-control_1_3greenlinestimulus3.png,TMTstop-control_1_3redlinestimulus3.png,TMT_Control,C3,56,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,0,0,,101.88774470001226,None,None,0,,101.88774470001226,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,7,['2'],2,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus4.png,TMTstop-control_1_3redlinestimulus4.png,TMT_Control,C3,57,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.63449100000145,None,None,0,,139.63449100000145,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,8,['3'],3,TMTstop-control_1_3linestimulus4.png,TMTstop-control_1_3greenlinestimulus5.png,TMTstop-control_1_3redlinestimulus5.png,TMT_Control,C3,58,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.66785110000055,None,None,0,,139.66785110000055,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,9,['1'],1,TMTstop-control_1_3linestimulus6.png,TMTstop-control_1_3greenlinestimulus6.png,TMTstop-control_1_3redlinestimulus6.png,TMT_Control,C3,59,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.70121119999968,None,None,0,,139.70121119999968,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,10,['2'],2,TMTstop-control_1_3linestimulus7.png,TMTstop-control_1_3greenlinestimulus7.png,TMTstop-control_1_3redlinestimulus7.png,TMT_Control,C3,60,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.7345712999988,None,None,0,,139.7345712999988,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,11,['1'],1,TMTstop-control_1_3linestimulus8.png,TMTstop-control_1_3greenlinestimulus8.png,TMTstop-control_1_3redlinestimulus8.png,TMT_Control,C3,61,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.7679313999979,None,None,0,,139.7679313999979,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,12,['2'],2,TMTstop-control_1_3linestimulus9.png,TMTstop-control_1_3greenlinestimulus9.png,TMTstop-control_1_3redlinestimulus9.png,TMT_Control,C3,62,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.78461144999747,None,None,0,,139.78461144999747,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,13,['3'],3,TMTstop-control_1_3linestimulus10.png,TMTstop-control_1_3greenlinestimulus10.png,TMTstop-control_1_3redlinestimulus10.png,TMT_Control,C3,63,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.8179715499966,None,None,0,,139.8179715499966,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,14,['2'],2,TMTstop-control_1_3linestimulus11.png,TMTstop-control_1_3greenlinestimulus11.png,TMTstop-control_1_3redlinestimulus11.png,TMT_Control,C3,64,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.8513316499957,None,None,0,,139.8513316499957,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,15,['1'],1,TMTstop-control_1_3linestimulus12.png,TMTstop-control_1_3greenlinestimulus12.png,TMTstop-control_1_3redlinestimulus12.png,TMT_Control,C3,65,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.88469174999483,None,None,0,,139.88469174999483,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,16,['3'],3,TMTstop-control_1_3linestimulus13.png,TMTstop-control_1_3greenlinestimulus13.png,TMTstop-control_1_3redlinestimulus13.png,TMT_Control,C3,66,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.9013717999944,None,None,0,,139.9013717999944,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,17,['1'],1,TMTstop-control_1_3linestimulus14.png,TMTstop-control_1_3greenlinestimulus14.png,TMTstop-control_1_3redlinestimulus14.png,TMT_Control,C3,67,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.9347318999935,None,None,0,,139.9347318999935,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,18,['3'],3,TMTstop-control_1_3linestimulus15.png,TMTstop-control_1_3greenlinestimulus15.png,TMTstop-control_1_3redlinestimulus15.png,TMT_Control,C3,68,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,0,0,,139.96809199999262,None,None,0,,139.96809199999262,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,19,['2'],2,TMTstop-control_1_3linestimulus16.png,TMTstop-control_1_3greenlinestimulus16.png,TMTstop-control_1_3redlinestimulus16.png,TMT_Control,C3,69,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.00145209999172,None,None,0,,140.00145209999172,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,20,['1'],1,TMTstop-control_1_3linestimulus17.png,TMTstop-control_1_3greenlinestimulus17.png,TMTstop-control_1_3redlinestimulus17.png,TMT_Control,C3,70,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.03481219999085,None,None,0,,140.03481219999085,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,21,['3'],3,TMTstop-control_1_3linestimulus18.png,TMTstop-control_1_3greenlinestimulus18.png,TMTstop-control_1_3redlinestimulus18.png,TMT_Control,C3,71,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.06817229998998,None,None,0,,140.06817229998998,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,22,['2'],2,TMTstop-control_1_3linestimulus19.png,TMTstop-control_1_3greenlinestimulus19.png,TMTstop-control_1_3redlinestimulus19.png,TMT_Control,C3,72,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.10153239998908,None,None,0,,140.10153239998908,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,23,['3'],3,TMTstop-control_1_3linestimulus20.png,TMTstop-control_1_3greenlinestimulus20.png,TMTstop-control_1_3redlinestimulus20.png,TMT_Control,C3,73,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.1348924999882,None,None,0,,140.1348924999882,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,24,['1'],1,TMTstop-control_1_3linestimulus21.png,TMTstop-control_1_3greenlinestimulus21.png,TMTstop-control_1_3redlinestimulus21.png,TMT_Control,C3,74,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.1682525999873,None,None,0,,140.1682525999873,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,25,['2'],2,TMTstop-control_1_3linestimulus22.png,TMTstop-control_1_3greenlinestimulus22.png,TMTstop-control_1_3redlinestimulus22.png,TMT_Control,C3,75,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.18493264998688,None,None,0,,140.18493264998688,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C3,52:78,None,None,None,TMTstop-control_1_3linestimulus23.png,TMTstop-control_1_3greenlinestimulus23.png,TMTstop-control_1_3redlinestimulus23.png,TMT_Control,C3,Feedback_last,None,1,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,0,0,,140.218292749986,None,None,1,,140.218292749986,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,1,['2'],2,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMT_Control,C4,76,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.3660101000045,None,None,0,,142.3660101000045,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,2,['1'],1,TMTstop-control_1_4.png,TMTstop-control_1_4firstgreen.png,TMTstop-control_1_4firstred.png,TMT_Control,C4,77,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.39937020000363,None,None,0,,142.39937020000363,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,3,['3'],3,TMTstop-control_1_4linestimulus0.png,TMTstop-control_1_4greenlinestimulus0.png,TMTstop-control_1_4redlinestimulus0.png,TMT_Control,C4,78,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.43273030000273,None,None,0,,142.43273030000273,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,4,['1'],1,TMTstop-control_1_4linestimulus1.png,TMTstop-control_1_4greenlinestimulus1.png,TMTstop-control_1_4redlinestimulus1.png,TMT_Control,C4,79,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.4494103500023,None,None,0,,142.4494103500023,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,5,['3'],3,TMTstop-control_1_4linestimulus2.png,TMTstop-control_1_4greenlinestimulus2.png,TMTstop-control_1_4redlinestimulus2.png,TMT_Control,C4,80,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.48277045000142,None,None,0,,142.48277045000142,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,6,['1'],1,TMTstop-control_1_4linestimulus3.png,TMTstop-control_1_4greenlinestimulus3.png,TMTstop-control_1_4redlinestimulus3.png,TMT_Control,C4,81,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.51613055000053,None,None,0,,142.51613055000053,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,7,['3'],3,TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus4.png,TMTstop-control_1_4redlinestimulus4.png,TMT_Control,C4,82,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.54949064999965,None,None,0,,142.54949064999965,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,8,['1'],1,TMTstop-control_1_4linestimulus4.png,TMTstop-control_1_4greenlinestimulus5.png,TMTstop-control_1_4redlinestimulus5.png,TMT_Control,C4,83,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.58285074999876,None,None,0,,142.58285074999876,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,9,['3'],3,TMTstop-control_1_4linestimulus6.png,TMTstop-control_1_4greenlinestimulus6.png,TMTstop-control_1_4redlinestimulus6.png,TMT_Control,C4,84,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.61621084999788,None,None,0,,142.61621084999788,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,10,['2'],2,TMTstop-control_1_4linestimulus7.png,TMTstop-control_1_4greenlinestimulus7.png,TMTstop-control_1_4redlinestimulus7.png,TMT_Control,C4,85,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.63289089999745,None,None,0,,142.63289089999745,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,11,['1'],1,TMTstop-control_1_4linestimulus8.png,TMTstop-control_1_4greenlinestimulus8.png,TMTstop-control_1_4redlinestimulus8.png,TMT_Control,C4,86,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.66625099999655,None,None,0,,142.66625099999655,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,12,['3'],3,TMTstop-control_1_4linestimulus9.png,TMTstop-control_1_4greenlinestimulus9.png,TMTstop-control_1_4redlinestimulus9.png,TMT_Control,C4,87,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.69961109999568,None,None,0,,142.69961109999568,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,13,['2'],2,TMTstop-control_1_4linestimulus10.png,TMTstop-control_1_4greenlinestimulus10.png,TMTstop-control_1_4redlinestimulus10.png,TMT_Control,C4,88,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.7329711999948,None,None,0,,142.7329711999948,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,14,['3'],3,TMTstop-control_1_4linestimulus11.png,TMTstop-control_1_4greenlinestimulus11.png,TMTstop-control_1_4redlinestimulus11.png,TMT_Control,C4,89,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.7663312999939,None,None,0,,142.7663312999939,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,15,['2'],2,TMTstop-control_1_4linestimulus12.png,TMTstop-control_1_4greenlinestimulus12.png,TMTstop-control_1_4redlinestimulus12.png,TMT_Control,C4,90,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.78301134999347,None,None,0,,142.78301134999347,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
C4,78:104,16,['1'],1,TMTstop-control_1_4linestimulus13.png,TMTstop-control_1_4greenlinestimulus13.png,TMTstop-control_1_4redlinestimulus13.png,TMT_Control,C4,91,None,1,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,0,0,,142.8163714499926,None,None,0,,142.8163714499926,None,,,,,,,,,,,,,001,2022_Nov_17_2308,TMT_fmri,2021.2.3,60.936187016598765,
