NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.251232499998878,None,6.251232499998878,None,6.89527399999497,None,9.945794699990074,None,1,0.3127766999969026,9.945794699990074,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.334594099986134,None,2,0.1072845999879064,10.334594099986134,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,10.550023399991915,None,3,0.15344229999755044,10.550023399991915,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,10.799950999993598,None,1,0.08828129999164958,10.799950999993598,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,10.974857299996074,None,2,0.08934759999101516,10.974857299996074,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.154687799993553,None,3,0.14496730000246316,11.154687799993553,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,11.411694599999464,None,1,0.09916740001062863,11.411694599999464,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,11.598516499987454,None,3,0.026411399987409823,11.598516499987454,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,11.703332399993087,None,2,0.02261949999956414,11.703332399993087,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,11.807042999993428,None,3,0.10246809999807738,11.807042999993428,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,12.016084899994894,None,1,0.0565472000016598,12.016084899994894,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,12.154592499995488,None,2,0.7416375000029802,12.154592499995488,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,12.966971699992428,None,None,,12.966971699992428,None,,001,2021_Nov_15_1743,TMTAB,2021.2.3,144.35534510757373,
