NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,1,1,1.0,13.478036880493164,13.478036880493164,0.0,,1.0,1.0,0.0,2,0.8460984998382628,13.478036880493164,13.478036880493164,0.0,,0.0
A,['1'],1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,1,2,1.0,14.395634651184082,14.395634651184082,0.0,,1.0,1.0,0.0,3,1,0.49583050003275275,0.7784170999657363,14.395634651184082,14.395634651184082,0.0,,1.0
2,['2'],2,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,1,3,1.0,15.272860527038574,15.272860527038574,0.0,,1.0,1.0,0.0,2,-0.06852520001120865,15.272860527038574,15.272860527038574,0.0,,2.0
B,['1'],1,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,1,4,1.0,15.353238105773926,15.353238105773926,0.0,,1.0,1.0,0.0,3,1,0.0009075000416487455,0.1819025999866426,15.353238105773926,15.353238105773926,0.0,,3.0
3,['3'],3,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,1,5,1.0,15.659383773803711,15.659383773803711,0.0,,1.0,1.0,0.0,2,3,-0.05238209990784526,0.0419817001093179,15.659383773803711,15.659383773803711,0.0,,4.0
C,['2'],2,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,1,6,1.0,15.791766166687012,15.791766166687012,0.0,,1.0,1.0,0.0,1,2,0.05944520002231002,0.10086279991082847,15.791766166687012,15.791766166687012,0.0,,5.0
4,['3'],3,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,1,7,1.0,15.971333503723145,15.971333503723145,0.0,,1.0,1.0,0.0,3,0.03937219991348684,15.971333503723145,15.971333503723145,0.0,,6.0
D,['1'],1,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,1,8,1.0,16.08934211730957,16.08934211730957,0.0,,1.0,1.0,0.0,1,0.06927859992720187,16.08934211730957,16.08934211730957,0.0,,7.0
5,['2'],2,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,1,9,1.0,16.235824584960938,16.235824584960938,0.0,,1.0,1.0,0.0,2,-0.012532500084489584,16.235824584960938,16.235824584960938,0.0,,8.0
E,['3'],3,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,1,10,1.0,16.311656951904297,16.311656951904297,0.0,,1.0,1.0,0.0,3,0.018469000002369285,16.311656951904297,16.311656951904297,0.0,,9.0
6,['1'],1,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,1,11,1.0,16.42011260986328,16.42011260986328,0.0,,1.0,1.0,0.0,1,0.05597979994490743,16.42011260986328,16.42011260986328,0.0,,10.0
F,['2'],2,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,1,12,1.0,16.561542510986328,16.561542510986328,0.0,,1.0,1.0,0.0,2,-0.025948300026357174,16.561542510986328,16.561542510986328,0.0,,11.0
7,['1'],1,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,1,13,1.0,16.63871955871582,16.63871955871582,0.0,,1.0,1.0,0.0,3,1,0.02334580011665821,0.34357100003398955,16.63871955871582,16.63871955871582,0.0,,12.0
G,['2'],2,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,1,14,1.0,17.083036422729492,17.083036422729492,0.0,,1.0,1.0,0.0,2,0.05021629994735122,17.083036422729492,17.083036422729492,0.0,,13.0
8,['1'],1,TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,1,15,1.0,17.222064971923828,17.222064971923828,0.0,,1.0,1.0,0.0,3,1,-0.0594868001062423,0.12808699999004602,17.222064971923828,17.222064971923828,0.0,,14.0
H,['2'],2,TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,1,16,1.0,17.42279624938965,17.42279624938965,0.0,,1.0,1.0,0.0,2,0.04705440020188689,17.42279624938965,17.42279624938965,0.0,,15.0
9,['3'],3,TMTstop-B_1_1linestimulus14.png,TMTstop-B_1_1greenlinestimulus14.png,TMTstop-B_1_1redlinestimulus14.png,1,17,1.0,17.554750442504883,17.554750442504883,0.0,,1.0,1.0,0.0,3,0.005604299949482083,17.554750442504883,17.554750442504883,0.0,,16.0
I,['1'],1,TMTstop-B_1_1linestimulus15.png,TMTstop-B_1_1greenlinestimulus15.png,TMTstop-B_1_1redlinestimulus15.png,1,18,1.0,17.645347595214844,17.645347595214844,0.0,,1.0,1.0,0.0,1,0.09837249992415309,17.645347595214844,17.645347595214844,0.0,,17.0
10,['2'],2,TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,1,19,1.0,17.832609176635742,17.832609176635742,0.0,,1.0,1.0,0.0,2,-0.019415999995544553,17.832609176635742,17.832609176635742,0.0,,18.0
J,['1'],1,TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,1,20,1.0,17.91594123840332,17.91594123840332,0.0,,1.0,1.0,0.0,3,1,-0.0033245999366045,0.21734829992055893,17.91594123840332,17.91594123840332,0.0,,19.0
11,['2'],2,TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,1,21,1.0,18.24236488342285,18.24236488342285,0.0,,1.0,1.0,0.0,1,2,0.5327256999444216,0.6114878000225872,18.24236488342285,18.24236488342285,0.0,,20.0
K,['3'],3,TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,1,22,1.0,18.95069122314453,18.95069122314453,0.0,,1.0,1.0,0.0,3,-0.012797300005331635,18.95069122314453,18.95069122314453,0.0,,21.0
12,['1'],1,TMTstop-B_1_1linestimulus20.png,TMTstop-B_1_1greenlinestimulus20.png,TMTstop-B_1_1redlinestimulus20.png,1,23,1.0,19.04195213317871,19.04195213317871,0.0,,1.0,1.0,0.0,1,0.07289390009827912,19.04195213317871,19.04195213317871,0.0,,22.0
L,['3'],3,TMTstop-B_1_1linestimulus21.png,TMTstop-B_1_1greenlinestimulus21.png,TMTstop-B_1_1redlinestimulus21.png,1,24,1.0,19.215211868286133,19.215211868286133,0.0,,1.0,1.0,0.0,2,3,-0.06908400007523596,0.07322769984602928,19.215211868286133,19.215211868286133,0.0,,23.0
13,['2'],2,TMTstop-B_1_1linestimulus22.png,TMTstop-B_1_1greenlinestimulus22.png,TMTstop-B_1_1redlinestimulus22.png,1,25,1.0,19.40400505065918,19.40400505065918,0.0,,1.0,1.0,0.0,1,2,0.0514919999986887,0.08264329982921481,19.40400505065918,19.40400505065918,0.0,,24.0
None,None,None,TMTstop-B_1_1linestimulus23.png,TMTstop-B_1_1greenlinestimulus23.png,TMTstop-B_1_1redlinestimulus23.png,1,Feedback_last,1.0,19.582536697387695,19.582536697387695,0.0,,0.0,0.0,0.0,3,1,2,3,0.040614299941807985,0.1782645001076162,0.24677699990570545,0.3476541000418365,19.582536697387695,19.582536697387695,0.0,,25.0

extraInfo
participant,
session,001
date,2022_Feb_02_1708
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,144.17760382967097
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,TMTstop-B_1_2.png,TMTstop-B_1_2.png,TMTstop-B_1_2.png,2,26,1.0,23.67882537841797,23.67882537841797,0.0,,1.0,1.0,0.0,1,2,0.3081865001004189,0.4618540001101792,23.67882537841797,23.67882537841797,0.0,,0.0
A,['3'],3,TMTstop-B_1_2.png,TMTstop-B_1_2firstgreen.png,TMTstop-B_1_2firstred.png,2,27,1.0,24.24884605407715,24.24884605407715,0.0,,1.0,1.0,0.0,3,-0.04129779990762472,24.24884605407715,24.24884605407715,0.0,,1.0
2,['1'],1,TMTstop-B_1_2linestimulus0.png,TMTstop-B_1_2greenlinestimulus0.png,TMTstop-B_1_2redlinestimulus0.png,2,28,1.0,24.32528305053711,24.32528305053711,0.0,,1.0,1.0,0.0,1,0.035704800160601735,24.32528305053711,24.32528305053711,0.0,,2.0
