1.7120 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['pyo'] (in that order).
7.1684 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001312B267828>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001312B28BB00>, multiSample=False, name='window1', numSamples=2, pos=[760.0, 180.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='glfw')
7.1685 	EXP 	window1: mouseVisible = True
7.1685 	EXP 	window1: recordFrameIntervals = False
7.5250 	EXP 	window1: recordFrameIntervals = True
7.6631 	WARNING 	t of last frame was 78.25ms (=1/12)
7.7858 	WARNING 	t of last frame was 84.17ms (=1/11)
7.9240 	WARNING 	t of last frame was 88.82ms (=1/11)
8.0621 	WARNING 	t of last frame was 77.03ms (=1/12)
8.2005 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
10.4865 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

10.7781 	EXP 	Created Instruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='InkedInstructBfinal_LI.jpg', interpolate=True, mask=None, maskParams=None, name='Instruct', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.8, 0.8]), texRes=128.0, units='height', win=Window(...))
10.8938 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.5, pos=array([ 0.  , -0.45]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=2.0)
10.8981 	EXP 	Created Stim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Stim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.777, 1.   ]), texRes=128.0, units='height', win=Window(...))
10.9010 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.9064 	EXP 	Created Stim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Stim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.777, 1.   ]), texRes=128.0, units='height', win=Window(...))
10.9086 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.9141 	EXP 	Created Stim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Stim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.777, 1.   ]), texRes=128.0, units='height', win=Window(...))
10.9159 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.9205 	EXP 	Created Stim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Stim', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([1.777, 1.   ]), texRes=128.0, units='height', win=Window(...))
10.9407 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.0488 	EXP 	Instruct: autoDraw = True
11.0488 	EXP 	text_2: autoDraw = True
11.6846 	DATA 	Keypress: 1
11.6979 	EXP 	Imported TMT-B_1_1.xlsx as conditions, 13 conditions, 6 params
11.6982 	EXP 	Created sequence: sequential, trialTypes=13, nReps=1, seed=None
11.6985 	EXP 	New trial (rep=0, index=0): {'NumB_1_1erLetter': 1, 'corrAns': 1, 'StimFile': 'TMT-B_1_1.png', 'Correct_StimFile': 'TMT-B_1_1.png', 'False_StimFile': 'TMT-B_1_1.png', 'DurationTrial': 10}
11.8232 	EXP 	Instruct: autoDraw = False
11.8232 	EXP 	text_2: autoDraw = False
11.8232 	EXP 	Stim: image = 'TMT-B_1_1.png'
11.8232 	EXP 	Stim: image = 'TMT-B_1_1.png'
11.8232 	EXP 	Stim: autoDraw = True
11.9021 	DATA 	Keypress: 1
12.9796 	DATA 	Keypress: 1
12.9906 	EXP 	New trial (rep=0, index=1): {'NumB_1_1erLetter': 'A', 'corrAns': 2, 'StimFile': 'TMT-B_1_1.png', 'Correct_StimFile': 'TMT-B_1_1firstgreen.png', 'False_StimFile': 'TMT-B_1_1firstred.png', 'DurationTrial': 10}
13.0628 	EXP 	New trial (rep=0, index=2): {'NumB_1_1erLetter': 2, 'corrAns': 1, 'StimFile': 'TMT-B_1_1linestimulus0.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus0.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus0.png', 'DurationTrial': 10}
13.1570 	EXP 	Stim: autoDraw = False
13.1570 	EXP 	Stim: image = 'TMT-B_1_1firstgreen.png'
13.1570 	EXP 	Stim: image = 'TMT-B_1_1firstgreen.png'
13.1570 	EXP 	Stim: autoDraw = True
13.1570 	EXP 	Stim: autoDraw = False
13.1570 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus0.png'
13.1570 	EXP 	Stim: image = 'TMT-B_1_1redlinestimulus0.png'
13.1570 	EXP 	Stim: autoDraw = True
13.2411 	DATA 	Keypress: 1
14.7783 	DATA 	Keypress: 1
14.7860 	EXP 	New trial (rep=0, index=3): {'NumB_1_1erLetter': 'B', 'corrAns': 3, 'StimFile': 'TMT-B_1_1linestimulus1.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus1.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus1.png', 'DurationTrial': 10}
14.8451 	EXP 	New trial (rep=0, index=4): {'NumB_1_1erLetter': 3, 'corrAns': 2, 'StimFile': 'TMT-B_1_1linestimulus2.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus2.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus2.png', 'DurationTrial': 10}
14.9242 	EXP 	Stim: autoDraw = False
14.9242 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus1.png'
14.9242 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus1.png'
14.9242 	EXP 	Stim: autoDraw = True
14.9242 	EXP 	Stim: autoDraw = False
14.9242 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus2.png'
14.9242 	EXP 	Stim: image = 'TMT-B_1_1redlinestimulus2.png'
14.9242 	EXP 	Stim: autoDraw = True
15.1022 	DATA 	Keypress: 1
16.4533 	DATA 	Keypress: 1
16.8221 	DATA 	Keypress: 1
17.3033 	DATA 	Keypress: 2
17.3117 	EXP 	New trial (rep=0, index=5): {'NumB_1_1erLetter': 'C', 'corrAns': 1, 'StimFile': 'TMT-B_1_1linestimulus3.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus3.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus3.png', 'DurationTrial': 10}
17.3721 	EXP 	New trial (rep=0, index=6): {'NumB_1_1erLetter': 4, 'corrAns': 2, 'StimFile': 'TMT-B_1_1linestimulus4.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus4.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus4.png', 'DurationTrial': 10}
17.4421 	EXP 	Stim: autoDraw = False
17.4421 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus3.png'
17.4421 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus3.png'
17.4421 	EXP 	Stim: autoDraw = True
17.4421 	EXP 	Stim: autoDraw = False
17.4421 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus4.png'
17.4421 	EXP 	Stim: image = 'TMT-B_1_1redlinestimulus4.png'
17.4421 	EXP 	Stim: autoDraw = True
17.5603 	DATA 	Keypress: 2
17.9758 	DATA 	Keypress: 2
17.9835 	EXP 	New trial (rep=0, index=7): {'NumB_1_1erLetter': 'D', 'corrAns': 3, 'StimFile': 'TMT-B_1_1linestimulus5.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus5.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus5.png', 'DurationTrial': 10}
18.0450 	EXP 	New trial (rep=0, index=8): {'NumB_1_1erLetter': 5, 'corrAns': 2, 'StimFile': 'TMT-B_1_1linestimulus6.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus6.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus6.png', 'DurationTrial': 10}
18.1258 	EXP 	Stim: autoDraw = False
18.1258 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus5.png'
18.1258 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus5.png'
18.1258 	EXP 	Stim: autoDraw = True
18.1258 	EXP 	Stim: autoDraw = False
18.1258 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus6.png'
18.1258 	EXP 	Stim: image = 'TMT-B_1_1redlinestimulus6.png'
18.1258 	EXP 	Stim: autoDraw = True
18.2374 	DATA 	Keypress: 2
19.0234 	DATA 	Keypress: 2
19.0307 	EXP 	New trial (rep=0, index=9): {'NumB_1_1erLetter': 'E', 'corrAns': 1, 'StimFile': 'TMT-B_1_1linestimulus7.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus7.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus7.png', 'DurationTrial': 10}
19.0961 	EXP 	New trial (rep=0, index=10): {'NumB_1_1erLetter': 6, 'corrAns': 2, 'StimFile': 'TMT-B_1_1linestimulus8.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus8.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus8.png', 'DurationTrial': 10}
19.1761 	EXP 	Stim: autoDraw = False
19.1761 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus7.png'
19.1761 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus7.png'
19.1761 	EXP 	Stim: autoDraw = True
19.1761 	EXP 	Stim: autoDraw = False
19.1761 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus8.png'
19.1761 	EXP 	Stim: image = 'TMT-B_1_1redlinestimulus8.png'
19.1761 	EXP 	Stim: autoDraw = True
19.2848 	DATA 	Keypress: 2
19.9879 	DATA 	Keypress: 2
19.9965 	EXP 	New trial (rep=0, index=11): {'NumB_1_1erLetter': 'F', 'corrAns': 3, 'StimFile': 'TMT-B_1_1linestimulus9.png', 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus9.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus9.png', 'DurationTrial': 10}
20.0574 	EXP 	New trial (rep=0, index=12): {'NumB_1_1erLetter': None, 'corrAns': None, 'StimFile': None, 'Correct_StimFile': 'TMT-B_1_1greenlinestimulus10.png', 'False_StimFile': 'TMT-B_1_1redlinestimulus10.png', 'DurationTrial': 1}
20.2135 	EXP 	Stim: autoDraw = False
20.2135 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus9.png'
20.2135 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus9.png'
20.2135 	EXP 	Stim: autoDraw = True
20.2135 	EXP 	Stim: autoDraw = False
20.2135 	EXP 	Stim: image = 'TMT-B_1_1greenlinestimulus10.png'
20.2135 	EXP 	Stim: image = 'TMT-B_1_1redlinestimulus10.png'
20.2135 	EXP 	Stim: autoDraw = True
20.2380 	DATA 	Keypress: 2
21.4388 	DATA 	Keypress: 2
21.7220 	DATA 	Keypress: 2
23.8526 	DATA 	Keypress: 2
24.1304 	DATA 	Keypress: 2
24.8060 	DATA 	Keypress: 1
25.0680 	DATA 	Keypress: 1
25.4899 	DATA 	Keypress: 1
25.7295 	DATA 	Keypress: 1
25.9076 	DATA 	Keypress: 3
26.1409 	DATA 	Keypress: 3
26.3911 	DATA 	Keypress: 3
26.5741 	DATA 	Keypress: 3
53.7572 	DATA 	Keypress: esc
53.9535 	EXP 	window1: mouseVisible = True
