Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Blocks_TMTControl_2.thisRepN,Blocks_TMTControl_2.thisTrialN,Blocks_TMTControl_2.thisN,Blocks_TMTControl_2.thisIndex,trials_TMTControl_2.thisRepN,trials_TMTControl_2.thisTrialN,trials_TMTControl_2.thisN,trials_TMTControl_2.thisIndex,Blocks_TMTA_2.thisRepN,Blocks_TMTA_2.thisTrialN,Blocks_TMTA_2.thisN,Blocks_TMTA_2.thisIndex,trials_TMTA_2.thisRepN,trials_TMTA_2.thisTrialN,trials_TMTA_2.thisN,trials_TMTA_2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,11,['3'],3,TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,TMT_A,1,11,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,75.34455609999713,None,"['2', '3']",1,"[-0.11268500000005588, 0.024202800006605685]",75.34455609999713,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,12,['2'],2,TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,TMT_A,1,12,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,75.4865950000094,None,"['1', '2']",1,"[0.833316799995373, 0.9573622000025352]",75.4865950000094,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,13,['1'],1,TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,TMT_A,1,13,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,76.66172030000598,None,"['3', '1', '2', '3', '1']",1,"[-0.056143299996620044, 0.187515000012354, 0.20850680000148714, 0.3746205000061309, 1.4755939000024227]",76.66172030000598,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,14,['2'],2,TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,TMT_A,1,14,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,78.27834489999805,None,['2'],1,[-0.07251959999848623],78.27834489999805,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,15,['1'],1,TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,TMT_A,1,15,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,78.41787479999766,None,"['3', '1']",1,"[-0.06310410000151023, 0.12297850000322796]",78.41787479999766,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,16,['2'],2,TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,TMT_A,1,16,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,78.67157659999793,None,['2'],1,[-0.10358150000683963],78.67157659999793,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,17,['1'],1,TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,TMT_A,1,17,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,78.79909090000729,None,"['3', '1', '2', '3', '1']",1,"[-0.09394560000509955, 0.061634600002435036, 0.10664659999019932, 0.24983279999287333, 0.4850323999999091]",78.79909090000729,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,18,['3'],3,TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,TMT_A,1,18,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,79.43165359999693,None,"['2', '3']",1,"[-0.102321899990784, 0.052537900002789684]",79.43165359999693,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,19,['2'],2,TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,TMT_A,1,19,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,79.57440500000666,None,"['1', '2']",1,"[0.07982529999571852, 0.12960580000071786]",79.57440500000666,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,20,['3'],3,TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,TMT_A,1,20,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,79.8397796000063,None,['3'],1,[-0.007125500007532537],79.8397796000063,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,21,['1'],1,TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,TMT_A,1,21,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,79.96695770000224,None,['1'],1,[0.048766299994895235],79.96695770000224,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,22,['3'],3,TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,TMT_A,1,22,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,80.10849939999753,None,"['2', '3']",1,"[-0.024581700010458007, 0.09046739999030251]",80.10849939999753,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,23,['1'],1,TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,TMT_A,1,23,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,80.39080290000129,None,['1'],1,[-0.04472669999813661],80.39080290000129,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,24,['3'],3,TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,TMT_A,1,24,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,80.5196980000037,None,"['2', '3']",1,"[-0.1230039000074612, -0.00441000000864733]",80.5196980000037,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,25,['1'],1,TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,TMT_A,1,25,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,80.6458069000073,None,['1'],1,[0.03457679999701213],80.6458069000073,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_1.xlsx,0:26,None,None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,TMT_A,1,Feedback_last,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,80.78867490000266,None,"['2', '3']",0,"[-0.034986400001798756, 0.10334159999911208]",80.78867490000266,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_2.xlsx,26:52,1,['1'],1,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMT_A,2,26,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,84.98481890000403,None,None,0,,84.98481890000403,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_3.xlsx,52:78,1,['1'],1,TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMT_A,3,51,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,117.73824523333072,None,None,0,,117.73824523333072,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,1,['3'],3,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMT_B,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,0,127.90844710000965,None,"['1', '2', '3']",1,"[1.4842846000101417, 1.5519415000017034, 1.6869835999968927]",127.90844710000965,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,A,['1'],1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,TMT_B,1,2,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,129.72036380000645,None,['1'],1,[0.025886299990816042],129.72036380000645,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,2,['3'],3,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,TMT_B,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,2,0,129.8619245000009,None,"['2', '3']",1,"[-0.06471580000652466, 0.06016829999862239]",129.8619245000009,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,B,['2'],2,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,TMT_B,1,4,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,2,0,130.1380918000068,None,"['1', '2']",1,"[-0.07064859999809414, 0.01615680000395514]",130.1380918000068,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,3,['1'],1,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,TMT_B,1,5,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,2,0,130.26498500000162,None,"['3', '1']",1,"[0.016598100002738647, 0.15884440000809263]",130.26498500000162,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,C,['3'],3,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,TMT_B,1,6,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,2,0,130.58134170000267,None,"['2', '3']",1,"[-0.09729730000253767, 0.045806800000718795]",130.58134170000267,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,4,['2'],2,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,TMT_B,1,7,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,2,0,130.72483740000462,None,"['1', '2']",1,"[0.036174699998809956, 0.0860642000043299]",130.72483740000462,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,D,['1'],1,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,TMT_B,1,8,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,2,0,130.98333309999725,None,"['3', '1']",1,"[-0.030268899994553067, 0.10520520000136457]",130.98333309999725,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,5,['3'],3,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,TMT_B,1,9,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,2,0,131.25189500000852,None,"['2', '3']",1,"[-0.1077279000019189, 0.024519400001736358]",131.25189500000852,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,E,['1'],1,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,TMT_B,1,10,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,1,1,131.395577400006,None,['1'],1,[0.024653300002682954],131.395577400006,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,6,['3'],3,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,TMT_B,1,11,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,2,0,131.53100010000344,None,"['2', '3']",1,"[-0.048444799991557375, 0.08101730000635143]",131.53100010000344,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,F,['1'],1,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,TMT_B,1,12,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,1,1,131.7851396000042,None,['1'],1,[-0.036307999995187856],131.7851396000042,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,7,['3'],3,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,TMT_B,1,13,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,2,0,131.90941259999818,None,"['2', '3']",1,"[-0.08305220000329427, 0.036930299989762716]",131.90941259999818,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,G,['2'],2,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,TMT_B,1,14,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,2,0,132.0368465000065,None,"['1', '2']",1,"[0.05896280000160914, 0.12013860000297427]",132.0368465000065,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,8,['3'],3,TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,TMT_B,1,15,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,1,1,132.3031852999993,None,['3'],1,[-0.01986919999762904],132.3031852999993,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,H,['1'],1,TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,TMT_B,1,16,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,1,1,132.43067580000206,None,['1'],1,[-0.007452200006810017],132.43067580000206,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,9,['3'],3,TMTstop-B_1_1linestimulus14.png,TMTstop-B_1_1greenlinestimulus14.png,TMTstop-B_1_1redlinestimulus14.png,TMT_B,1,17,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,2,0,132.5704429000034,None,"['2', '3']",1,"[-0.09595410000474658, 0.04955109998991247]",132.5704429000034,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,I,['2'],2,TMTstop-B_1_1linestimulus15.png,TMTstop-B_1_1greenlinestimulus15.png,TMTstop-B_1_1redlinestimulus15.png,TMT_B,1,18,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,2,0,132.83470150000358,None,"['1', '2']",1,"[-0.08254899999883492, -0.03155030000198167]",132.83470150000358,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,10,['3'],3,TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,TMT_B,1,19,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,1,1,132.97514590001083,None,['3'],1,[-0.005902199991396628],132.97514590001083,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,J,['2'],2,TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,TMT_B,1,20,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,2,0,133.10138570000709,None,"['1', '2']",1,"[-0.009401000002981164, 0.032262900000205263]",133.10138570000709,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,11,['1'],1,TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,TMT_B,1,21,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,5,0,133.23300950000703,None,"['3', '1', '2', '3', '1']",1,"[0.05523539999558125, 0.1942475999967428, 0.22933740000007674, 0.4150243999902159, 0.5729125999932876]",133.23300950000703,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,K,['2'],2,TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,TMT_B,1,22,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,1,1,133.90128590000677,None,['2'],1,[-0.04897440000786446],133.90128590000677,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,12,['1'],1,TMTstop-B_1_1linestimulus20.png,TMTstop-B_1_1greenlinestimulus20.png,TMTstop-B_1_1redlinestimulus20.png,TMT_B,1,23,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,2,0,134.0269042,None,"['3', '1']",1,"[-0.004946500004734844, 0.1508326000039233]",134.0269042,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,L,['2'],2,TMTstop-B_1_1linestimulus21.png,TMTstop-B_1_1greenlinestimulus21.png,TMTstop-B_1_1redlinestimulus21.png,TMT_B,1,24,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,1,1,134.28337910000118,None,['2'],1,[-0.044980900012888014],134.28337910000118,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,13,['1'],1,TMTstop-B_1_1linestimulus22.png,TMTstop-B_1_1greenlinestimulus22.png,TMTstop-B_1_1redlinestimulus22.png,TMT_B,1,25,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,3,0,134.40997459999926,None,"['3', '2', '1']",1,"[-0.01593680000223685, 0.7034624999942025, 1.0856621999992058]",134.40997459999926,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_1.xlsx,0:26,None,None,None,TMTstop-B_1_1linestimulus23.png,TMTstop-B_1_1greenlinestimulus23.png,TMTstop-B_1_1redlinestimulus23.png,TMT_B,1,Feedback_last,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,0,0,135.60680989999673,None,None,1,,135.60680989999673,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-B_1_2.xlsx,26:52,1,['1'],1,TMTstop-B_1_2.png,TMTstop-B_1_2.png,TMTstop-B_1_2.png,TMT_B,2,26,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,139.69142070000817,None,None,0,,139.69142070000817,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-Control_1_5.xlsx,104:130,1,['3'],3,TMTstop-control_1_5.png,TMTstop-control_1_5.png,TMTstop-control_1_5.png,TMT_Control,5,101,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,185.990412433331,None,None,0,,185.990412433331,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-Control_1_6.xlsx,130:156,1,['3'],3,TMTstop-control_1_6.png,TMTstop-control_1_6.png,TMTstop-control_1_6.png,TMT_Control,6,126,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,0,0,186.190412433331,None,None,0,,186.190412433331,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-Control_1_7.xlsx,156:182,1,['1'],1,TMTstop-control_1_7.png,TMTstop-control_1_7.png,TMTstop-control_1_7.png,TMT_Control,7,151,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,0,0,186.390412433331,None,None,0,,186.390412433331,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-Control_1_8.xlsx,182:208,1,['3'],3,TMTstop-control_1_8.png,TMTstop-control_1_8.png,TMTstop-control_1_8.png,TMT_Control,8,176,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,0,0,186.59041243333098,None,None,0,,186.59041243333098,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_4.xlsx,78:104,1,['2'],2,TMTstop-A_1_4.png,TMTstop-A_1_4.png,TMTstop-A_1_4.png,TMT_A,4,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,0,196.86548583333402,None,None,0,,196.86548583333402,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_5.xlsx,104:130,1,['2'],2,TMTstop-A_1_5.png,TMTstop-A_1_5.png,TMTstop-A_1_5.png,TMT_A,5,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,0,0,197.0821525000007,None,None,0,,197.0821525000007,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
TMTstop-A_1_6.xlsx,130:156,1,['3'],3,TMTstop-A_1_6.png,TMTstop-A_1_6.png,TMTstop-A_1_6.png,TMT_A,6,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,0,0,197.29881916666736,None,None,0,,197.29881916666736,None,,001,2022_May_10_1120,TMT_fmri,2021.2.3,122.71098005607219,
