Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4.645913500004099,11.216703999991296,None,,,,,,,,,,,,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11.216703999991296,None,2,0,16.048514199996134,None,"['3', '2']",1,"[-0.8101133000018308, 0.8743375000049127]",16.048514199996134,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,8,0,17.12589639998623,None,"['3', '2', '3', '2', '1', '2', '3', '1']",1,"[-0.08203879999928176, 0.269326200010255, 0.2775875000079395, 0.5882426000025589, 1.3965488000103505, 1.4867182000016328, 1.582844800010207, 1.7206543000065722]",17.12589639998623,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,2,0,18.995400299987523,None,"['2', '3']",1,"[-0.07880189998832066, 0.010429000001749955]",18.995400299987523,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,1,1,19.12372969998978,None,['1'],1,[0.015802200010512024],19.12372969998978,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,2,0,19.252636999997776,None,"['2', '3']",1,"[-0.026307899999665096, 0.04415639999206178]",19.252636999997776,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,1,1,19.531815700000152,None,['1'],1,[-0.11133970000082627],19.531815700000152,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,1,1,19.65718319998996,None,['2'],1,[0.02608450000116136],19.65718319998996,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,1,1,19.784552499986603,None,['1'],1,[-0.08959400000458118],19.784552499986603,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
TMTstop-Control_1_1.xlsx,0:26,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,2,0,19.910673299993505,None,"['1', '3']",1,"[0.008773099994868971, 0.022819899997557513]",19.910673299993505,None,,001,2022_May_10_1103,TMT_fmri,2021.2.3,122.47592429899386,
