NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['1'],1,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMT_A,1,1,1,2,1.0,92.76092529296875,92.76092529296875,0.0,,1.0,1.0,0.0,1,1.5986923000018578,92.76092529296875,92.76092529296875,0.0,,0.0
2,['3'],3,TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,TMT_A,1,2,None,2,1.0,94.40744018554688,94.40744018554688,0.0,,1.0,1.0,0.0,1,1,2,3,0.3707741999969585,0.7739031000019168,1.091751200001454,1.3418812000018079,94.40744018554688,94.40744018554688,0.0,,1.0
3,['1'],1,TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,TMT_A,1,3,None,2,1.0,95.800048828125,95.800048828125,0.0,,1.0,1.0,0.0,1,1.2727430000013555,95.800048828125,95.800048828125,0.0,,2.0
4,['3'],3,TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,TMT_A,1,4,None,2,1.0,97.12158203125,97.12158203125,0.0,,1.0,1.0,0.0,2,2,1,3,0.08268140000291169,1.171030100005737,1.5729009000060614,1.9904169000001275,97.12158203125,97.12158203125,0.0,,3.0
5,['1'],1,TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,TMT_A,1,5,None,2,1.0,99.17202758789062,99.17202758789062,0.0,,1.0,1.0,0.0,3,1,0.5640493000028073,0.7569280000025174,99.17202758789062,99.17202758789062,0.0,,4.0
6,['3'],3,TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,TMT_A,1,6,None,2,1.0,100.01142883300781,100.01142883300781,0.0,,1.0,1.0,0.0,2,3,0.019930900001781993,0.13174740000249585,100.01142883300781,100.01142883300781,0.0,,5.0
7,['1'],1,TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,TMT_A,1,7,None,2,1.0,100.21263122558594,100.21263122558594,0.0,,1.0,1.0,0.0,1,0.09256619999359827,100.21263122558594,100.21263122558594,0.0,,6.0
8,['2'],2,TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,TMT_A,1,8,None,2,1.0,100.34972381591797,100.34972381591797,0.0,,1.0,1.0,0.0,2,0.024217700003646314,100.34972381591797,100.34972381591797,0.0,,7.0
9,['3'],3,TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,TMT_A,1,9,None,2,1.0,100.41927337646484,100.41927337646484,0.0,,1.0,1.0,0.0,3,0.043193000004976057,100.41927337646484,100.41927337646484,0.0,,8.0
10,['1'],1,TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,TMT_A,1,10,None,2,1.0,100.51274871826172,100.51274871826172,0.0,,1.0,1.0,0.0,1,0.08533690000331262,100.51274871826172,100.51274871826172,0.0,,9.0
