Block_file,Condition_rows,Round,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Block,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_baseline1.thisRepN,trials_baseline1.thisTrialN,trials_baseline1.thisN,trials_baseline1.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim_2.started,Stim_2.stopped,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,s,7.139153600001009,13.892534700004035,None,,,,,,,,,,,,,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,1,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,1,0,0,0,0,0,0,0,0,,,,,13.892534700004035,None,1,1,3.117611699999543,34.83272200000647,None,['2'],1,[2.820880900006159],34.83272200000647,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,1,0,0,0,0,0,1,1,1,,,,,,,3,0,3.8608221000031335,37.714084499995806,None,"['2', '3', '1']",1,"[0.38580109999747947, 0.5060230999952182, 0.6710629000008339]",37.714084499995806,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,1,0,0,0,0,0,2,2,2,,,,,,,2,0,4.045523000007961,38.44858450000174,None,"['2', '3']",1,"[0.02863330001127906, 0.12413790001301095]",38.44858450000174,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,1,0,0,0,0,0,3,3,3,,,,,,,1,1,4.173904600000242,38.638366900006076,None,['1'],1,[0.06987510000180919],38.638366900006076,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,1,0,0,0,0,0,4,4,4,,,,,,,2,0,4.388050299996394,38.76352419999603,None,"['2', '3']",1,"[0.018676299994695, 0.11791210000228602]",38.76352419999603,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,1,0,0,0,0,0,5,5,5,,,,,,,1,1,4.477049299995997,38.990250900009414,None,['1'],1,[0.02539480000268668],38.990250900009414,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,1,0,0,0,0,0,6,6,6,,,,,,,1,1,4.567078000007314,39.07183129999612,None,['2'],1,[0.02868240000680089],39.07183129999612,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,1,0,0,0,0,0,7,7,7,,,,,,,2,0,4.833668899998884,39.169971900002565,None,"['3', '1']",1,"[0.007906800005002879, 0.1400677000056021]",39.169971900002565,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,1,0,0,0,0,0,8,8,8,,,,,,,2,0,4.951744200006942,39.44006400000944,None,"['2', '3']",1,"[-0.028119900001911446, 0.04497839999385178]",39.44006400000944,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,10,['2'],2,TMTstop-control_1_1linestimulus7.png,TMTstop-control_1_1greenlinestimulus7.png,TMTstop-control_1_1redlinestimulus7.png,TMT_Control,1,10,1,0,0,0,0,0,9,9,9,,,,,,,2,0,5.2116632999968715,39.54120920000423,None,"['1', '2']",1,"[0.10344150000310037, 0.19120130001101643]",39.54120920000423,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,11,['1'],1,TMTstop-control_1_1linestimulus8.png,TMTstop-control_1_1greenlinestimulus8.png,TMTstop-control_1_1redlinestimulus8.png,TMT_Control,1,11,1,0,0,0,0,0,10,10,10,,,,,,,2,0,5.47867340000812,39.807973000002676,None,"['3', '1']",1,"[0.030317800003103912, 0.17779610000434332]",39.807973000002676,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,12,['2'],2,TMTstop-control_1_1linestimulus9.png,TMTstop-control_1_1greenlinestimulus9.png,TMTstop-control_1_1redlinestimulus9.png,TMT_Control,1,12,1,0,0,0,0,0,11,11,11,,,,,,,1,1,5.536702199999127,40.074838800006546,None,['2'],1,[-0.02355610000086017],40.074838800006546,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,13,['3'],3,TMTstop-control_1_1linestimulus10.png,TMTstop-control_1_1greenlinestimulus10.png,TMTstop-control_1_1redlinestimulus10.png,TMT_Control,1,13,1,0,0,0,0,0,12,12,12,,,,,,,1,1,5.619621200006804,40.126215299998876,None,['3'],1,[0.028153400009614415],40.126215299998876,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
