Block_file,Condition_rows,Round,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Block,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_baseline1.thisRepN,trials_baseline1.thisTrialN,trials_baseline1.thisN,trials_baseline1.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim_2.started,Stim_2.stopped,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-Control_1_1.xlsx,0:26,None,14,['2'],2,TMTstop-control_1_1linestimulus11.png,TMTstop-control_1_1greenlinestimulus11.png,TMTstop-control_1_1redlinestimulus11.png,TMT_Control,1,14,1,0,0,0,0,0,13,13,13,,,,,,,4,0,6.130986699994537,40.21422059999895,None,"['1', '3', '1', '2']",1,"[0.049211599995032884, 0.2482975000020815, 0.3847881999972742, 0.4443759999994654]",40.21422059999895,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,15,['3'],3,TMTstop-control_1_1linestimulus12.png,TMTstop-control_1_1greenlinestimulus12.png,TMTstop-control_1_1redlinestimulus12.png,TMT_Control,1,15,1,0,0,0,0,0,14,14,14,,,,,,,1,1,6.251827000000048,40.71772929999861,None,['3'],1,[0.06481589999748394],40.71772929999861,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,16,['2'],2,TMTstop-control_1_1linestimulus13.png,TMTstop-control_1_1greenlinestimulus13.png,TMTstop-control_1_1redlinestimulus13.png,TMT_Control,1,16,1,0,0,0,0,0,15,15,15,,,,,,,2,0,7.015919700002996,40.84461349999765,None,"['1', '2']",1,"[0.6479609000089113, 0.6595863000111422]",40.84461349999765,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,17,['3'],3,TMTstop-control_1_1linestimulus14.png,TMTstop-control_1_1greenlinestimulus14.png,TMTstop-control_1_1redlinestimulus14.png,TMT_Control,1,17,1,0,0,0,0,0,16,16,16,,,,,,,2,0,7.165949700007332,41.60705040000903,None,"['2', '3']",1,"[-0.009604699996998534, 0.06251200000406243]",41.60705040000903,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,18,['2'],2,TMTstop-control_1_1linestimulus15.png,TMTstop-control_1_1greenlinestimulus15.png,TMTstop-control_1_1redlinestimulus15.png,TMT_Control,1,18,1,0,0,0,0,0,17,17,17,,,,,,,2,0,7.355464599997504,41.75341489999846,None,"['1', '2']",1,"[0.04510469999513589, 0.1326911999931326]",41.75341489999846,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,19,['1'],1,TMTstop-control_1_1linestimulus16.png,TMTstop-control_1_1greenlinestimulus16.png,TMTstop-control_1_1redlinestimulus16.png,TMT_Control,1,19,1,0,0,0,0,0,18,18,18,,,,,,,2,0,7.942625099996803,41.94944920000853,None,"['3', '1']",1,"[0.005439899992779829, 0.5095332999917446]",41.94944920000853,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,20,['3'],3,TMTstop-control_1_1linestimulus17.png,TMTstop-control_1_1greenlinestimulus17.png,TMTstop-control_1_1redlinestimulus17.png,TMT_Control,1,20,1,0,0,0,0,0,19,19,19,,,,,,,2,0,8.13164570000663,42.531801799996174,None,"['2', '3']",1,"[-0.008927399991080165, 0.11944629999925382]",42.531801799996174,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,21,['1'],1,TMTstop-control_1_1linestimulus18.png,TMTstop-control_1_1greenlinestimulus18.png,TMTstop-control_1_1redlinestimulus18.png,TMT_Control,1,21,1,0,0,0,0,0,20,20,20,,,,,,,1,1,8.265420299998368,42.72220620000735,None,['1'],1,[0.07289889999083243],42.72220620000735,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,22,['2'],2,TMTstop-control_1_1linestimulus19.png,TMTstop-control_1_1greenlinestimulus19.png,TMTstop-control_1_1redlinestimulus19.png,TMT_Control,1,22,1,0,0,0,0,0,21,21,21,,,,,,,1,1,8.321577399998205,42.859903000004124,None,['2'],1,[-0.04233889999159146],42.859903000004124,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,23,['3'],3,TMTstop-control_1_1linestimulus20.png,TMTstop-control_1_1greenlinestimulus20.png,TMTstop-control_1_1redlinestimulus20.png,TMT_Control,1,23,1,0,0,0,0,0,22,22,22,,,,,,,1,1,8.423508199994103,42.90886789999786,None,['3'],1,[0.045451199999661185],42.90886789999786,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
TMTstop-Control_1_1.xlsx,0:26,None,24,['2'],2,TMTstop-control_1_1linestimulus21.png,TMTstop-control_1_1greenlinestimulus21.png,TMTstop-control_1_1redlinestimulus21.png,TMT_Control,1,24,1,0,0,0,0,0,23,23,23,,,,,,,0,0,,43.02620829999796,None,None,0,,43.02620829999796,None,,001,2022_Nov_17_1910,TMT_fmri,2021.2.3,145.16505992711737,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,
