NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,n,Stim.started_mean,Stim.started_raw,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.stopped_raw,order
22,['3'],3,TMTstop-A_1_4linestimulus19.png,TMTstop-A_1_4greenlinestimulus19.png,TMTstop-A_1_4redlinestimulus19.png,TMT_A,A4,97,None,5,1.0,300.0155136000394,300.0155136000394,,0.0,0.0,0.0,,300.0155136000394,300.0155136000394,,21.0
23,['1'],1,TMTstop-A_1_4linestimulus20.png,TMTstop-A_1_4greenlinestimulus20.png,TMTstop-A_1_4redlinestimulus20.png,TMT_A,A4,98,None,5,1.0,300.0488701800408,300.0488701800408,,0.0,0.0,0.0,,300.0488701800408,300.0488701800408,,22.0
24,['2'],2,TMTstop-A_1_4linestimulus21.png,TMTstop-A_1_4greenlinestimulus21.png,TMTstop-A_1_4redlinestimulus21.png,TMT_A,A4,99,None,5,1.0,300.08222676004226,300.08222676004226,,0.0,0.0,0.0,,300.08222676004226,300.08222676004226,,23.0
25,['3'],3,TMTstop-A_1_4linestimulus22.png,TMTstop-A_1_4greenlinestimulus22.png,TMTstop-A_1_4redlinestimulus22.png,TMT_A,A4,100,None,5,1.0,300.11558334004366,300.11558334004366,,0.0,0.0,0.0,,300.11558334004366,300.11558334004366,,24.0
None,None,None,TMTstop-A_1_4linestimulus23.png,TMTstop-A_1_4greenlinestimulus23.png,TMTstop-A_1_4redlinestimulus23.png,TMT_A,A4,Feedback_last,None,5,1.0,300.14893992004505,300.14893992004505,,1.0,1.0,0.0,,300.14893992004505,300.14893992004505,,25.0

extraInfo
participant,
session,001
date,2022_Nov_17_2325
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,59.96591537769307
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,n,Stim.started_mean,Stim.started_raw,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.stopped_raw,order
