NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,TrialNumber_total,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2.0,Images/TMTstop-control_1_13.png,Images/TMTstop-control_1_13.png,Images/TMTstop-control_1_13.png,TMT_Control,C13,301.0,7.0,7.0,301.0,1.0,497.09490966796875,497.09490966796875,0.0,,1.0,1.0,0.0,1,2,1.9310605999780819,2.046941999986302,497.09490966796875,497.09490966796875,0.0,,0.0
2,['1'],1.0,Images/TMTstop-control_1_13.png,Images/TMTstop-control_1_13firstgreen.png,Images/TMTstop-control_1_13firstred.png,TMT_Control,C13,302.0,None,7.0,302.0,1.0,499.2078552246094,499.2078552246094,0.0,,1.0,1.0,0.0,3,1,0.020870600012131035,0.20649780001258478,499.2078552246094,499.2078552246094,0.0,,1.0
3,['2'],2.0,Images/TMTstop-control_1_13linestimulus0.png,Images/TMTstop-control_1_13greenlinestimulus0.png,Images/TMTstop-control_1_13redlinestimulus0.png,TMT_Control,C13,303.0,None,7.0,303.0,1.0,499.5119934082031,499.5119934082031,0.0,,1.0,1.0,0.0,2,-0.03701239998918027,499.5119934082031,499.5119934082031,0.0,,2.0
4,['1'],1.0,Images/TMTstop-control_1_13linestimulus1.png,Images/TMTstop-control_1_13greenlinestimulus1.png,Images/TMTstop-control_1_13redlinestimulus1.png,TMT_Control,C13,304.0,None,7.0,304.0,1.0,499.56243896484375,499.56243896484375,0.0,,1.0,1.0,0.0,3,1,2,3,1,0.03521939995698631,0.20738019997952506,0.23993679997511208,0.389965399983339,0.5146481999545358,499.56243896484375,499.56243896484375,0.0,,3.0
5,['2'],2.0,Images/TMTstop-control_1_13linestimulus2.png,Images/TMTstop-control_1_13greenlinestimulus2.png,Images/TMTstop-control_1_13redlinestimulus2.png,TMT_Control,C13,305.0,None,7.0,305.0,1.0,500.1293029785156,500.1293029785156,0.0,,1.0,1.0,0.0,2,-0.02492519997758791,500.1293029785156,500.1293029785156,0.0,,4.0
6,['3'],3.0,Images/TMTstop-control_1_13linestimulus3.png,Images/TMTstop-control_1_13greenlinestimulus3.png,Images/TMTstop-control_1_13redlinestimulus3.png,TMT_Control,C13,306.0,None,7.0,306.0,1.0,500.185546875,500.185546875,0.0,,1.0,1.0,0.0,3,0.021317000035196543,500.185546875,500.185546875,0.0,,5.0
7,['2'],2.0,Images/TMTstop-control_1_13linestimulus4.png,Images/TMTstop-control_1_13greenlinestimulus4.png,Images/TMTstop-control_1_13redlinestimulus4.png,TMT_Control,C13,307.0,None,7.0,307.0,1.0,500.2684020996094,500.2684020996094,0.0,,1.0,1.0,0.0,1,2,0.09256640000967309,0.16552989999763668,500.2684020996094,500.2684020996094,0.0,,6.0
8,['1'],1.0,Images/TMTstop-control_1_13linestimulus4.png,Images/TMTstop-control_1_13greenlinestimulus5.png,Images/TMTstop-control_1_13redlinestimulus5.png,TMT_Control,C13,308.0,None,7.0,308.0,1.0,500.5285949707031,500.5285949707031,0.0,,1.0,1.0,0.0,3,1,-0.03250060003483668,0.1302486999775283,500.5285949707031,500.5285949707031,0.0,,7.0
9,['3'],3.0,Images/TMTstop-control_1_13linestimulus6.png,Images/TMTstop-control_1_13greenlinestimulus6.png,Images/TMTstop-control_1_13redlinestimulus6.png,TMT_Control,C13,309.0,None,7.0,309.0,1.0,500.728759765625,500.728759765625,0.0,,1.0,1.0,0.0,2,3,0.03308860003016889,0.11992810002993792,500.728759765625,500.728759765625,0.0,,8.0
10,['1'],1.0,Images/TMTstop-control_1_13linestimulus7.png,Images/TMTstop-control_1_13greenlinestimulus7.png,Images/TMTstop-control_1_13redlinestimulus7.png,TMT_Control,C13,310.0,None,7.0,310.0,1.0,500.91644287109375,500.91644287109375,0.0,,1.0,1.0,0.0,1,0.299111999978777,500.91644287109375,500.91644287109375,0.0,,9.0
11,['2'],2.0,Images/TMTstop-control_1_13linestimulus8.png,Images/TMTstop-control_1_13greenlinestimulus8.png,Images/TMTstop-control_1_13redlinestimulus8.png,TMT_Control,C13,311.0,None,7.0,311.0,1.0,501.27838134765625,501.27838134765625,0.0,,1.0,1.0,0.0,2,-0.030326100008096546,501.27838134765625,501.27838134765625,0.0,,10.0
12,['3'],3.0,Images/TMTstop-control_1_13linestimulus9.png,Images/TMTstop-control_1_13greenlinestimulus9.png,Images/TMTstop-control_1_13redlinestimulus9.png,TMT_Control,C13,312.0,None,7.0,312.0,1.0,501.3280944824219,501.3280944824219,0.0,,1.0,1.0,0.0,3,0.049178100016433746,501.3280944824219,501.3280944824219,0.0,,11.0
13,['2'],2.0,Images/TMTstop-control_1_13linestimulus10.png,Images/TMTstop-control_1_13greenlinestimulus10.png,Images/TMTstop-control_1_13redlinestimulus10.png,TMT_Control,C13,313.0,None,7.0,313.0,1.0,501.4278869628906,501.4278869628906,0.0,,1.0,1.0,0.0,1,2,0.1300121999811381,0.1779934000223875,501.4278869628906,501.4278869628906,0.0,,12.0
