NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,image_2.started,image_2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,35.238809099886566,None,['3'],1,[0.04250719980336726],35.238809099886566,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,35.37089719995856,None,"['1', '2', '3']",0,"[0.09856020007282495, 0.19450070010498166, 0.33713360014371574]",35.37089719995856,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,,,,,,,,,1,0,26,0,,,,,,,,,,,,,,,,,,,,,,,36.43329089996405,None,"['1', '2']",1,"[0.6804174000862986, 0.827320700045675]",36.43329089996405,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,,,,,,,,,1,1,27,1,,,,,,,,,,,,,,,,,,,,,,,37.33606499992311,None,"['3', '1']",1,"[-0.03491150005720556, 0.16073819994926453]",37.33606499992311,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,,,,,,,,,1,2,28,2,,,,,,,,,,,,,,,,,,,,,,,37.57923689996824,None,['2'],1,[-0.02232019999064505],37.57923689996824,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,,,,,,,,,1,3,29,3,,,,,,,,,,,,,,,,,,,,,,,37.648328699870035,None,['3'],1,[0.030732900137081742],37.648328699870035,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,,,,,,,,,1,4,30,4,,,,,,,,,,,,,,,,,,,,,,,37.75982579984702,None,"['1', '2']",1,"[0.10910310014151037, 0.17871210002340376]",37.75982579984702,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,,,,,,,,,1,5,31,5,,,,,,,,,,,,,,,,,,,,,,,38.02344139991328,None,"['1', '2', '3']",1,"[0.19023319985717535, 0.29620349989272654, 0.41696869977749884]",38.02344139991328,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,,,,,,,,,1,6,32,6,,,,,,,,,,,,,,,,,,,,,,,38.523848599987105,None,"['1', '2']",1,"[0.08331679995171726, 0.16516909981146455]",38.523848599987105,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,,,,,,,,,1,7,33,7,,,,,,,,,,,,,,,,,,,,,,,38.7740588998422,None,"['3', '1']",1,"[0.012863900046795607, 0.21212200005538762]",38.7740588998422,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,,,,,,,,,1,8,34,8,,,,,,,,,,,,,,,,,,,,,,,39.07183129992336,None,['2'],1,[0.01274950010702014],39.07183129992336,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,,,,,,,,,1,9,35,9,,,,,,,,,,,,,,,,,,,,,,,39.162092600017786,None,"['3', '1']",1,"[0.016819800017401576, 0.17317250021733344]",39.162092600017786,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
11,['2'],TMTstop-A_1_1linestimulus8.png,TMTstop-A_1_1greenlinestimulus8.png,TMTstop-A_1_1redlinestimulus8.png,10,,,,,,,,,1,10,36,10,,,,,,,,,,,,,,,,,,,,,,,39.440290599828586,None,['2'],1,[-0.031376800034195185],39.440290599828586,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
12,['3'],TMTstop-A_1_1linestimulus9.png,TMTstop-A_1_1greenlinestimulus9.png,TMTstop-A_1_1redlinestimulus9.png,10,,,,,,,,,1,11,37,11,,,,,,,,,,,,,,,,,,,,,,,39.51633819984272,None,['3'],1,[-0.008151999907568097],39.51633819984272,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
13,['2'],TMTstop-A_1_1linestimulus10.png,TMTstop-A_1_1greenlinestimulus10.png,TMTstop-A_1_1redlinestimulus10.png,1,,,,,,,,,1,12,38,12,,,,,,,,,,,,,,,,,,,,,,,39.592943699797615,None,"['1', '2']",1,"[0.08847590000368655, 0.23524810001254082]",39.592943699797615,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
14,['3'],TMTstop-A_1_1linestimulus11.png,TMTstop-A_1_1greenlinestimulus11.png,TMTstop-A_1_1redlinestimulus11.png,None,,,,,,,,,1,13,39,13,,,,,,,,,,,,,,,,,,,,,,,39.93327869987115,None,['3'],1,[-0.012755900155752897],39.93327869987115,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
15,['1'],TMTstop-A_1_1linestimulus12.png,TMTstop-A_1_1greenlinestimulus12.png,TMTstop-A_1_1redlinestimulus12.png,None,,,,,,,,,1,14,40,14,,,,,,,,,,,,,,,,,,,,,,,40.00989009998739,None,['1'],1,[0.32736589992418885],40.00989009998739,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
16,['3'],TMTstop-A_1_1linestimulus13.png,TMTstop-A_1_1greenlinestimulus13.png,TMTstop-A_1_1redlinestimulus13.png,None,,,,,,,,,1,15,41,15,,,,,,,,,,,,,,,,,,,,,,,40.41225519985892,None,"['2', '3']",1,"[0.001415599836036563, 0.09766409988515079]",40.41225519985892,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
17,['2'],TMTstop-A_1_1linestimulus14.png,TMTstop-A_1_1greenlinestimulus14.png,TMTstop-A_1_1redlinestimulus14.png,None,,,,,,,,,1,16,42,16,,,,,,,,,,,,,,,,,,,,,,,40.61379499989562,None,"['1', '2']",1,"[0.2515489000361413, 0.27852390008047223]",40.61379499989562,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
18,['3'],TMTstop-A_1_1linestimulus15.png,TMTstop-A_1_1greenlinestimulus15.png,TMTstop-A_1_1redlinestimulus15.png,None,,,,,,,,,1,17,43,17,,,,,,,,,,,,,,,,,,,,,,,40.98852929985151,None,['3'],1,[0.00048610009253025055],40.98852929985151,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
19,['1'],TMTstop-A_1_1linestimulus16.png,TMTstop-A_1_1greenlinestimulus16.png,TMTstop-A_1_1redlinestimulus16.png,None,,,,,,,,,1,18,44,18,,,,,,,,,,,,,,,,,,,,,,,41.071876499801874,None,['1'],1,[0.07205879990942776],41.071876499801874,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
20,['3'],TMTstop-A_1_1linestimulus17.png,TMTstop-A_1_1greenlinestimulus17.png,TMTstop-A_1_1redlinestimulus17.png,None,,,,,,,,,1,19,45,19,,,,,,,,,,,,,,,,,,,,,,,41.231808099895716,None,"['2', '3']",1,"[-0.028143299976363778, 0.08668980002403259]",41.231808099895716,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
21,['1'],TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,None,,,,,,,,,1,20,46,20,,,,,,,,,,,,,,,,,,,,,,,41.43310399982147,None,['1'],1,[0.021657300181686878],41.43310399982147,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,,,,,,,,,1,21,47,21,,,,,,,,,,,,,,,,,,,,,,,41.53745729988441,None,['3'],1,[0.3584013998042792],41.53745729988441,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,,,,,,,,,1,22,48,22,,,,,,,,,,,,,,,,,,,,,,,41.98182199988514,None,['1'],1,[-0.05864330008625984],41.98182199988514,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,,,,,,,,,1,23,49,23,,,,,,,,,,,,,,,,,,,,,,,42.05846229987219,None,"['1', '1', '3', '3', '2']",1,"[0.1733318001497537, 0.45800120010972023, 0.7094455999322236, 1.1059372001327574, 1.228483600076288]",42.05846229987219,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,,,,,,,,,1,24,50,24,,,,,,,,,,,,,,,,,,,,,,,43.385348399868235,None,"['2', '1', '3']",1,"[0.24351449985988438, 0.5480449998285621, 0.6121459999121726]",43.385348399868235,None,,001,2022_Jan_12_1637,TMTAstop-A,2021.2.3,144.169081282197,
