NumB_1_1erLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,1,TMT-B_1_1.png,TMT-B_1_1.png,TMT-B_1_1.png,10,0,0,0,0,17.764572699990822,None,17.764572699990822,None,18.5816918000055,None,['1'],0,[1.3543522999971174],18.5816918000055,None,Bengan,001,2021_Oct_29_1622,TMTAB,2021.2.3,139.45037032987756,
A,2,TMT-B_1_1.png,TMT-B_1_1firstgreen.png,TMT-B_1_1firstred.png,10,0,1,1,1,,,,,20.026864200015552,None,['2'],0,[0.47818169998936355],20.026864200015552,None,Bengan,001,2021_Oct_29_1622,TMTAB,2021.2.3,139.45037032987756,
2,1,TMT-B_1_1linestimulus0.png,TMT-B_1_1greenlinestimulus0.png,TMT-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,20.59635549999075,None,['1'],0,[0.6747278000111692],20.59635549999075,None,Bengan,001,2021_Oct_29_1622,TMTAB,2021.2.3,139.45037032987756,
B,3,TMT-B_1_1linestimulus1.png,TMT-B_1_1greenlinestimulus1.png,TMT-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,21.366966300003696,None,['2'],0,[0.7289250000030734],21.366966300003696,None,Bengan,001,2021_Oct_29_1622,TMTAB,2021.2.3,139.45037032987756,
