NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,5.746611200040206,None,5.746611200040206,None,6.316666400060058,None,['2'],0,[1.1587814999511465],6.316666400060058,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
A,1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,10,0,1,1,1,,,,,7.559137100004591,None,['1'],0,[1.4854066000552848],7.559137100004591,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
2,3,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,9.121352600050159,None,['1'],0,[0.3671332999365404],9.121352600050159,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
B,2,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,9.566109900013544,None,['2'],0,[0.28404719999525696],9.566109900013544,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
3,1,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,10,0,4,4,4,,,,,9.927136900019832,None,['3'],0,[0.2490825999993831],9.927136900019832,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
C,2,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,10,0,5,5,5,,,,,10.260184100014158,None,['1'],0,[0.11635740008205175],10.260184100014158,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
4,1,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,10,0,6,6,6,,,,,10.447912900010124,None,['2'],0,[0.041754000005312264],10.447912900010124,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
D,2,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,10,0,7,7,7,,,,,10.565726000000723,None,['3'],0,[0.05028600001242012],10.565726000000723,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
5,3,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,10,0,8,8,8,,,,,10.705002800095826,None,['1'],0,[0.06324269995093346],10.705002800095826,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
E,1,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,10,0,9,9,9,,,,,10.851095900055952,None,['2'],0,[0.0078069999581202865],10.851095900055952,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
6,3,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,10,0,10,10,10,,,,,10.941516900085844,None,['3'],0,[0.018960400018841028],10.941516900085844,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
F,2,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,10,0,11,11,11,,,,,11.045346200000495,None,['1'],0,[0.055328299989923835],11.045346200000495,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
7,1,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,1,0,12,12,12,,,,,11.17707870004233,None,['2'],0,[-0.01649910002015531],11.17707870004233,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
G,3,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,None,0,13,13,13,,,,,11.253392099984922,None,['3'],0,[0.03103220008779317],11.253392099984922,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
8,1,TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,None,0,14,14,14,,,,,11.371383600053377,None,['1'],0,[0.043684400035999715],11.371383600053377,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
H,2,TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,None,0,15,15,15,,,,,11.50384980009403,None,['2'],0,[-0.014405599911697209],11.50384980009403,None,,001,2021_Nov_03_1308,TMTAB,2021.2.3,145.10144774019489,
