Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,Blocks_TMTA.thisRepN,Blocks_TMTA.thisTrialN,Blocks_TMTA.thisN,Blocks_TMTA.thisIndex,trials_TMTA.thisRepN,trials_TMTA.thisTrialN,trials_TMTA.thisN,trials_TMTA.thisIndex,Blocks_TMTB.thisRepN,Blocks_TMTB.thisTrialN,Blocks_TMTB.thisN,Blocks_TMTB.thisIndex,trials_TMTB.thisRepN,trials_TMTB.thisTrialN,trials_TMTB.thisN,trials_TMTB.thisIndex,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,21,['1'],1,TMTstop-A_1_1linestimulus18.png,TMTstop-A_1_1greenlinestimulus18.png,TMTstop-A_1_1redlinestimulus18.png,1,21,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,1,1,55.05285060009919,None,['1'],1,[0.4147145999595523],55.05285060009919,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_1.xlsx,0:26,22,['3'],3,TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,1,22,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,2,0,55.542828999925405,None,"['2', '3']",1,"[-0.006864799885079265, 0.08858239999972284]",55.542828999925405,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_1.xlsx,0:26,23,['1'],1,TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,1,23,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,1,1,55.74735930003226,None,['1'],1,[0.4078750000335276],55.74735930003226,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_1.xlsx,0:26,24,['2'],2,TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,1,24,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,1,1,56.24063970008865,None,['2'],1,[-0.01171220000833273],56.24063970008865,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_1.xlsx,0:26,25,['3'],3,TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,1,25,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,,,1,1,56.32423159992322,None,['3'],1,[-0.018228899920359254],56.32423159992322,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_1.xlsx,0:26,None,None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,1,Feedback_last,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,2,0,56.400419800076634,None,"['1', '2']",0,"[0.1047771000303328, 0.16733009996823967]",56.400419800076634,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_2.xlsx,26:52,1,['3'],3,TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,2,26,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,3,0,60.517831600038335,None,"['1', '2', '3']",1,"[0.4128393998835236, 0.528415699955076, 0.596283100079745]",60.517831600038335,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_2.xlsx,26:52,2,['2'],2,TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,2,27,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,2,0,61.21924789994955,None,"['1', '2']",1,"[0.046868500066921115, 0.10518149985000491]",61.21924789994955,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_2.xlsx,26:52,3,['3'],3,TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,2,28,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,1,1,61.42806830001064,None,['3'],1,[-0.00257090013474226],61.42806830001064,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_2.xlsx,26:52,4,['1'],1,TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,2,29,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,3,0,61.504316800041124,None,"['2', '3', '1']",1,"[0.14703310001641512, 0.2285919999703765, 0.32703269994817674]",61.504316800041124,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_2.xlsx,26:52,5,['2'],2,TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,2,30,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,1,1,61.90005760011263,None,['2'],1,[0.10231589991599321],61.90005760011263,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_2.xlsx,26:52,6,['3'],3,TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,2,31,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,3,0,62.08039900008589,None,"['1', '2', '3']",1,"[0.08344099996611476, 0.1488922000862658, 0.25238390010781586]",62.08039900008589,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_2.xlsx,26:52,7,['2'],2,TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,2,32,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,0,0,62.42111560003832,None,None,0,,62.42111560003832,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_3.xlsx,52:78,1,['2'],2,TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,3,51,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,0,0,69.057548530004,None,None,0,,69.057548530004,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_4.xlsx,78:104,1,['3'],3,TMTstop-A_1_4.png,TMTstop-A_1_4.png,TMTstop-A_1_4.png,4,76,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,0,0,72.13410978994798,None,None,0,,72.13410978994798,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_5.xlsx,104:130,1,['2'],2,TMTstop-A_1_5.png,TMTstop-A_1_5.png,TMTstop-A_1_5.png,5,101,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,0,0,75.21070849008393,None,None,0,,75.21070849008393,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-A_1_6.xlsx,130:156,1,['1'],1,TMTstop-A_1_6.png,TMTstop-A_1_6.png,TMTstop-A_1_6.png,6,126,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,0,0,78.28745898997877,None,None,0,,78.28745898997877,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,1,['2'],2,TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0,83.20450589992106,None,"['1', '2']",1,"[1.0636460999958217, 1.2225232999771833]",83.20450589992106,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,A,['1'],1,TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,1,2,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,2,0,84.53161539998837,None,"['3', '1']",1,"[-0.0654651999939233, 0.10779429995454848]",84.53161539998837,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,2,['2'],2,TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,1,3,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,1,1,84.72582249995321,None,['2'],1,[-0.01811730000190437],84.72582249995321,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,B,['1'],1,TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,1,4,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,2,0,84.80924520012923,None,"['3', '1']",1,"[0.016252300003543496, 0.1505074999295175]",84.80924520012923,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,3,['3'],3,TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,1,5,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,2,0,85.06612049997784,None,"['2', '3']",1,"[-0.04289839998818934, 0.08221829985268414]",85.06612049997784,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,C,['2'],2,TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,1,6,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,2,0,85.22703880001791,None,"['1', '2']",1,"[0.05260749999433756, 0.1486611000727862]",85.22703880001791,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,4,['3'],3,TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,1,7,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,1,1,85.48572470014915,None,['3'],1,[-0.01331509998999536],85.48572470014915,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,D,['1'],1,TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,1,8,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,1,1,85.56241190014407,None,['1'],1,[0.5952153999824077],85.56241190014407,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,5,['2'],2,TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,1,9,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,1,1,86.23252129997127,None,['2'],1,[0.043265199987217784],86.23252129997127,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,E,['3'],3,TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,1,10,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,1,1,86.35765020013787,None,['3'],1,[-0.012142000021412969],86.35765020013787,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,6,['1'],1,TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,1,11,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,1,1,86.42718919995241,None,['1'],1,[0.1614603998605162],86.42718919995241,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,F,['2'],2,TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,1,12,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,1,1,86.67708180006593,None,['2'],1,[0.00013729999773204327],86.67708180006593,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,7,['1'],1,TMTstop-B_1_1linestimulus10.png,TMTstop-B_1_1greenlinestimulus10.png,TMTstop-B_1_1redlinestimulus10.png,1,13,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,2,0,86.7535143001005,None,"['3', '1']",1,"[0.005846899934113026, 0.18780399998649955]",86.7535143001005,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,G,['2'],2,TMTstop-B_1_1linestimulus11.png,TMTstop-B_1_1greenlinestimulus11.png,TMTstop-B_1_1redlinestimulus11.png,1,14,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,2,0,87.05292179994285,None,"['1', '2']",1,"[0.11015900014899671, 0.15776020009070635]",87.05292179994285,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,8,['1'],1,TMTstop-B_1_1linestimulus12.png,TMTstop-B_1_1greenlinestimulus12.png,TMTstop-B_1_1redlinestimulus12.png,1,15,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,2,0,87.28818499995396,None,"['3', '1']",1,"[0.05409039999358356, 0.2005043001845479]",87.28818499995396,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,H,['2'],2,TMTstop-B_1_1linestimulus13.png,TMTstop-B_1_1greenlinestimulus13.png,TMTstop-B_1_1redlinestimulus13.png,1,16,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,1,1,87.60121100000106,None,['2'],1,[-0.04329610010609031],87.60121100000106,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,9,['3'],3,TMTstop-B_1_1linestimulus14.png,TMTstop-B_1_1greenlinestimulus14.png,TMTstop-B_1_1redlinestimulus14.png,1,17,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,1,1,87.68431159993634,None,['3'],1,[0.0009258999489247799],87.68431159993634,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,I,['1'],1,TMTstop-B_1_1linestimulus15.png,TMTstop-B_1_1greenlinestimulus15.png,TMTstop-B_1_1redlinestimulus15.png,1,18,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,1,1,87.78176979999989,None,['1'],1,[0.054763799998909235],87.78176979999989,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,10,['2'],2,TMTstop-B_1_1linestimulus16.png,TMTstop-B_1_1greenlinestimulus16.png,TMTstop-B_1_1redlinestimulus16.png,1,19,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,1,1,87.9141611000523,None,['2'],1,[0.009521899977698922],87.9141611000523,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,J,['1'],1,TMTstop-B_1_1linestimulus17.png,TMTstop-B_1_1greenlinestimulus17.png,TMTstop-B_1_1redlinestimulus17.png,1,20,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,2,0,88.00511780008674,None,"['3', '1']",1,"[0.018682199995964766, 0.1610818998888135]",88.00511780008674,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,11,['2'],2,TMTstop-B_1_1linestimulus18.png,TMTstop-B_1_1greenlinestimulus18.png,TMTstop-B_1_1redlinestimulus18.png,1,21,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,1,1,88.28149190009572,None,['2'],1,[-0.021570299984887242],88.28149190009572,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,K,['3'],3,TMTstop-B_1_1linestimulus19.png,TMTstop-B_1_1greenlinestimulus19.png,TMTstop-B_1_1redlinestimulus19.png,1,22,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,1,1,88.3579651999753,None,['3'],1,[0.00241830013692379],88.3579651999753,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,12,['1'],1,TMTstop-B_1_1linestimulus20.png,TMTstop-B_1_1greenlinestimulus20.png,TMTstop-B_1_1redlinestimulus20.png,1,23,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,1,1,88.4553741000127,None,['1'],1,[0.0459368999581784],88.4553741000127,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,L,['3'],3,TMTstop-B_1_1linestimulus21.png,TMTstop-B_1_1greenlinestimulus21.png,TMTstop-B_1_1redlinestimulus21.png,1,24,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,2,0,88.59452540008351,None,"['2', '3']",1,"[0.00449250009842217, 0.09647800005041063]",88.59452540008351,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,13,['2'],2,TMTstop-B_1_1linestimulus22.png,TMTstop-B_1_1greenlinestimulus22.png,TMTstop-B_1_1redlinestimulus22.png,1,25,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,24,2,0,88.7751120000612,None,"['1', '2']",1,"[0.060367200057953596, 0.12722230004146695]",88.7751120000612,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_1.xlsx,0:26,None,None,None,TMTstop-B_1_1linestimulus23.png,TMTstop-B_1_1greenlinestimulus23.png,TMTstop-B_1_1redlinestimulus23.png,1,Feedback_last,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,25,1,1,89.01031220005825,None,['3'],0,[-0.009428099961951375],89.01031220005825,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,1,['2'],2,TMTstop-B_1_2.png,TMTstop-B_1_2.png,TMTstop-B_1_2.png,2,26,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,2,0,93.1290267999284,None,"['1', '2']",1,"[0.4512600000016391, 0.5513213002122939]",93.1290267999284,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,A,['3'],3,TMTstop-B_1_2.png,TMTstop-B_1_2firstgreen.png,TMTstop-B_1_2firstred.png,2,27,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,3,0,93.76100530009717,None,"['1', '2', '3']",1,"[0.15844939998351038, 0.21299310005269945, 0.3223961000330746]",93.76100530009717,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,2,['1'],1,TMTstop-B_1_2linestimulus0.png,TMTstop-B_1_2greenlinestimulus0.png,TMTstop-B_1_2redlinestimulus0.png,2,28,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,1,1,94.16328760003671,None,['1'],1,[0.05784059991128743],94.16328760003671,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,B,['2'],2,TMTstop-B_1_2linestimulus1.png,TMTstop-B_1_2greenlinestimulus1.png,TMTstop-B_1_2redlinestimulus1.png,2,29,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,1,1,94.30207450012676,None,['2'],1,[-0.02600970002822578],94.30207450012676,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,3,['3'],3,TMTstop-B_1_2linestimulus2.png,TMTstop-B_1_2greenlinestimulus2.png,TMTstop-B_1_2redlinestimulus2.png,2,30,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,1,1,94.3785050001461,None,['3'],1,[0.01238609990105033],94.3785050001461,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,C,['1'],1,TMTstop-B_1_2linestimulus3.png,TMTstop-B_1_2greenlinestimulus3.png,TMTstop-B_1_2redlinestimulus3.png,2,31,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,1,1,94.46933629992418,None,['1'],1,[0.052260300144553185],94.46933629992418,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,4,['2'],2,TMTstop-B_1_2linestimulus4.png,TMTstop-B_1_2greenlinestimulus4.png,TMTstop-B_1_2redlinestimulus4.png,2,32,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,6,1,1,94.59468290000223,None,['2'],1,[-0.025420400081202388],94.59468290000223,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,D,['3'],3,TMTstop-B_1_2linestimulus5.png,TMTstop-B_1_2greenlinestimulus5.png,TMTstop-B_1_2redlinestimulus5.png,2,33,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,7,1,1,94.67058850009926,None,['3'],1,[0.01752580003812909],94.67058850009926,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,5,['2'],2,TMTstop-B_1_2linestimulus6.png,TMTstop-B_1_2greenlinestimulus6.png,TMTstop-B_1_2redlinestimulus6.png,2,34,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,8,2,0,94.77444380009547,None,"['1', '2']",1,"[0.062024899991229177, 0.11076020007021725]",94.77444380009547,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_2.xlsx,26:52,E,['1'],1,TMTstop-B_1_2linestimulus7.png,TMTstop-B_1_2greenlinestimulus7.png,TMTstop-B_1_2redlinestimulus7.png,2,35,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,9,1,1,95.00324150011875,None,['3'],0,[0.0028295000083744526],95.00324150011875,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_3.xlsx,52:78,1,['3'],3,TMTstop-B_1_3.png,TMTstop-B_1_3.png,TMTstop-B_1_3.png,3,51,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,0,0,101.3407420799602,None,None,0,,101.3407420799602,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_4.xlsx,78:104,1,['1'],1,TMTstop-B_1_4.png,TMTstop-B_1_4.png,TMTstop-B_1_4.png,4,76,,,,,,,,,,,,,,,,,0,3,3,3,0,0,0,0,0,0,104.41137029998936,None,None,0,,104.41137029998936,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
TMTstop-B_1_5.xlsx,104:130,1,['1'],1,TMTstop-B_1_5.png,TMTstop-B_1_5.png,TMTstop-B_1_5.png,5,101,,,,,,,,,,,,,,,,,0,4,4,4,0,0,0,0,0,0,107.47923940001056,None,None,0,,107.47923940001056,None,,001,2022_Feb_02_1715,TMTAstop-A,2021.2.3,None,
