NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,7.047195900006045,None,7.047195900006045,None,7.739471300003061,None,10.790443100006087,None,1,1.6787284000020009,10.790443100006087,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,12.568179200003215,None,2,0.5676591000010376,12.568179200003215,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,13.221166500006802,None,3,0.04741549999744166,13.221166500006802,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,13.346165100003418,None,1,0.09034390000306303,13.346165100003418,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,13.513280800005305,None,2,0.06083729999954812,13.513280800005305,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,13.644790800004557,None,3,0.0074174999972456135,13.644790800004557,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,13.728212600006373,None,1,0.09702439999819035,13.728212600006373,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,13.89495810000517,None,3,0.8007706999997026,13.89495810000517,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,14.783667200004857,None,2,0.6969035000001895,14.783667200004857,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,15.575511200004257,None,3,0.09389299999747891,15.575511200004257,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,15.749002500000643,None,1,0.3717513000010513,15.749002500000643,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,16.200905200006673,None,2,1.0676410000014585,16.200905200006673,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,17.33967770000163,None,None,,17.33967770000163,None,,,,,,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,18.33847775000686,None,None,18.33847775000686,None,,001,2021_Nov_15_1355,TMTAB,2021.2.3,144.03410728647518,
