NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,TrialNumber_total,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['2'],2,Images/TMTstop-A_1_5.png,Images/TMTstop-A_1_5.png,Images/TMTstop-A_1_5.png,TMT_A,A5,101,6.0,6.0,501,1.0,354.40728759765625,354.40728759765625,0.0,,1.0,1.0,0.0,3,1,2,1.7473563000094146,1.7676808999967761,1.768283599987626,354.40728759765625,354.40728759765625,0.0,,0.0
2,['1'],1,Images/TMTstop-A_1_5.png,Images/TMTstop-A_1_5firstgreen.png,Images/TMTstop-A_1_5firstred.png,TMT_A,A5,102,None,6.0,502,1.0,356.2726135253906,356.2726135253906,0.0,,1.0,1.0,0.0,3,2,1,0.1011762999696657,0.14155870000831783,0.2651127999997698,356.2726135253906,356.2726135253906,0.0,,1.0
3,['3'],3,Images/TMTstop-A_1_5linestimulus0.png,Images/TMTstop-A_1_5greenlinestimulus0.png,Images/TMTstop-A_1_5redlinestimulus0.png,TMT_A,A5,103,None,6.0,503,1.0,356.611083984375,356.611083984375,0.0,,1.0,1.0,0.0,3,0.09983919997466728,356.611083984375,356.611083984375,0.0,,2.0
4,['1'],1,Images/TMTstop-A_1_5linestimulus1.png,Images/TMTstop-A_1_5greenlinestimulus1.png,Images/TMTstop-A_1_5redlinestimulus1.png,TMT_A,A5,104,None,6.0,504,1.0,356.76129150390625,356.76129150390625,0.0,,1.0,1.0,0.0,2,1,0.0006010999786667526,0.10646579996682703,356.76129150390625,356.76129150390625,0.0,,3.0
5,['2'],2,Images/TMTstop-A_1_5linestimulus2.png,Images/TMTstop-A_1_5greenlinestimulus2.png,Images/TMTstop-A_1_5redlinestimulus2.png,TMT_A,A5,105,None,6.0,505,1.0,356.9208679199219,356.9208679199219,0.0,,1.0,1.0,0.0,3,2,0.09991980000631884,0.13854950002860278,356.9208679199219,356.9208679199219,0.0,,4.0
6,['1'],1,Images/TMTstop-A_1_5linestimulus3.png,Images/TMTstop-A_1_5greenlinestimulus3.png,Images/TMTstop-A_1_5redlinestimulus3.png,TMT_A,A5,106,None,6.0,506,1.0,357.1216125488281,357.1216125488281,0.0,,1.0,1.0,0.0,1,0.07223730004625395,357.1216125488281,357.1216125488281,0.0,,5.0
7,['3'],3,Images/TMTstop-A_1_5linestimulus4.png,Images/TMTstop-A_1_5greenlinestimulus4.png,Images/TMTstop-A_1_5redlinestimulus4.png,TMT_A,A5,107,None,6.0,507,1.0,357.25506591796875,357.25506591796875,0.0,,1.0,1.0,0.0,3,0.11085019999882206,357.25506591796875,357.25506591796875,0.0,,6.0
8,['2'],2,Images/TMTstop-A_1_5linestimulus5.png,Images/TMTstop-A_1_5greenlinestimulus5.png,Images/TMTstop-A_1_5redlinestimulus5.png,TMT_A,A5,108,None,6.0,508,1.0,357.4297790527344,357.4297790527344,0.0,,1.0,1.0,0.0,2,-0.024991100013721734,357.4297790527344,357.4297790527344,0.0,,7.0
9,['3'],3,Images/TMTstop-A_1_5linestimulus6.png,Images/TMTstop-A_1_5greenlinestimulus6.png,Images/TMTstop-A_1_5redlinestimulus6.png,TMT_A,A5,109,None,6.0,509,1.0,357.47979736328125,357.47979736328125,0.0,,1.0,1.0,0.0,1,3,0.029936800012364984,0.17281420005019754,357.47979736328125,357.47979736328125,0.0,,8.0
10,['1'],1,Images/TMTstop-A_1_5linestimulus7.png,Images/TMTstop-A_1_5greenlinestimulus7.png,Images/TMTstop-A_1_5redlinestimulus7.png,TMT_A,A5,110,None,6.0,510,1.0,357.7128601074219,357.7128601074219,0.0,,1.0,1.0,0.0,2,1,-0.008701200014911592,0.10252749995561317,357.7128601074219,357.7128601074219,0.0,,9.0
11,['3'],3,Images/TMTstop-A_1_5linestimulus8.png,Images/TMTstop-A_1_5greenlinestimulus8.png,Images/TMTstop-A_1_5redlinestimulus8.png,TMT_A,A5,111,None,6.0,511,1.0,357.9136047363281,357.9136047363281,0.0,,1.0,1.0,0.0,3,0.0686112999683246,357.9136047363281,357.9136047363281,0.0,,10.0
12,['2'],2,Images/TMTstop-A_1_5linestimulus9.png,Images/TMTstop-A_1_5greenlinestimulus9.png,Images/TMTstop-A_1_5redlinestimulus9.png,TMT_A,A5,112,None,6.0,512,1.0,358.04693603515625,358.04693603515625,0.0,,1.0,1.0,0.0,2,-0.016037699999287724,358.04693603515625,358.04693603515625,0.0,,11.0
13,['3'],3,Images/TMTstop-A_1_5linestimulus10.png,Images/TMTstop-A_1_5greenlinestimulus10.png,Images/TMTstop-A_1_5redlinestimulus10.png,TMT_A,A5,113,None,6.0,513,1.0,358.1016845703125,358.1016845703125,0.0,,1.0,1.0,0.0,1,3,0.020017100032418966,0.1668987000011839,358.1016845703125,358.1016845703125,0.0,,12.0
14,['2'],2,Images/TMTstop-A_1_5linestimulus11.png,Images/TMTstop-A_1_5greenlinestimulus11.png,Images/TMTstop-A_1_5redlinestimulus11.png,TMT_A,A5,114,None,6.0,514,1.0,358.3425598144531,358.3425598144531,0.0,,1.0,1.0,0.0,2,-0.032160099945031106,358.3425598144531,358.3425598144531,0.0,,13.0
15,['3'],3,Images/TMTstop-A_1_5linestimulus12.png,Images/TMTstop-A_1_5greenlinestimulus12.png,Images/TMTstop-A_1_5redlinestimulus12.png,TMT_A,A5,115,None,6.0,515,1.0,358.3925476074219,358.3925476074219,0.0,,1.0,1.0,0.0,1,3,0.03024709998862818,0.1642920000012964,358.3925476074219,358.3925476074219,0.0,,14.0
16,['2'],2,Images/TMTstop-A_1_5linestimulus13.png,Images/TMTstop-A_1_5greenlinestimulus13.png,Images/TMTstop-A_1_5redlinestimulus13.png,TMT_A,A5,116,None,6.0,516,1.0,358.6595458984375,358.6595458984375,0.0,,1.0,1.0,0.0,2,-0.05194469995331019,358.6595458984375,358.6595458984375,0.0,,15.0
17,['1'],1,Images/TMTstop-A_1_5linestimulus14.png,Images/TMTstop-A_1_5greenlinestimulus14.png,Images/TMTstop-A_1_5redlinestimulus14.png,TMT_A,A5,117,None,6.0,517,1.0,358.7095642089844,358.7095642089844,0.0,,1.0,1.0,0.0,1,-0.009097700007259846,358.7095642089844,358.7095642089844,0.0,,16.0
18,['3'],3,Images/TMTstop-A_1_5linestimulus15.png,Images/TMTstop-A_1_5greenlinestimulus15.png,Images/TMTstop-A_1_5redlinestimulus15.png,TMT_A,A5,118,None,6.0,518,1.0,358.761962890625,358.761962890625,0.0,,1.0,1.0,0.0,3,0.07081279996782541,358.761962890625,358.761962890625,0.0,,17.0
19,['2'],2,Images/TMTstop-A_1_5linestimulus16.png,Images/TMTstop-A_1_5greenlinestimulus16.png,Images/TMTstop-A_1_5redlinestimulus16.png,TMT_A,A5,119,None,6.0,519,1.0,358.89544677734375,358.89544677734375,0.0,,1.0,1.0,0.0,2,-0.02881849999539554,358.89544677734375,358.89544677734375,0.0,,18.0
20,['1'],1,Images/TMTstop-A_1_5linestimulus17.png,Images/TMTstop-A_1_5greenlinestimulus17.png,Images/TMTstop-A_1_5redlinestimulus17.png,TMT_A,A5,120,None,6.0,520,1.0,358.9516296386719,358.9516296386719,0.0,,1.0,1.0,0.0,1,0.02688979997765273,358.9516296386719,358.9516296386719,0.0,,19.0
21,['2'],2,Images/TMTstop-A_1_5linestimulus18.png,Images/TMTstop-A_1_5greenlinestimulus18.png,Images/TMTstop-A_1_5redlinestimulus18.png,TMT_A,A5,121,None,6.0,521,1.0,359.04205322265625,359.04205322265625,0.0,,1.0,1.0,0.0,3,2,0.09046269999817014,0.15472769999178126,359.04205322265625,359.04205322265625,0.0,,20.0
22,['3'],3,Images/TMTstop-A_1_5linestimulus19.png,Images/TMTstop-A_1_5greenlinestimulus19.png,Images/TMTstop-A_1_5redlinestimulus19.png,TMT_A,A5,122,None,6.0,522,1.0,359.2991638183594,359.2991638183594,0.0,,1.0,1.0,0.0,1,3,-0.015538799983914942,0.13658360001863912,359.2991638183594,359.2991638183594,0.0,,21.0
23,['2'],2,Images/TMTstop-A_1_5linestimulus20.png,Images/TMTstop-A_1_5greenlinestimulus20.png,Images/TMTstop-A_1_5redlinestimulus20.png,TMT_A,A5,123,None,6.0,523,1.0,359.51904296875,359.51904296875,0.0,,1.0,1.0,0.0,2,-0.025796499976422638,359.51904296875,359.51904296875,0.0,,22.0
24,['3'],3,Images/TMTstop-A_1_5linestimulus21.png,Images/TMTstop-A_1_5greenlinestimulus21.png,Images/TMTstop-A_1_5redlinestimulus21.png,TMT_A,A5,124,None,6.0,524,1.0,359.57122802734375,359.57122802734375,0.0,,1.0,1.0,0.0,1,3,0.005518799996934831,0.1733581000007689,359.57122802734375,359.57122802734375,0.0,,23.0
25,['1'],1,Images/TMTstop-A_1_5linestimulus22.png,Images/TMTstop-A_1_5greenlinestimulus22.png,Images/TMTstop-A_1_5redlinestimulus22.png,TMT_A,A5,125,None,6.0,525,1.0,359.82720947265625,359.82720947265625,0.0,,1.0,1.0,0.0,2,1,-0.04356479999842122,0.06549680000171065,359.82720947265625,359.82720947265625,0.0,,24.0
None,None,None,Images/TMTstop-A_1_5linestimulus23.png,Images/TMTstop-A_1_5greenlinestimulus23.png,Images/TMTstop-A_1_5redlinestimulus23.png,TMT_A,A5,Feedback_last,None,6.0,Feedback_last,1.0,359.9826965332031,359.9826965332031,0.0,,0.0,0.0,0.0,3,2,1,0.06960230000549927,0.14807110000401735,0.20713110000360757,359.9826965332031,359.9826965332031,0.0,,25.0

extraInfo
participant,
session,001
date,2022_Dec_20_1551
expName,TMT_fmri
psychopyVersion,2021.2.3
frameRate,59.8764031355123
﻿NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Paper,TrialNumber_Version,Round,Block,TrialNumber_total,n,Stim.started_mean,Stim.started_raw,Stim.started_std,Stim.stopped_raw,key_resp_2.corr_mean,key_resp_2.corr_raw,key_resp_2.corr_std,key_resp_2.keys_raw,key_resp_2.rt_raw,key_resp_2.started_mean,key_resp_2.started_raw,key_resp_2.started_std,key_resp_2.stopped_raw,order
1,['3'],3,Images/TMTstop-A_1_6.png,Images/TMTstop-A_1_6.png,Images/TMTstop-A_1_6.png,TMT_A,A6,126,None,6.0,526,1.0,364.3563537597656,364.3563537597656,0.0,,1.0,1.0,0.0,3,0.41563080000923946,364.3563537597656,364.3563537597656,0.0,,0.0
2,['1'],1,Images/TMTstop-A_1_6.png,Images/TMTstop-A_1_6firstgreen.png,Images/TMTstop-A_1_6firstred.png,TMT_A,A6,127,None,6.0,527,1.0,364.83514404296875,364.83514404296875,0.0,,1.0,1.0,0.0,2,1,-0.010890400037169456,0.08828019996872172,364.83514404296875,364.83514404296875,0.0,,1.0
3,['2'],2,Images/TMTstop-A_1_6linestimulus0.png,Images/TMTstop-A_1_6greenlinestimulus0.png,Images/TMTstop-A_1_6redlinestimulus0.png,TMT_A,A6,128,None,6.0,528,1.0,364.99737548828125,364.99737548828125,0.0,,1.0,1.0,0.0,3,2,0.10159880004357547,0.1643432000419125,364.99737548828125,364.99737548828125,0.0,,2.0
4,['1'],1,Images/TMTstop-A_1_6linestimulus1.png,Images/TMTstop-A_1_6greenlinestimulus1.png,Images/TMTstop-A_1_6redlinestimulus1.png,TMT_A,A6,129,None,6.0,529,1.0,365.2141418457031,365.2141418457031,0.0,,1.0,1.0,0.0,1,0.01582489995053038,365.2141418457031,365.2141418457031,0.0,,3.0
5,['2'],2,Images/TMTstop-A_1_6linestimulus2.png,Images/TMTstop-A_1_6greenlinestimulus2.png,Images/TMTstop-A_1_6redlinestimulus2.png,TMT_A,A6,130,None,6.0,530,1.0,365.2976379394531,365.2976379394531,0.0,,1.0,1.0,0.0,3,2,0.07834969996474683,0.1442591999657452,365.2976379394531,365.2976379394531,0.0,,4.0
6,['3'],3,Images/TMTstop-A_1_6linestimulus3.png,Images/TMTstop-A_1_6greenlinestimulus3.png,Images/TMTstop-A_1_6redlinestimulus3.png,TMT_A,A6,131,None,6.0,531,1.0,365.5379638671875,365.5379638671875,0.0,,1.0,1.0,0.0,1,3,-0.02411920001031831,0.14061569998739287,365.5379638671875,365.5379638671875,0.0,,5.0
7,['2'],2,Images/TMTstop-A_1_6linestimulus4.png,Images/TMTstop-A_1_6greenlinestimulus4.png,Images/TMTstop-A_1_6redlinestimulus4.png,TMT_A,A6,132,None,6.0,532,1.0,365.7379150390625,365.7379150390625,0.0,,1.0,1.0,0.0,2,-0.030389800027478486,365.7379150390625,365.7379150390625,0.0,,6.0
8,['1'],1,Images/TMTstop-A_1_6linestimulus5.png,Images/TMTstop-A_1_6greenlinestimulus5.png,Images/TMTstop-A_1_6redlinestimulus5.png,TMT_A,A6,133,None,6.0,533,1.0,365.79034423828125,365.79034423828125,0.0,,1.0,1.0,0.0,1,0.034090899978764355,365.79034423828125,365.79034423828125,0.0,,7.0
9,['3'],3,Images/TMTstop-A_1_6linestimulus6.png,Images/TMTstop-A_1_6greenlinestimulus6.png,Images/TMTstop-A_1_6redlinestimulus6.png,TMT_A,A6,134,None,6.0,534,1.0,365.8796081542969,365.8796081542969,0.0,,1.0,1.0,0.0,3,0.11820420000003651,365.8796081542969,365.8796081542969,0.0,,8.0
10,['1'],1,Images/TMTstop-A_1_6linestimulus7.png,Images/TMTstop-A_1_6greenlinestimulus7.png,Images/TMTstop-A_1_6redlinestimulus7.png,TMT_A,A6,135,None,6.0,535,1.0,366.0628967285156,366.0628967285156,0.0,,1.0,1.0,0.0,2,1,0.009880400029942393,0.08591090003028512,366.0628967285156,366.0628967285156,0.0,,9.0
11,['3'],3,Images/TMTstop-A_1_6linestimulus8.png,Images/TMTstop-A_1_6greenlinestimulus8.png,Images/TMTstop-A_1_6redlinestimulus8.png,TMT_A,A6,136,None,6.0,536,1.0,366.23553466796875,366.23553466796875,0.0,,1.0,1.0,0.0,3,0.07453389995498583,366.23553466796875,366.23553466796875,0.0,,10.0
12,['2'],2,Images/TMTstop-A_1_6linestimulus9.png,Images/TMTstop-A_1_6greenlinestimulus9.png,Images/TMTstop-A_1_6redlinestimulus9.png,TMT_A,A6,137,None,6.0,537,1.0,366.3695983886719,366.3695983886719,0.0,,1.0,1.0,0.0,2,-0.004040900035761297,366.3695983886719,366.3695983886719,0.0,,11.0
13,['3'],3,Images/TMTstop-A_1_6linestimulus10.png,Images/TMTstop-A_1_6greenlinestimulus10.png,Images/TMTstop-A_1_6redlinestimulus10.png,TMT_A,A6,138,None,6.0,538,1.0,366.42486572265625,366.42486572265625,0.0,,1.0,1.0,0.0,1,3,0.03569369995966554,0.19902899995213374,366.42486572265625,366.42486572265625,0.0,,12.0
14,['1'],1,Images/TMTstop-A_1_6linestimulus11.png,Images/TMTstop-A_1_6greenlinestimulus11.png,Images/TMTstop-A_1_6redlinestimulus11.png,TMT_A,A6,139,None,6.0,539,1.0,366.68511962890625,366.68511962890625,0.0,,1.0,1.0,0.0,2,1,-0.004813599982298911,0.08955380000406876,366.68511962890625,366.68511962890625,0.0,,13.0
15,['3'],3,Images/TMTstop-A_1_6linestimulus12.png,Images/TMTstop-A_1_6greenlinestimulus12.png,Images/TMTstop-A_1_6redlinestimulus12.png,TMT_A,A6,140,None,6.0,540,1.0,366.8352966308594,366.8352966308594,0.0,,1.0,1.0,0.0,3,0.12256710004294291,366.8352966308594,366.8352966308594,0.0,,14.0
16,['1'],1,Images/TMTstop-A_1_6linestimulus13.png,Images/TMTstop-A_1_6greenlinestimulus13.png,Images/TMTstop-A_1_6redlinestimulus13.png,TMT_A,A6,141,None,6.0,541,1.0,367.0196533203125,367.0196533203125,0.0,,1.0,1.0,0.0,2,1,-0.01282480004010722,0.0750778999645263,367.0196533203125,367.0196533203125,0.0,,15.0
17,['3'],3,Images/TMTstop-A_1_6linestimulus14.png,Images/TMTstop-A_1_6greenlinestimulus14.png,Images/TMTstop-A_1_6redlinestimulus14.png,TMT_A,A6,142,None,6.0,542,1.0,367.1820373535156,367.1820373535156,0.0,,1.0,1.0,0.0,3,0.08536599995568395,367.1820373535156,367.1820373535156,0.0,,16.0
18,['2'],2,Images/TMTstop-A_1_6linestimulus15.png,Images/TMTstop-A_1_6greenlinestimulus15.png,Images/TMTstop-A_1_6redlinestimulus15.png,TMT_A,A6,143,None,6.0,543,1.0,367.3161315917969,367.3161315917969,0.0,,1.0,1.0,0.0,2,0.01762530003907159,367.3161315917969,367.3161315917969,0.0,,17.0
19,['3'],3,Images/TMTstop-A_1_6linestimulus16.png,Images/TMTstop-A_1_6greenlinestimulus16.png,Images/TMTstop-A_1_6redlinestimulus16.png,TMT_A,A6,144,None,6.0,544,1.0,367.3995361328125,367.3995361328125,0.0,,1.0,1.0,0.0,1,3,0.023318499966990203,0.22335809998912737,367.3995361328125,367.3995361328125,0.0,,18.0
20,['1'],1,Images/TMTstop-A_1_6linestimulus17.png,Images/TMTstop-A_1_6greenlinestimulus17.png,Images/TMTstop-A_1_6redlinestimulus17.png,TMT_A,A6,145,None,6.0,545,1.0,367.682861328125,367.682861328125,0.0,,1.0,1.0,0.0,2,1,-0.0031227999716065824,0.10246600001119077,367.682861328125,367.682861328125,0.0,,19.0
21,['2'],2,Images/TMTstop-A_1_6linestimulus18.png,Images/TMTstop-A_1_6greenlinestimulus18.png,Images/TMTstop-A_1_6redlinestimulus18.png,TMT_A,A6,146,None,6.0,546,1.0,367.88336181640625,367.88336181640625,0.0,,1.0,1.0,0.0,3,2,0.1132350999978371,0.17352050001500174,367.88336181640625,367.88336181640625,0.0,,20.0
