NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.024065300000075,None,6.024065300000075,None,6.681942999995954,None,9.732358599998406,None,1,0.8791931000014301,9.732358599998406,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.718492699998023,None,2,0.32981780000409344,10.718492699998023,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,11.135702299994591,None,3,0.30039819999365136,11.135702299994591,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,11.524239399994258,None,1,0.026362900003732648,11.524239399994258,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.621862499996496,None,2,0.02426759999798378,11.621862499996496,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.718496000001323,None,3,0.027746100000513252,11.718496000001323,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,11.815875499996764,None,1,0.03663260000030277,11.815875499996764,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,11.927174899996317,None,3,0.11685569999826839,11.927174899996317,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,12.135658899998816,None,2,0.4832698000027449,12.135658899998816,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,12.690895799998543,None,3,0.04098820000217529,12.690895799998543,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,12.802343499999552,None,1,0.07679550000466406,12.802343499999552,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,12.954669799997646,None,2,0.64764990000549,12.954669799997646,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,13.684020199994848,None,None,,13.684020199994848,None,,001,2021_Nov_15_1458,TMTAB,2021.2.3,144.172822854703,
