NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-B_1_1.png,TMTstop-B_1_1.png,TMTstop-B_1_1.png,10,0,0,0,0,5.8767052999464795,None,5.8767052999464795,None,6.987915699952282,None,['2'],1,[0.9325796000193805],6.987915699952282,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
A,['1'],TMTstop-B_1_1.png,TMTstop-B_1_1firstgreen.png,TMTstop-B_1_1firstred.png,10,0,1,1,1,,,,,8.008289099903777,None,['1'],1,[0.8058869999367744],8.008289099903777,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
2,['3'],TMTstop-B_1_1linestimulus0.png,TMTstop-B_1_1greenlinestimulus0.png,TMTstop-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,8.890535000013188,None,['3'],1,[0.8248710999032483],8.890535000013188,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
B,['2'],TMTstop-B_1_1linestimulus1.png,TMTstop-B_1_1greenlinestimulus1.png,TMTstop-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,9.78592379996553,None,"['3', '1', '3', '2']",1,"[0.9389569000340998, 7.11955579998903, 7.978521900018677, 9.779159000026993]",9.78592379996553,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
3,['1'],TMTstop-B_1_1linestimulus2.png,TMTstop-B_1_1greenlinestimulus2.png,TMTstop-B_1_1redlinestimulus2.png,10,0,4,4,4,,,,,19.66088390001096,None,"['3', '1']",1,"[2.5074583999812603, 6.866589599987492]",19.66088390001096,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
C,['2'],TMTstop-B_1_1linestimulus3.png,TMTstop-B_1_1greenlinestimulus3.png,TMTstop-B_1_1redlinestimulus3.png,10,0,5,5,5,,,,,26.626294799963944,None,['2'],1,[2.105131500051357],26.626294799963944,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
4,['1'],TMTstop-B_1_1linestimulus4.png,TMTstop-B_1_1greenlinestimulus4.png,TMTstop-B_1_1redlinestimulus4.png,10,0,6,6,6,,,,,28.81351090001408,None,"['2', '2', '3', '1']",1,"[11.883008899982087, 12.401892099995166, 12.793130600010045, 13.104292999953032]",28.81351090001408,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
D,['2'],TMTstop-B_1_1linestimulus5.png,TMTstop-B_1_1greenlinestimulus5.png,TMTstop-B_1_1redlinestimulus5.png,10,0,7,7,7,,,,,42.03512799995951,None,"['3', '1', '2']",1,"[0.26963170000817627, 0.6358085999963805, 1.3035242999903858]",42.03512799995951,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
5,['3'],TMTstop-B_1_1linestimulus6.png,TMTstop-B_1_1greenlinestimulus6.png,TMTstop-B_1_1redlinestimulus6.png,10,0,8,8,8,,,,,43.41757409996353,None,['3'],1,[0.1565482000587508],43.41757409996353,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
E,['1'],TMTstop-B_1_1linestimulus7.png,TMTstop-B_1_1greenlinestimulus7.png,TMTstop-B_1_1redlinestimulus7.png,10,0,9,9,9,,,,,43.660646999953315,None,['1'],1,[0.20641470002010465],43.660646999953315,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
6,['3'],TMTstop-B_1_1linestimulus8.png,TMTstop-B_1_1greenlinestimulus8.png,TMTstop-B_1_1redlinestimulus8.png,10,0,10,10,10,,,,,43.945368899963796,None,"['2', '3']",1,"[0.0427604999858886, 0.11330820003058761]",43.945368899963796,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
F,['2'],TMTstop-B_1_1linestimulus9.png,TMTstop-B_1_1greenlinestimulus9.png,TMTstop-B_1_1redlinestimulus9.png,10,0,11,11,11,,,,,44.15359929995611,None,"['1', '2']",1,"[0.11404000001493841, 0.1939027999760583]",44.15359929995611,None,,001,2021_Nov_03_1543,TMTAB,2021.2.3,143.64513918221306,
