Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.531499500000791,None,6.531499500000791,None,7.099083000000974,None,,,,,,,
