Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.632591599998705,None,6.632591599998705,None,7.276611499997671,None,,,,,,,
