Block_file,Condition_rows,NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,Correct,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Blocks_loop.thisRepN,Blocks_loop.thisTrialN,Blocks_loop.thisN,Blocks_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_practice.keys,key_resp_practice.rt,key_resp_5.keys,key_resp_5.rt,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
TMTstop-A_1_1.xlsx,0:26,22,['3'],TMTstop-A_1_1linestimulus19.png,TMTstop-A_1_1greenlinestimulus19.png,TMTstop-A_1_1redlinestimulus19.png,None,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,2,1,22.429488699883223,None,"['2', '3']",1,"[-0.011991999810561538, 0.11850880016572773]",22.429488699883223,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_1.xlsx,0:26,23,['1'],TMTstop-A_1_1linestimulus20.png,TMTstop-A_1_1greenlinestimulus20.png,TMTstop-A_1_1redlinestimulus20.png,None,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,1,1,22.631955199874938,None,['1'],1,[0.03849379997700453],22.631955199874938,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_1.xlsx,0:26,24,['2'],TMTstop-A_1_1linestimulus21.png,TMTstop-A_1_1greenlinestimulus21.png,TMTstop-A_1_1redlinestimulus21.png,None,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,1,1,22.748886100016534,None,['2'],1,[-0.02236459986306727],22.748886100016534,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_1.xlsx,0:26,25,['3'],TMTstop-A_1_1linestimulus22.png,TMTstop-A_1_1greenlinestimulus22.png,TMTstop-A_1_1redlinestimulus22.png,None,,,,,,,,,,0,0,0,0,0,24,24,24,,,,,,,1,1,22.82523650000803,None,['3'],1,[0.039174099918454885],22.82523650000803,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_1.xlsx,0:26,None,None,TMTstop-A_1_1linestimulus23.png,TMTstop-A_1_1greenlinestimulus23.png,TMTstop-A_1_1redlinestimulus23.png,None,,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,4,1,22.950431499863043,None,"['1', '2', '3', '1']",0,"[0.054889800027012825, 0.11317209992557764, 0.24656110000796616, 0.3425344000570476]",22.950431499863043,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,1,['3'],TMTstop-A_1_2.png,TMTstop-A_1_2.png,TMTstop-A_1_2.png,10,3,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,3,1,27.067755999974906,None,"['1', '2', '3']",1,"[0.554592200089246, 0.6792252000886947, 0.7563908000010997]",27.067755999974906,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,2,['2'],TMTstop-A_1_2.png,TMTstop-A_1_2firstgreen.png,TMTstop-A_1_2firstred.png,10,2,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,2,1,27.90979909989983,None,"['1', '2']",1,"[0.0658345001284033, 0.12903599999845028]",27.90979909989983,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,3,['3'],TMTstop-A_1_2linestimulus0.png,TMTstop-A_1_2greenlinestimulus0.png,TMTstop-A_1_2redlinestimulus0.png,10,3,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,1,1,28.130731999874115,None,['3'],1,[0.026293500093743205],28.130731999874115,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,4,['1'],TMTstop-A_1_2linestimulus1.png,TMTstop-A_1_2greenlinestimulus1.png,TMTstop-A_1_2redlinestimulus1.png,10,1,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,1,1,28.23500129999593,None,['1'],1,[0.060771899996325374],28.23500129999593,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,5,['2'],TMTstop-A_1_2linestimulus2.png,TMTstop-A_1_2greenlinestimulus2.png,TMTstop-A_1_2redlinestimulus2.png,10,2,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,1,1,28.37407570006326,None,['2'],1,[-0.020652800099924207],28.37407570006326,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,6,['3'],TMTstop-A_1_2linestimulus3.png,TMTstop-A_1_2greenlinestimulus3.png,TMTstop-A_1_2redlinestimulus3.png,10,3,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,1,1,28.450532600050792,None,['3'],1,[0.021767199970781803],28.450532600050792,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,7,['2'],TMTstop-A_1_2linestimulus4.png,TMTstop-A_1_2greenlinestimulus4.png,TMTstop-A_1_2redlinestimulus4.png,10,2,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,2,1,28.547412500018254,None,"['1', '2']",1,"[0.06788329989649355, 0.1265314999036491]",28.547412500018254,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,8,['1'],TMTstop-A_1_2linestimulus5.png,TMTstop-A_1_2greenlinestimulus5.png,TMTstop-A_1_2redlinestimulus5.png,10,1,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,2,1,28.785620499867946,None,"['3', '1']",1,"[0.0023170001804828644, 0.1402834001928568]",28.785620499867946,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,9,['2'],TMTstop-A_1_2linestimulus6.png,TMTstop-A_1_2greenlinestimulus6.png,TMTstop-A_1_2redlinestimulus6.png,10,2,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,1,1,29.08338600001298,None,['2'],1,[-0.12493469985201955],29.08338600001298,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,10,['3'],TMTstop-A_1_2linestimulus7.png,TMTstop-A_1_2greenlinestimulus7.png,TMTstop-A_1_2redlinestimulus7.png,10,3,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,1,1,29.16804759996012,None,['3'],1,[-0.07681600004434586],29.16804759996012,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,11,['1'],TMTstop-A_1_2linestimulus8.png,TMTstop-A_1_2greenlinestimulus8.png,TMTstop-A_1_2redlinestimulus8.png,10,1,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,1,1,29.248773199971765,None,['1'],1,[-0.015591800212860107],29.248773199971765,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,12,['2'],TMTstop-A_1_2linestimulus9.png,TMTstop-A_1_2greenlinestimulus9.png,TMTstop-A_1_2redlinestimulus9.png,10,2,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,1,1,29.318362100049853,None,['2'],1,[-0.04189669992774725],29.318362100049853,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,13,['3'],TMTstop-A_1_2linestimulus10.png,TMTstop-A_1_2greenlinestimulus10.png,TMTstop-A_1_2redlinestimulus10.png,1,3,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,1,1,29.38747219997458,None,['3'],1,[0.010313200065866113],29.38747219997458,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,14,['1'],TMTstop-A_1_2linestimulus11.png,TMTstop-A_1_2greenlinestimulus11.png,TMTstop-A_1_2redlinestimulus11.png,None,1,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,1,1,29.471083200071007,None,['1'],1,[0.0862245000898838],29.471083200071007,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,15,['3'],TMTstop-A_1_2linestimulus12.png,TMTstop-A_1_2greenlinestimulus12.png,TMTstop-A_1_2redlinestimulus12.png,None,3,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,2,1,29.637698099948466,None,"['2', '3']",1,"[-0.013309299945831299, 0.10654810001142323]",29.637698099948466,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,16,['1'],TMTstop-A_1_2linestimulus13.png,TMTstop-A_1_2greenlinestimulus13.png,TMTstop-A_1_2redlinestimulus13.png,None,1,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,1,1,29.839018299942836,None,['1'],1,[0.041964099975302815],29.839018299942836,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,17,['2'],TMTstop-A_1_2linestimulus14.png,TMTstop-A_1_2greenlinestimulus14.png,TMTstop-A_1_2redlinestimulus14.png,None,2,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,1,1,29.9648148000706,None,['2'],1,[-0.046327400021255016],29.9648148000706,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,18,['1'],TMTstop-A_1_2linestimulus15.png,TMTstop-A_1_2greenlinestimulus15.png,TMTstop-A_1_2redlinestimulus15.png,None,1,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,2,1,30.03359630005434,None,"['3', '1']",1,"[0.02125520003028214, 0.15960529982112348]",30.03359630005434,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,19,['3'],TMTstop-A_1_2linestimulus16.png,TMTstop-A_1_2greenlinestimulus16.png,TMTstop-A_1_2redlinestimulus16.png,None,3,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,2,1,30.304565199883655,None,"['2', '3']",1,"[-0.0475248999428004, 0.0838659000582993]",30.304565199883655,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,20,['1'],TMTstop-A_1_2linestimulus17.png,TMTstop-A_1_2greenlinestimulus17.png,TMTstop-A_1_2redlinestimulus17.png,None,1,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,1,1,30.46434720000252,None,['1'],1,[0.06168349995277822],30.46434720000252,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,21,['2'],TMTstop-A_1_2linestimulus18.png,TMTstop-A_1_2greenlinestimulus18.png,TMTstop-A_1_2redlinestimulus18.png,None,2,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,1,1,30.61000069999136,None,['2'],1,[-0.02005059993825853],30.61000069999136,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,22,['1'],TMTstop-A_1_2linestimulus19.png,TMTstop-A_1_2greenlinestimulus19.png,TMTstop-A_1_2redlinestimulus19.png,None,1,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,2,1,30.68611850007437,None,"['3', '1']",1,"[0.05401490000076592, 0.19666000013239682]",30.68611850007437,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,23,['2'],TMTstop-A_1_2linestimulus20.png,TMTstop-A_1_2greenlinestimulus20.png,TMTstop-A_1_2redlinestimulus20.png,None,2,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,1,1,31.000550099881366,None,['2'],1,[-0.07076729997061193],31.000550099881366,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,24,['1'],TMTstop-A_1_2linestimulus21.png,TMTstop-A_1_2greenlinestimulus21.png,TMTstop-A_1_2redlinestimulus21.png,None,1,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,2,1,31.0754102000501,None,"['3', '1']",1,"[0.0028301000129431486, 0.14475509990006685]",31.0754102000501,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,25,['2'],TMTstop-A_1_2linestimulus22.png,TMTstop-A_1_2greenlinestimulus22.png,TMTstop-A_1_2redlinestimulus22.png,None,2,,,,,,,,,0,1,1,1,0,24,24,24,,,,,,,1,1,31.3321209999267,None,['2'],1,[-0.04254089994356036],31.3321209999267,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_2.xlsx,26:52,None,None,TMTstop-A_1_2linestimulus23.png,TMTstop-A_1_2greenlinestimulus23.png,TMTstop-A_1_2redlinestimulus23.png,None,None,,,,,,,,,0,1,1,1,0,25,25,25,,,,,,,9,1,31.408446100074798,None,"['3', '1', '2', '3', '1', '2', '3', '1', '2']",0,"[0.03693599998950958, 0.1876551997847855, 0.2283708998002112, 0.39308799989521503, 0.5407592998817563, 0.6005261999089271, 0.769922599894926, 0.9094139998778701, 0.9579886998981237]",31.408446100074798,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_3.xlsx,52:78,1,['2'],TMTstop-A_1_3.png,TMTstop-A_1_3.png,TMTstop-A_1_3.png,10,2,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,3,1,35.49817939987406,None,"['3', '1', '2']",1,"[-2.9113119000103325, 0.4074123001191765, 0.49237300013192]",35.49817939987406,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_3.xlsx,52:78,2,['1'],TMTstop-A_1_3.png,TMTstop-A_1_3firstgreen.png,TMTstop-A_1_3firstred.png,10,1,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,2,1,36.0896413999144,None,"['3', '1']",1,"[0.010426499880850315, 0.15396889997646213]",36.0896413999144,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_3.xlsx,52:78,3,['3'],TMTstop-A_1_3linestimulus0.png,TMTstop-A_1_3greenlinestimulus0.png,TMTstop-A_1_3redlinestimulus0.png,10,3,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,2,1,36.33894559997134,None,"['2', '3']",1,"[-0.037406499963253736, 0.08157570008188486]",36.33894559997134,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_3.xlsx,52:78,4,['2'],TMTstop-A_1_3linestimulus1.png,TMTstop-A_1_3greenlinestimulus1.png,TMTstop-A_1_3redlinestimulus1.png,10,2,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,2,1,36.49361660005525,None,"['1', '2']",1,"[0.05562960007227957, 0.11411650013178587]",36.49361660005525,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_3.xlsx,52:78,5,['3'],TMTstop-A_1_3linestimulus2.png,TMTstop-A_1_3greenlinestimulus2.png,TMTstop-A_1_3redlinestimulus2.png,10,3,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,1,1,36.71385210007429,None,['3'],1,[0.008852300001308322],36.71385210007429,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_3.xlsx,52:78,6,['2'],TMTstop-A_1_3linestimulus3.png,TMTstop-A_1_3greenlinestimulus3.png,TMTstop-A_1_3redlinestimulus3.png,10,2,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,2,1,36.80414590006694,None,"['1', '2']",1,"[0.039784399792551994, 0.09368539997376502]",36.80414590006694,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
TMTstop-A_1_3.xlsx,52:78,7,['1'],TMTstop-A_1_3linestimulus4.png,TMTstop-A_1_3greenlinestimulus4.png,TMTstop-A_1_3redlinestimulus4.png,10,1,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,2,1,36.999099399894476,None,"['3', '1']",1,"[0.0021659000776708126, 0.12141520017758012]",36.999099399894476,None,,001,2022_Feb_02_1400,TMTAstop-A,2021.2.3,141.70226962475823,
