NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['2'],TMTstop-A_1_1.png,TMTstop-A_1_1.png,TMTstop-A_1_1.png,10,0,0,0,0,,,,,6.896724299993366,None,6.896724299993366,None,8.20203120005317,None,['2'],1,[5.074377599987201],8.20203120005317,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
2,['1'],TMTstop-A_1_1.png,TMTstop-A_1_1firstgreen.png,TMTstop-A_1_1firstred.png,10,0,1,1,1,,,,,,,,,13.35554590006359,None,['1'],1,[1.4719942000228912],13.35554590006359,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
3,['2'],TMTstop-A_1_1linestimulus0.png,TMTstop-A_1_1greenlinestimulus0.png,TMTstop-A_1_1redlinestimulus0.png,10,0,2,2,2,,,,,,,,,14.896592500037514,None,['2'],1,[2.889821899938397],14.896592500037514,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
4,['3'],TMTstop-A_1_1linestimulus1.png,TMTstop-A_1_1greenlinestimulus1.png,TMTstop-A_1_1redlinestimulus1.png,10,0,3,3,3,,,,,,,,,17.86181390006095,None,"['2', '2', '2', '3']",1,"[0.3706283000065014, 0.7507364000193775, 1.0718549999874085, 1.3659137999638915]",17.86181390006095,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
5,['2'],TMTstop-A_1_1linestimulus2.png,TMTstop-A_1_1greenlinestimulus2.png,TMTstop-A_1_1redlinestimulus2.png,10,0,4,4,4,,,,,,,,,19.341532599995844,None,"['1', '2']",1,"[0.440410100040026, 0.8174884000327438]",19.341532599995844,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
6,['3'],TMTstop-A_1_1linestimulus3.png,TMTstop-A_1_1greenlinestimulus3.png,TMTstop-A_1_1redlinestimulus3.png,10,0,5,5,5,,,,,,,,,20.23674399999436,None,['3'],1,[0.1804798999801278],20.23674399999436,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
7,['2'],TMTstop-A_1_1linestimulus4.png,TMTstop-A_1_1greenlinestimulus4.png,TMTstop-A_1_1redlinestimulus4.png,10,0,6,6,6,,,,,,,,,20.49413570004981,None,['2'],1,[0.25680860003922135],20.49413570004981,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
8,['1'],TMTstop-A_1_1linestimulus5.png,TMTstop-A_1_1greenlinestimulus5.png,TMTstop-A_1_1redlinestimulus5.png,10,0,7,7,7,,,,,,,,,20.8203371000709,None,['1'],1,[0.2388783999485895],20.8203371000709,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
9,['2'],TMTstop-A_1_1linestimulus6.png,TMTstop-A_1_1greenlinestimulus6.png,TMTstop-A_1_1redlinestimulus6.png,10,0,8,8,8,,,,,,,,,21.14677800005302,None,['2'],1,[0.04385869996622205],21.14677800005302,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
10,['1'],TMTstop-A_1_1linestimulus7.png,TMTstop-A_1_1greenlinestimulus7.png,TMTstop-A_1_1redlinestimulus7.png,10,0,9,9,9,,,,,,,,,21.271476000081748,None,"['3', '1']",1,"[0.03511559998150915, 0.2133940999628976]",21.271476000081748,None,,,,001,2021_Nov_03_1713,TMTAB,2021.2.3,144.11381541505284,
