Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.165270299999975,None,6.165270299999975,None,6.941258099999686,None,,,,,,,
