NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.146465100006026,None,6.146465100006026,None,6.6098130000027595,None,9.655005700005859,None,1,1.4654509000029066,9.655005700005859,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,11.202267500004382,None,2,0.12944969999807654,11.202267500004382,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,11.410575100002461,None,3,0.03475819999584928,11.410575100002461,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,11.521730700005719,None,1,0.11645510000380455,11.521730700005719,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,11.716550000004645,None,2,0.10071479999896837,11.716550000004645,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,11.896592299999611,None,3,0.35729559999890625,11.896592299999611,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,12.361600200005341,None,1,0.11146110000117915,12.361600200005341,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,12.549492000005557,None,3,1.5433546999993268,12.549492000005557,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,14.188621600005717,None,2,0.9644681999998284,14.188621600005717,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,15.230325900003663,None,3,1.1640194999999949,15.230325900003663,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,16.48692320000555,None,1,0.9564019999961602,16.48692320000555,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,17.52161110000452,None,2,0.9131764999983716,17.52161110000452,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,18.52162330000283,None,None,,18.52162330000283,None,,001,2021_Nov_15_1459,TMTAB,2021.2.3,144.74272704544612,
