NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.284370199999103,None,6.284370199999103,None,6.686497500000769,None,9.790023899999142,None,1,0.7635098999999173,9.790023899999142,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.656830199999604,None,2,0.395870799999102,10.656830199999604,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,11.157330800000636,None,3,4.845014000000447,11.157330800000636,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,16.109353800000463,None,1,0.06714949999877717,16.109353800000463,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,16.259414000000106,None,2,0.5375992999997834,16.259414000000106,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,16.875912600000447,None,3,0.019279600001027575,16.875912600000447,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,16.976873499999783,None,1,0.07977089999985765,16.976873499999783,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,17.1262370000004,None,3,5.173634000000675,17.1262370000004,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,22.412327399999413,None,2,0.11219100000016624,22.412327399999413,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,22.595640800000183,None,3,0.04152539999995497,22.595640800000183,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,22.72950040000069,None,1,0.07123780000074476,22.72950040000069,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,22.879233400000885,None,2,0.0087439999988419,22.879233400000885,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,22.962906000000658,None,x,0.5458872999988671,22.962906000000658,None,,001,2021_Nov_16_1844,TMTAB,2021.2.3,59.95193054226302,
