NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,5.900120099999185,None,5.900120099999185,None,6.342516099997738,None,9.394843899994157,None,1,0.470833200000925,9.394843899994157,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,9.955601099994965,None,2,0.07968199999595527,9.955601099994965,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,10.122448299996904,None,3,0.037895399997069035,10.122448299996904,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,10.233639199999743,None,1,0.09142219999921508,10.233639199999743,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,10.40067899999849,None,2,0.05005679999885615,10.40067899999849,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,10.52544510000007,None,3,0.0132586000036099,10.52544510000007,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,10.608595999998215,None,1,0.08519430000160355,10.608595999998215,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,10.775298499997007,None,3,0.18630239999765763,10.775298499997007,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,11.045817399994121,None,2,0.1425424999979441,11.045817399994121,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,11.282072099995275,None,3,0.09114340000087395,11.282072099995275,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,0,0,0,0,0,10,10,10,,,,,,,11.44891159999679,None,1,0.07562529999995604,11.44891159999679,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,0,0,0,0,0,11,11,11,,,,,,,11.594501799998397,None,2,0.6596434999955818,11.594501799998397,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,0,0,0,0,0,12,12,12,,,,,,,12.330788499995833,None,3,0.3661105999999563,12.330788499995833,None,,001,2021_Nov_15_1455,TMTAB,2021.2.3,144.08329166104213,
