NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2,TMT-control.jpg,TMT-control.jpg,TMT-control.jpg,0,0,0,0,6.724080799999683,None,6.724080799999683,None,7.3856669999995574,None,2,1,2.1175645000002987,7.3856669999995574,None,,001,2021_Oct_21_1740,TMTAB,2021.2.3,59.9286848649591,
A,3,TMT-control.jpg,TMT-control.jpg,TMT-control.jpg,0,1,1,1,,,,,9.536286499999733,None,3,1,0.6201126999994813,9.536286499999733,None,,001,2021_Oct_21_1740,TMTAB,2021.2.3,59.9286848649591,
